debtor_nik,debtor_name,debtor_gender,debtor_birth_place,debtor_age,debtor_address,debtor_zip,debtor_rt,debtor_rw,debtor_marital_status,debtor_occupation,debtor_company,debtor_number,debtor_number_of_dependents,debtor_education_level,employment_year,residential_zone,criminality_level,violence_level,gangster_culture,monthly_income,monthly_expenses,asset_value,down_payment_percentage,paid_down_payment,loan_amount,interest_rate,tenor,monthly_payment,ltv,loan_purpose,loan_income_expenses_ratio,default_risk,ses,default_score,default_potential,solutions
6455640819755213,Wawan Lestari,laki-laki,"Kalimantan Barat, 09-09-2000",23,"Gang Ahmad Dahlan No. 914
Solok, BE 48268",48268,8,15,Belum menikah,Pegawai Swasta,CV Uyainah Simanjuntak,+62 (0800) 447-6081,0,S1,5,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Rendah,12000000,3200000,140000000.0,0.25,100000000,300000000,7,204,2518981.96,66.66666666666666,kredit properti,28.62,Netral,Rendah,350,Netral,"Berikan edukasi keuangan, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan, Bantuan Keuangan Pemerintah"
7199683373097432,Mutia Fujiati,perempuan,"DI Yogyakarta, 07-05-1987",36,"Jalan Dipenogoro No. 755
Tanjungbalai, Kalimantan Utara 27948",27948,13,5,Cerai hidup,Pegawai Negeri,PT Rahmawati Hariyah,+62 (42) 741 5730,0,D4,4,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Rendah,17500000,4200000,530000000.0,0.2,60000000,240000000,12,72,4692046.2,75.0,kendaraan bermotor,35.28,Baik,Menengah,175,Baik,"Pertimbangkan Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Edukasi Keuangan Lanjutan"
3986274370227824,Tgk. Unjani Latupono,perempuan,"Aceh, 20-03-1971",52,"Jl. Yos Sudarso No. 4
Meulaboh, Kalimantan Barat 24655",24655,10,5,Menikah,Pengusaha,CV Hardiansyah,+62 (124) 210 4335,3,SMA,9,Zona 9: zona daerah industri sub urban,Tingkat Kriminalitas Tinggi,Tingkat Kekerasan Rendah,Sedang,5500000,1600000,80000000.0,0.25,10000000,30000000,9,54,677681.26,66.66666666666666,kendaraan bermotor,17.38,Sangat Baik,Rendah,100,Sangat Baik,"Pertimbangkan Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Bantuan Keuangan Pemerintah"
8774266405445245,Violet Salahudin,laki-laki,"Sulawesi Barat, 25-06-2000",23,"Jl. Moch. Toha No. 151
Sorong, Sulawesi Utara 43075",43075,6,10,Menikah,Pengusaha,PD Palastri Tbk,+62 (567) 482-0696,0,SD,0,Zona 9: zona daerah industri sub urban,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Sedang,Sedang,3500000,1000000,240000000.0,0.2,6000000,24000000,11,18,1452445.02,75.0,kendaraan bermotor,58.1,Baik,Tidak Diketahui,300,Netral,"Berikan edukasi keuangan, Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan"
2035555131571267,Elma Lestari,perempuan,"Sulawesi Tenggara, 28-12-1974",49,"Jl. Sentot Alibasa No. 07
Banjarmasin, KU 12394",12394,14,16,Cerai hidup,Buruh,Perum Pradipta,+62 (0189) 480 3018,0,S3,5,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Sedang,Sedang,25000000,7100000,510000000.0,0.25,150000000,450000000,8,330,3376914.6,66.66666666666666,kredit properti,18.87,Sangat Baik,Menengah,150,Baik,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Edukasi Keuangan Lanjutan"
7748918222453062,Puspa Lazuardi,laki-laki,"Sulawesi Tenggara, 04-08-1968",55,"Jl. Raya Ujungberung No. 203
Banjarbaru, KU 75854",75854,20,3,Cerai mati,Buruh,CV Santoso Mustofa (Persero) Tbk,+62 (047) 976 8425,3,S1,3,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Rendah,15500000,9200000,740000000.0,0.3,120000000,280000000,7,120,3251037.42,57.14285714285714,kredit properti,51.6,Beresiko,Sangat Rendah,550,Netral,"Pertimbangkan Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Penyederhanaan Kewajiban Keuangan, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang"
5430331498272566,Hamima Rajata,perempuan,"Sulawesi Barat, 27-11-1972",51,"Gang Kutai No. 0
Banda Aceh, ST 50069",50069,10,16,Cerai hidup,Buruh,CV Putra Mandasari,+62-0307-277-8250,4,SMA,2,Zona 6: zona daerah manufaktur berat,Tingkat Kriminalitas Rendah,Tingkat Kekerasan Rendah,Rendah,5000000,1200000,80000000.0,0.25,75000000,225000000,7,312,1567884.52,66.66666666666666,kredit properti,41.26,Beresiko,Rendah,575,Buruk,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Penyederhanaan Kewajiban Keuangan, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang, Bantuan Keuangan Pemerintah"
3510435509156872,Elma Oktaviani,laki-laki,"Bengkulu, 26-07-1969",54,"Jl. Sukabumi No. 23
Depok, DKI Jakarta 84067",84067,4,8,Menikah,Profesional,Perum Nasyidah (Persero) Tbk,+62 (62) 663 6875,4,D4,7,Zona 8: zona daerah permukiman sub urban,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Rendah,20500000,11200000,300000000.0,0.2,20000000,80000000,8,60,1622111.54,75.0,kendaraan bermotor,17.44,Sangat Baik,Sangat Rendah,150,Baik,"Pertimbangkan Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak"
8439870158993391,Edward Kusumo,perempuan,"Maluku, 27-07-1969",54,"Gang Cikutra Barat No. 73
Mojokerto, RI 79982",79982,13,20,Belum menikah,Pegawai Negeri,UD Waluyo,+62 (032) 318-4845,2,S3,2,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Rendah,18500000,10200000,420000000.0,0.2,40000000,160000000,9,72,2884085.95,75.0,kendaraan bermotor,34.75,Baik,Sangat Rendah,325,Netral,"Pertimbangkan Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan"
9962661719143993,Sabrina Setiawan,laki-laki,"Kepulauan Bangka Belitung, 12-04-1997",26,"Gg. Stasiun Wonokromo No. 3
Palopo, Sulawesi Tengah 36887",36887,2,12,Cerai mati,Profesional,UD Halim Firgantoro Tbk,+62 (076) 285-7863,4,D3,5,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Rendah,8000000,3200000,90000000.0,0.3,120000000,280000000,9,126,3442919.41,57.14285714285714,kredit properti,71.73,Sangat Beresiko,Rendah,850,Sangat Buruk,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Rencana Pembayaran yang Dapat Dikelola, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang, Bantuan Keuangan Pemerintah, Opsi pembayaran pokok saja"
6402606573250135,Wasis Hutasoit,perempuan,"Sumatera Barat, 22-08-2000",23,"Gg. Ir. H. Djuanda No. 212
Ternate, Jawa Barat 24208",24208,1,1,Belum menikah,Pegawai Swasta,PD Napitupulu,+62 (0426) 515-7586,0,SMA,3,Zona 2: zona grosir dan manufaktur,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Sedang,Rendah,5000000,1200000,160000000.0,0.2,8000000,32000000,9,36,1017591.45,75.0,kendaraan bermotor,26.78,Baik,Rendah,150,Baik,"Berikan edukasi keuangan, Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Bantuan Keuangan Pemerintah"
9880603262518201,"Damar Kusumo, S.Kom",perempuan,"Lampung, 22-11-1963",60,"Jalan Laswi No. 503
Bau-Bau, JI 37758",37758,1,11,Cerai mati,Pegawai Negeri,PT Wahyuni Nuraini (Persero) Tbk,+62-0831-669-0054,4,SMA,6,Zona 9: zona daerah industri sub urban,Tingkat Kriminalitas Tinggi,Tingkat Kekerasan Rendah,Sedang,8000000,2000000,90000000.0,0.2,6000000,24000000,6,48,563640.7,75.0,kendaraan bermotor,9.39,Sangat Baik,Menengah,50,Sangat Baik,"Pertimbangkan Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Edukasi Keuangan Lanjutan"
4074522762263185,Jagapati Marbun,perempuan,"Bali, 16-08-1969",54,"Gang Monginsidi No. 24
Kota Administrasi Jakarta Timur, Sumatera Selatan 84027",84027,5,8,Cerai mati,Pegawai Swasta,UD Hartati Hidayanto,+62-24-703-2060,1,D4,8,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Rendah,15000000,7800000,630000000.0,0.25,25000000,75000000,12,48,1975037.66,66.66666666666666,kendaraan bermotor,27.43,Sangat Baik,Sangat Rendah,150,Baik,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak"
9480867892423913,Diana Sitompul,perempuan,"Jawa Tengah, 28-11-1963",60,"Jalan Jend. Sudirman No. 172
Batu, GO 93990",93990,15,19,Cerai mati,Buruh,UD Usada,+62 (243) 077-9328,0,S2,6,Zona 5: zona permukiman kelas tinggi,Wilayah Aman,Tingkat Kekerasan Rendah,Tidak ada,58000000,28300000,480000000.0,0.25,225000000,675000000,6,78,10472101.98,66.66666666666666,kredit properti,35.26,Netral,Tinggi,325,Netral,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan, Pengelolaan Keuangan Lanjutan"
4573006396645202,Balapati Usamah,laki-laki,"Gorontalo, 12-11-1992",31,"Gg. Stasiun Wonokromo No. 56
Purwokerto, Sumatera Selatan 33164",33164,13,14,Cerai mati,Pegawai Swasta,Perum Januar (Persero) Tbk,+62 (047) 064-5780,0,S1,5,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Rendah,15500000,3300000,690000000.0,0.3,120000000,280000000,9,174,2886582.89,57.14285714285714,kredit properti,23.66,Baik,Tinggi,50,Sangat Baik,"Pertimbangkan Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Pengelolaan Keuangan Lanjutan"
4766296110628591,Drs. Ida Safitri,laki-laki,"Kalimantan Selatan, 17-11-1983",40,"Jalan M.T Haryono No. 63
Jayapura, Jawa Barat 94932",94932,7,20,Belum menikah,Pegawai Swasta,Perum Pangestu Fujiati,+62 (688) 446-9563,0,S1,5,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Rendah,15500000,4000000,310000000.0,0.25,100000000,300000000,12,180,3600504.19,66.66666666666666,kredit properti,31.31,Netral,Menengah,375,Netral,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan, Edukasi Keuangan Lanjutan"
2600257235980579,Puti Putri Marbun,laki-laki,"Sulawesi Tengah, 09-12-1971",52,"Jl. Suniaraja No. 77
Balikpapan, KB 90946",90946,8,5,Cerai mati,Profesional,UD Saefullah Najmudin (Persero) Tbk,+62 (0882) 838-1332,0,SMA,8,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Sedang,Rendah,8500000,3200000,190000000.0,0.2,6000000,24000000,12,54,577357.98,75.0,kendaraan bermotor,10.89,Sangat Baik,Menengah,50,Sangat Baik,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Edukasi Keuangan Lanjutan"
2160770156034010,Martana Saragih,perempuan,"Papua Barat, 21-03-1999",24,"Jl. Soekarno Hatta No. 99
Padangpanjang, KR 48583",48583,5,15,Cerai mati,Buruh,PT Nurdiyanti Pertiwi Tbk,+62-45-913-0796,0,S1,7,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Sedang,Rendah,15500000,8600000,650000000.0,0.25,100000000,300000000,10,198,3099304.68,66.66666666666666,kredit properti,44.92,Beresiko,Sangat Rendah,475,Netral,"Berikan edukasi keuangan, Pertimbangkan Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang"
9371916844710828,Wani Nashiruddin,perempuan,"Papua, 29-07-1984",39,"Gang Gegerkalong Hilir No. 277
Probolinggo, KT 87056",87056,14,10,Menikah,Profesional,PT Sirait,+62 (0490) 857 2832,0,SMA,3,Zona 6: zona daerah manufaktur berat,Tingkat Kriminalitas Tinggi,Tingkat Kekerasan Rendah,Sedang,4500000,2600000,110000000.0,0.3,90000000,210000000,12,318,2192633.75,57.14285714285714,kredit properti,115.4,Sangat Beresiko,Sangat Rendah,900,Sangat Buruk,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Pertimbangkan early write off, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang, Opsi pembayaran pokok saja"
9470202602855456,"Dalimin Budiman, S.Sos",perempuan,"Papua, 05-11-1998",25,"Jalan BKR No. 9
Balikpapan, LA 30873",30873,17,1,Cerai hidup,Buruh,UD Sudiati Mandala Tbk,+62 (0824) 152 9999,0,D4,0,Zona 9: zona daerah industri sub urban,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Sedang,6500000,1900000,240000000.0,0.25,5000000,15000000,12,72,293252.89,66.66666666666666,kendaraan bermotor,6.38,Sangat Baik,Rendah,200,Baik,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Bantuan Keuangan Pemerintah"
5159420165322799,"Puti Wulan Saragih, M.Pd",laki-laki,"Maluku, 04-10-1980",43,"Jl. Antapani Lama No. 849
Pekalongan, Sumatera Selatan 71985",71985,5,5,Cerai hidup,Pegawai Negeri,PT Riyanti Mandasari,+62 (044) 173 5080,5,SMA,6,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Rendah,8000000,3000000,150000000.0,0.25,75000000,225000000,7,234,1765051.14,66.66666666666666,kredit properti,35.3,Netral,Menengah,375,Netral,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan, Edukasi Keuangan Lanjutan"
8153869713342963,"R. Candrakanta Halimah, S.I.Kom",perempuan,"Sulawesi Utara, 17-06-1962",61,"Jl. Laswi No. 050
Padangpanjang, BB 55429",55429,17,16,Belum menikah,Pegawai Negeri,PD Dabukke Maryadi,+62 (0764) 247-7143,1,S1,5,Zona 8: zona daerah permukiman sub urban,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Rendah,23000000,8900000,100000000.0,0.2,40000000,160000000,12,24,7531755.56,75.0,kendaraan bermotor,53.42,Beresiko,Menengah,550,Netral,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Penyederhanaan Kewajiban Keuangan, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang, Edukasi Keuangan Lanjutan"
1854179455342392,"Jayadi Gunarto, M.TI.",laki-laki,"DI Yogyakarta, 15-09-1979",44,"Gg. Cihampelas No. 37
Padang, JI 44076",44076,11,14,Menikah,Buruh,CV Adriansyah,+62 (339) 123-7692,0,SMA,6,Zona 7: zona daerah luar PDK,Tingkat Kriminalitas Rendah,Tingkat Kekerasan Tinggi,Tinggi,7000000,4000000,80000000.0,0.25,7500000,22500000,10,54,519129.17,66.66666666666666,kendaraan bermotor,17.3,Sangat Baik,Sangat Rendah,150,Baik,"Pertimbangkan Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak"
7516342040510396,Lantar Mansur,laki-laki,"Bali, 29-06-1967",56,"Jalan Gegerkalong Hilir No. 08
Subulussalam, JK 75604",75604,9,16,Menikah,Pengusaha,CV Wahyudin,+62 (733) 648-3223,5,D4,1,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Rendah,5500000,3000000,360000000.0,0.3,90000000,210000000,9,306,1753171.22,57.14285714285714,kredit properti,70.13,Sangat Beresiko,Sangat Rendah,900,Sangat Buruk,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Pertimbangkan early write off, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang, Opsi pembayaran pokok saja"
9920577351074602,Lili Namaga,laki-laki,"Jawa Barat, 02-08-1994",29,"Gang Jend. A. Yani No. 0
Ternate, PB 84585",84585,4,1,Belum menikah,Pegawai Swasta,Perum Waluyo Saefullah,+62-0594-392-9473,3,S1,4,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Tinggi,Rendah,16500000,7600000,310000000.0,0.3,90000000,210000000,7,246,1609957.16,57.14285714285714,kredit properti,18.09,Sangat Baik,Menengah,100,Sangat Baik,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Edukasi Keuangan Lanjutan"
2177488458542964,"drg. Dinda Waskita, M.Farm",perempuan,"Jawa Barat, 03-09-1994",29,"Gang Wonoayu No. 013
Bandung, KB 08458",8458,11,14,Cerai mati,Profesional,UD Pratiwi Situmorang Tbk,+62 (17) 291 8548,2,SMA,5,Zona 6: zona daerah manufaktur berat,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Rendah,4000000,1300000,210000000.0,0.3,120000000,280000000,7,198,2388321.2,57.14285714285714,kredit properti,88.46,Sangat Beresiko,Rendah,850,Sangat Buruk,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Rencana Pembayaran yang Dapat Dikelola, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang, Bantuan Keuangan Pemerintah, Opsi pembayaran pokok saja"
5438954307752978,"drg. Cindy Kuswandari, S.I.Kom",perempuan,"Riau, 08-02-1989",34,"Gg. HOS. Cokroaminoto No. 38
Tual, Nusa Tenggara Barat 61529",61529,11,17,Cerai mati,Pegawai Negeri,CV Rahmawati Mahendra Tbk,+62 (002) 691 6469,5,SMA,0,Zona 2: zona grosir dan manufaktur,Tingkat Kriminalitas Rendah,Tingkat Kekerasan Sedang,Rendah,5000000,1500000,90000000.0,0.3,120000000,280000000,9,156,3051105.44,57.14285714285714,kredit properti,87.17,Sangat Beresiko,Rendah,950,Suspicious,"Debitur memiliki risiko default yang sangat tinggi, segera lakukan analisis lanjutan, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Pertimbangkan early write off, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang, Bantuan Keuangan Pemerintah, Opsi pembayaran pokok saja"
7263001920914894,Darmaji Utama,laki-laki,"Sumatera Utara, 28-02-2000",23,"Gang Indragiri No. 57
Padang Sidempuan, Bali 18507",18507,3,17,Belum menikah,Buruh,UD Yolanda,+62-083-274-5193,0,SMA,0,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Rendah,5500000,2000000,180000000.0,0.3,120000000,280000000,10,258,2644083.28,57.14285714285714,kredit properti,75.55,Sangat Beresiko,Rendah,950,Suspicious,"Debitur memiliki risiko default yang sangat tinggi, segera lakukan analisis lanjutan, Berikan edukasi keuangan, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Pertimbangkan early write off, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang, Bantuan Keuangan Pemerintah, Opsi pembayaran pokok saja"
3735629654395306,"Yuliana Simbolon, M.M.",perempuan,"Kalimantan Timur, 21-07-1960",63,"Jl. Kiaracondong No. 3
Surabaya, Sumatera Utara 23788",23788,2,14,Menikah,Profesional,UD Hartati Tbk,+62 (0187) 909 2099,2,SMA,4,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Rendah,9500000,3500000,240000000.0,0.3,90000000,210000000,7,162,2007368.06,57.14285714285714,kredit properti,33.46,Netral,Menengah,375,Netral,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan, Edukasi Keuangan Lanjutan"
1226560118493772,Reksa Yuniar,perempuan,"Papua Barat, 18-09-1992",31,"Gg. Asia Afrika No. 797
Cirebon, KI 75238",75238,3,6,Belum menikah,Pegawai Swasta,Perum Sinaga Winarno,+62 (53) 331 8881,0,SMA,0,Zona 6: zona daerah manufaktur berat,Tingkat Kriminalitas Tinggi,Tingkat Kekerasan Rendah,Rendah,3500000,1200000,230000000.0,0.25,5000000,15000000,11,60,326136.35,66.66666666666666,kendaraan bermotor,14.18,Sangat Baik,Rendah,200,Baik,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Bantuan Keuangan Pemerintah"
5692338918887942,Belinda Ardianto,perempuan,"Jawa Barat, 08-04-1980",43,"Jalan Sukabumi No. 42
Bitung, Nusa Tenggara Barat 66545",66545,16,20,Cerai hidup,Buruh,CV Irawan,+62-076-520-1031,3,SMA,1,Zona 2: zona grosir dan manufaktur,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Rendah,3500000,700000,170000000.0,0.3,120000000,280000000,8,138,3109751.22,57.14285714285714,kredit properti,111.06,Sangat Beresiko,Rendah,900,Sangat Buruk,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Pertimbangkan early write off, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang, Bantuan Keuangan Pemerintah, Opsi pembayaran pokok saja"
7851311169745372,Opung Safitri,perempuan,"Jambi, 21-02-1966",57,"Gang PHH. Mustofa No. 0
Salatiga, LA 03290",3290,4,10,Menikah,Buruh,Perum Haryanti Tbk,+62 (85) 141 1281,0,D4,6,Zona 8: zona daerah permukiman sub urban,Tingkat Kriminalitas Tinggi,Tingkat Kekerasan Rendah,Rendah,22000000,9100000,120000000.0,0.2,40000000,160000000,11,24,7457254.11,75.0,kendaraan bermotor,57.81,Beresiko,Tinggi,500,Netral,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang, Pengelolaan Keuangan Lanjutan"
3045162977446313,Aurora Putra,perempuan,"Maluku Utara, 05-07-1977",46,"Jalan Kiaracondong No. 2
Dumai, Bali 80261",80261,3,1,Cerai hidup,Pengusaha,PT Samosir Tbk,+62 (87) 162-9462,2,D3,4,Zona 9: zona daerah industri sub urban,Tingkat Kriminalitas Tinggi,Tingkat Kekerasan Sedang,Rendah,6000000,2000000,290000000.0,0.2,6000000,24000000,9,60,498200.53,75.0,kendaraan bermotor,12.46,Sangat Baik,Rendah,100,Sangat Baik,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Bantuan Keuangan Pemerintah"
5396573746174870,Nasrullah Najmudin,laki-laki,"Papua Barat, 11-01-1969",54,"Jalan Sadang Serang No. 1
Sawahlunto, JA 75266",75266,15,3,Cerai hidup,Pengusaha,CV Melani Tbk,+62 (094) 608-4664,0,S1,5,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Tinggi,Rendah,24500000,14500000,500000000.0,0.3,180000000,420000000,9,162,4487551.73,57.14285714285714,kredit properti,44.88,Beresiko,Sangat Rendah,575,Buruk,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Penyederhanaan Kewajiban Keuangan, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang"
6138409576750951,Zaenab Iswahyudi,perempuan,"Kalimantan Tengah, 04-04-1982",41,"Jalan Surapati No. 578
Madiun, JI 33908",33908,9,13,Cerai hidup,Profesional,Perum Wahyudin Tbk,+62-39-231-9266,0,S1,0,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Rendah,9500000,3600000,210000000.0,0.3,120000000,280000000,11,246,2870851.88,57.14285714285714,kredit properti,48.66,Beresiko,Rendah,625,Buruk,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Penyederhanaan Kewajiban Keuangan, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang, Bantuan Keuangan Pemerintah"
9952468905720965,"Tina Salahudin, S.T.",perempuan,"Riau, 11-10-1962",61,"Gg. Pasteur No. 41
Tidore Kepulauan, Kalimantan Utara 23485",23485,10,5,Belum menikah,Pegawai Negeri,PT Pangestu Nababan,+62-0994-526-2337,0,D4,3,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Sedang,Rendah,18500000,4400000,510000000.0,0.2,60000000,240000000,6,36,7301264.99,75.0,kendaraan bermotor,51.78,Beresiko,Menengah,450,Netral,"Pertimbangkan Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang, Edukasi Keuangan Lanjutan"
6093450509357524,Ina Adriansyah,laki-laki,"Gorontalo, 21-08-1998",25,"Gg. K.H. Wahid Hasyim No. 6
Padang Sidempuan, Maluku 24154",24154,4,9,Cerai mati,Pengusaha,PD Hassanah Purnawati Tbk,+62 (097) 649 8113,0,D3,4,Zona 9: zona daerah industri sub urban,Tingkat Kriminalitas Rendah,Tingkat Kekerasan Rendah,Rendah,9500000,3600000,390000000.0,0.2,10000000,40000000,10,48,1014503.34,75.0,kendaraan bermotor,17.19,Sangat Baik,Menengah,50,Sangat Baik,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Edukasi Keuangan Lanjutan"
6018647680219372,"Dr. Gina Lestari, S.E.",laki-laki,"DI Yogyakarta, 10-04-1969",54,"Jl. Cikapayang No. 6
Pariaman, Nusa Tenggara Barat 72637",72637,18,7,Cerai hidup,Pegawai Negeri,PT Firgantoro,+62 (0339) 327 4807,1,D4,6,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Tinggi,37000000,16600000,650000000.0,0.3,180000000,420000000,12,264,4527341.1,57.14285714285714,kredit properti,22.19,Netral,Tinggi,200,Baik,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Pengelolaan Keuangan Lanjutan"
5165551201502252,"dr. Irfan Mandasari, S.IP",perempuan,"Lampung, 26-12-1996",27,"Jalan Cikutra Barat No. 895
Mataram, PB 20801",20801,10,6,Cerai hidup,Buruh,PT Usada,+62 (0964) 709 9808,2,S1,3,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Sedang,Tinggi,17500000,9400000,390000000.0,0.2,40000000,160000000,10,30,6049825.63,75.0,kendaraan bermotor,74.69,Beresiko,Sangat Rendah,650,Buruk,"Pertimbangkan Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Penyederhanaan Kewajiban Keuangan, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang"
