debtor_nik,debtor_name,debtor_gender,debtor_birth_place,debtor_age,debtor_address,debtor_zip,debtor_rt,debtor_rw,debtor_marital_status,debtor_occupation,debtor_company,debtor_number,debtor_number_of_dependents,debtor_education_level,employment_year,residential_zone,criminality_level,violence_level,gangster_culture,monthly_income,monthly_expenses,asset_value,collateral_offered,loan_amount,interest_rate,tenor,monthly_payment,loan_purpose,loan_income_expenses_ratio,default_risk,ses,default_score,default_potential,solutions
1969295576748658,Cakrawala Sirait,laki-laki,"Sulawesi Barat, 21-12-1979",44,"Jl. Moch. Toha No. 281
Bitung, Banten 94133",94133,17,5,Cerai mati,Buruh,CV Namaga Tbk,+62-843-925-5639,4,SMA,0,Zona 9: zona daerah industri sub urban,Tingkat Kriminalitas Tinggi,Tingkat Kekerasan Rendah,Rendah,4000000,1900000,210000000.0,Yes,38100000,7,60,754425.66,Kebutuhan darurat,35.93,Sangat Baik,Rendah,325,Netral,"Cairkan aset untuk menutupi pinjaman, Penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan, Bantuan Keuangan Pemerintah"
4523069635340896,Leo Firgantoro,perempuan,"Sulawesi Utara, 23-12-1970",53,"Gg. Pasteur No. 73
Tebingtinggi, Kalimantan Timur 52025",52025,19,13,Cerai mati,Buruh,UD Hutapea (Persero) Tbk,+62 (785) 030-6529,5,SMA,11,Zona 9: zona daerah industri sub urban,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Sedang,Sedang,9500000,4500000,80000000.0,Yes,50000000,9,60,1037917.76,lainnya,20.76,Netral,Menengah,200,Baik,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Edukasi Keuangan Lanjutan"
6038352964044246,drg. Almira Narpati,perempuan,"Kalimantan Utara, 23-02-1994",29,"Gang Veteran No. 517
Bandar Lampung, BT 75722",75722,9,18,Cerai hidup,Pegawai Negeri,Perum Pudjiastuti Tbk,+62-042-739-4974,5,D4,1,Zona 9: zona daerah industri sub urban,Tingkat Kriminalitas Tinggi,Tingkat Kekerasan Rendah,Sedang,17500000,4600000,670000000.0,Yes,97900000,10,60,2080085.68,kredit Modal,16.12,Sangat Baik,Tinggi,50,Sangat Baik,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Pengelolaan Keuangan Lanjutan"
5253442536188267,Restu Santoso,perempuan,"Lampung, 07-10-1994",29,"Jalan Jayawijaya No. 8
Banjarbaru, Sulawesi Tenggara 26490",26490,12,1,Belum menikah,Pengusaha,PD Melani Tbk,+62 (192) 659 0347,3,S2,10,Zona 5: zona permukiman kelas tinggi,Wilayah Aman,Tingkat Kekerasan Sedang,Tidak ada,48500000,10900000,810000000.0,Yes,278600000,8,12,24234976.34,lainnya,64.45,Beresiko,Tinggi,400,Netral,"Pertimbangkan Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang, Pengelolaan Keuangan Lanjutan"
3651171248967102,"Ifa Usamah, S.Sos",perempuan,"Sulawesi Tengah, 11-11-1971",52,"Gg. Erlangga No. 228
Mataram, Jawa Tengah 27386",27386,6,17,Cerai mati,Profesional,PD Santoso (Persero) Tbk,+62 (020) 057 5469,0,SMA,2,Zona 3: zona permukiman kelas rendah,Tingkat Kriminalitas Tinggi,Tingkat Kekerasan Sedang,Rendah,3000000,1300000,140000000.0,No,18700000,6,48,439170.04,lainnya,25.83,Sangat Baik,Rendah,50,Sangat Baik,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Bantuan Keuangan Pemerintah"
8032869256239461,Tgk. Teguh Nainggolan,laki-laki,"Aceh, 03-10-1976",47,"Gg. Indragiri No. 11
Tarakan, Bali 59953",59953,20,6,Cerai hidup,Pengusaha,Perum Maulana Winarno Tbk,+62-926-576-9863,0,S2,7,Zona 1: zona PDK (CBD),Tingkat Kriminalitas Rendah,Tingkat Kekerasan Sedang,Tidak ada,90500000,20700000,210000000.0,Yes,522300000,10,18,31367812.89,pernikahan,44.94,Beresiko,Sangat Tinggi,425,Netral,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang"
3161801033634963,Faizah Pertiwi,laki-laki,"Kepulauan Bangka Belitung, 09-06-1981",42,"Gang Antapani Lama No. 9
Bitung, KR 58266",58266,15,7,Cerai mati,Pegawai Swasta,CV Pratama Tbk,+62-26-409-5189,1,S3,4,Zona 8: zona daerah permukiman sub urban,Tingkat Kriminalitas Tinggi,Tingkat Kekerasan Rendah,Sedang,20500000,11300000,310000000.0,No,111200000,12,54,2675091.98,Kebutuhan darurat,29.08,Baik,Sangat Rendah,200,Baik,"Pertimbangkan Cairkan aset untuk menutupi pinjaman, Penyusunan anggaran untuk kebutuhan mendesak"
4572274079353934,Kenzie Wibisono,perempuan,"Sulawesi Tengah, 25-02-1976",47,"Gang Gedebage Selatan No. 13
Padang, SU 85631",85631,5,18,Menikah,Profesional,Perum Maryati Tbk,+62-025-831-3237,3,SMA,10,Zona 9: zona daerah industri sub urban,Tingkat Kriminalitas Rendah,Tingkat Kekerasan Tinggi,Sedang,14500000,4500000,120000000.0,No,81000000,10,18,4864623.48,Kebutuhan darurat,48.65,Beresiko,Menengah,525,Buruk,"Penyusunan anggaran untuk kebutuhan mendesak, Penyederhanaan Kewajiban Keuangan, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang, Edukasi Keuangan Lanjutan"
8395238466507036,"Bakda Prasetyo, S.IP",laki-laki,"Kepulauan Bangka Belitung, 03-05-1990",33,"Gg. Merdeka No. 358
Padang Sidempuan, SN 52258",52258,16,7,Cerai mati,Pengusaha,UD Firmansyah Pratama (Persero) Tbk,+62 (0059) 391-8550,4,SMA,7,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Tinggi,Rendah,12500000,4000000,160000000.0,Yes,69000000,8,54,1525757.1,lainnya,17.95,Sangat Baik,Menengah,0,Sangat Baik,"Pertimbangkan Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Edukasi Keuangan Lanjutan"
9565699058334819,Kasiran Hidayat,laki-laki,"Sulawesi Tenggara, 04-02-1982",41,"Jl. Pelajar Pejuang No. 5
Bontang, Kalimantan Timur 10267",10267,8,1,Menikah,Pengusaha,UD Usamah,+62 (48) 261-8842,5,D4,2,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Tinggi,Rendah,10500000,2500000,280000000.0,Yes,58000000,12,54,1395281.79,lainnya,17.44,Sangat Baik,Menengah,50,Sangat Baik,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Edukasi Keuangan Lanjutan"
5417412254912753,Danu Kusumo,laki-laki,"Banten, 26-10-1979",44,"Gang Pelajar Pejuang No. 592
Metro, JA 67314",67314,7,7,Cerai hidup,Profesional,PD Rajata (Persero) Tbk,+62 (0461) 746-0910,1,S1,10,Zona 8: zona daerah permukiman sub urban,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Sedang,28500000,6500000,720000000.0,No,164000000,9,12,14342042.19,Kebutuhan darurat,65.19,Beresiko,Tinggi,550,Buruk,"Cairkan aset untuk menutupi pinjaman, Penyusunan anggaran untuk kebutuhan mendesak, Penyederhanaan Kewajiban Keuangan, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang, Pengelolaan Keuangan Lanjutan"
8488173316156458,"Kamila Sirait, S.Gz",laki-laki,"Kalimantan Tengah, 12-11-1963",60,"Gang W.R. Supratman No. 318
Solok, KS 41188",41188,11,20,Belum menikah,Pengusaha,CV Rahmawati,+62-737-756-0803,1,S2,8,Zona 8: zona daerah permukiman sub urban,Tingkat Kriminalitas Tinggi,Tingkat Kekerasan Rendah,Rendah,34500000,15800000,600000000.0,No,190700000,8,60,3866708.39,kredit pribadi,20.68,Baik,Tinggi,50,Sangat Baik,"Pertimbangkan Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Pengelolaan Keuangan Lanjutan"
8446432794618107,Luthfi Prastuti,perempuan,"Sumatera Selatan, 31-10-1978",45,"Jalan Raya Setiabudhi No. 1
Sorong, JA 72114",72114,20,1,Cerai mati,Profesional,PD Winarno,+62 (0598) 575 1987,1,D4,2,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Tinggi,Sedang,15500000,5700000,470000000.0,Yes,86800000,12,54,2088111.37,lainnya,21.31,Sangat Baik,Menengah,50,Sangat Baik,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Edukasi Keuangan Lanjutan"
8434624596645412,"KH. Lasmanto Januar, S.Farm",perempuan,"Aceh, 24-01-1966",57,"Gg. Bangka Raya No. 622
Banda Aceh, SR 70323",70323,16,8,Cerai mati,Buruh,PT Situmorang Mandala Tbk,+62 (950) 317-5407,4,SMA,0,Zona 2: zona grosir dan manufaktur,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Tinggi,Sedang,4000000,1700000,190000000.0,No,20300000,11,60,441371.19,kredit Modal,19.19,Sangat Baik,Rendah,100,Sangat Baik,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Bantuan Keuangan Pemerintah"
5988476809614093,"Cut Ghaliyati Prayoga, S.Ked",perempuan,"Sumatera Utara, 30-01-1963",60,"Jl. Kutisari Selatan No. 84
Blitar, Aceh 46350",46350,13,11,Menikah,Pengusaha,Perum Mayasari Hakim (Persero) Tbk,+62 (73) 050 6279,5,SMA,8,Zona 9: zona daerah industri sub urban,Tingkat Kriminalitas Rendah,Tingkat Kekerasan Rendah,Sedang,5000000,2400000,250000000.0,Yes,37600000,12,48,990152.21,pernikahan,38.08,Sangat Baik,Rendah,75,Sangat Baik,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Bantuan Keuangan Pemerintah"
5067488860654228,Abyasa Laksita,laki-laki,"Gorontalo, 29-06-1960",63,"Jl. Kutisari Selatan No. 96
Bogor, KU 02565",2565,10,10,Cerai hidup,Profesional,Perum Pratiwi Lazuardi,+62 (29) 476 7842,0,SMA,6,Zona 9: zona daerah industri sub urban,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Rendah,13500000,4400000,240000000.0,Yes,76600000,8,60,1553171.8,kredit Modal,17.07,Sangat Baik,Menengah,0,Sangat Baik,"Pertimbangkan Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Edukasi Keuangan Lanjutan"
6473513690482193,Tania Hidayat,laki-laki,"Kalimantan Tengah, 09-06-1999",24,"Jalan M.T Haryono No. 977
Tual, MA 49608",49608,9,16,Belum menikah,Pengusaha,PD Haryanto Marbun (Persero) Tbk,+62 (027) 930 9754,2,D4,4,Zona 9: zona daerah industri sub urban,Tingkat Kriminalitas Rendah,Tingkat Kekerasan Rendah,Rendah,13000000,6700000,90000000.0,Yes,70300000,8,48,1716228.44,Kebutuhan darurat,27.24,Netral,Sangat Rendah,350,Netral,"Berikan edukasi keuangan, Penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan"
6465095008797497,"dr. Gaiman Kuswandari, M.Kom.",laki-laki,"Sumatera Selatan, 09-04-1967",56,"Gang Setiabudhi No. 14
Tanjungpinang, Gorontalo 43342",43342,4,14,Cerai hidup,Profesional,PD Marbun Tbk,+62 (0027) 722 5085,5,SMA,11,Zona 9: zona daerah industri sub urban,Tingkat Kriminalitas Rendah,Tingkat Kekerasan Rendah,Rendah,6500000,2300000,90000000.0,No,34200000,9,12,2990840.51,Kebutuhan darurat,71.21,Beresiko,Rendah,650,Buruk,"Pertimbangkan Cairkan aset untuk menutupi pinjaman, Penyusunan anggaran untuk kebutuhan mendesak, Penyederhanaan Kewajiban Keuangan, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang, Bantuan Keuangan Pemerintah"
2629017280124445,Asmianto Waluyo,perempuan,"Nusa Tenggara Barat, 09-08-1973",50,"Jl. R.E Martadinata No. 00
Tegal, Sumatera Selatan 04570",4570,7,6,Cerai mati,Pegawai Negeri,UD Nasyiah,+62-0727-563-4945,0,S2,2,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Rendah,19500000,10900000,550000000.0,Yes,106100000,12,42,3106143.92,kredit pribadi,36.12,Sangat Baik,Sangat Rendah,125,Baik,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak"
8262783718305184,Drs. Anastasia Wibowo,laki-laki,"Jawa Timur, 13-01-1977",46,"Jl. Pasteur No. 30
Meulaboh, ST 76986",76986,10,2,Belum menikah,Buruh,UD Situmorang,+62 (0184) 599 2651,3,SMA,10,Zona 9: zona daerah industri sub urban,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Rendah,6000000,3000000,80000000.0,No,31500000,8,60,638706.42,Kebutuhan darurat,21.29,Baik,Rendah,200,Baik,"Pertimbangkan Cairkan aset untuk menutupi pinjaman, Penyusunan anggaran untuk kebutuhan mendesak, Bantuan Keuangan Pemerintah"
9307141457053485,Hj. Jane Padmasari,perempuan,"Sumatera Barat, 10-03-1969",54,"Jl. HOS. Cokroaminoto No. 77
Metro, BE 74342",74342,8,20,Menikah,Pegawai Swasta,Perum Utama Hidayat,+62-019-163-8490,0,SMA,15,Zona 7: zona daerah luar PDK,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Sedang,Rendah,11500000,2800000,230000000.0,Yes,66200000,6,30,2381804.4,kredit pribadi,27.38,Baik,Menengah,50,Sangat Baik,"Pertimbangkan Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Edukasi Keuangan Lanjutan"
2955603028672876,"R. Patricia Purwanti, S.E.",perempuan,"Jawa Timur, 04-10-1996",27,"Jalan Kebonjati No. 20
Sibolga, KS 70324",70324,3,19,Menikah,Pengusaha,UD Maulana,+62 (921) 464 3397,0,S1,19,Zona 8: zona daerah permukiman sub urban,Tingkat Kriminalitas Tinggi,Tingkat Kekerasan Sedang,Rendah,31000000,16300000,670000000.0,No,169700000,10,60,3605623.49,kredit pribadi,24.53,Baik,Sangat Rendah,50,Sangat Baik,"Pertimbangkan Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak"
3206702812227928,Carla Nainggolan,perempuan,"Papua, 20-01-1978",45,"Gang Pacuan Kuda No. 43
Pekalongan, SN 26754",26754,19,10,Menikah,Profesional,CV Simbolon Tbk,+62 (0119) 879-5240,4,D4,7,Zona 8: zona daerah permukiman sub urban,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Sedang,29500000,11900000,500000000.0,No,163100000,11,54,3842878.59,lainnya,21.83,Baik,Tinggi,50,Sangat Baik,"Pertimbangkan Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Pengelolaan Keuangan Lanjutan"
4995747208137982,Bakiman Mansur,laki-laki,"Kalimantan Utara, 24-10-1961",62,"Jl. Suniaraja No. 48
Bekasi, Kalimantan Utara 06028",6028,11,19,Cerai hidup,Buruh,CV Wacana,+62 (073) 761 8133,0,S2,8,Zona 1: zona PDK (CBD),Tingkat Kriminalitas Rendah,Tingkat Kekerasan Rendah,Tidak ada,81500000,35400000,930000000.0,No,453600000,11,42,13060895.56,lainnya,28.33,Baik,Sangat Tinggi,50,Sangat Baik,"Pertimbangkan Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak"
7179161917993251,"Cengkal Hidayanto, S.I.Kom",laki-laki,"Kalimantan Tengah, 21-12-1961",62,"Gang Soekarno Hatta No. 926
Kediri, DKI Jakarta 44059",44059,14,4,Cerai mati,Pengusaha,UD Adriansyah (Persero) Tbk,+62 (23) 291-2009,2,S2,6,Zona 5: zona permukiman kelas tinggi,Wilayah Aman,Tingkat Kekerasan Rendah,Tidak ada,44000000,11900000,400000000.0,No,251100000,7,6,42708578.86,kredit Modal,133.05,Sangat Beresiko,Tinggi,700,Buruk,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Rencana Pembayaran yang Dapat Dikelola, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang, Pengelolaan Keuangan Lanjutan"
1822108792428241,KH. Warta Fujiati,perempuan,"Banten, 16-04-1972",51,"Gang Joyoboyo No. 4
Sorong, Aceh 45351",45351,10,16,Cerai hidup,Buruh,PD Santoso Narpati,+62-039-748-8533,2,D4,9,Zona 8: zona daerah permukiman sub urban,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Tinggi,Rendah,21000000,10000000,250000000.0,No,115000000,6,54,2435338.97,Kebutuhan darurat,22.14,Baik,Tinggi,200,Baik,"Pertimbangkan Cairkan aset untuk menutupi pinjaman, Penyusunan anggaran untuk kebutuhan mendesak, Pengelolaan Keuangan Lanjutan"
2101777454653028,Wirda Narpati,perempuan,"Kepulauan Riau, 09-02-1970",53,"Gang Kiaracondong No. 3
Malang, Kepulauan Riau 25001",25001,16,14,Menikah,Pegawai Swasta,UD Anggriawan Mustofa (Persero) Tbk,+62 (86) 169-8401,4,SMA,5,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Rendah,7500000,3400000,280000000.0,No,39600000,11,42,1140236.91,Kebutuhan darurat,27.81,Sangat Baik,Rendah,150,Baik,"Cairkan aset untuk menutupi pinjaman, Penyusunan anggaran untuk kebutuhan mendesak, Bantuan Keuangan Pemerintah"
9870356610868658,Zulaikha Wacana,perempuan,"Sumatera Barat, 03-07-1977",46,"Gang Sukajadi No. 6
Bima, Aceh 30658",30658,17,17,Menikah,Buruh,PD Irawan Tbk,+62 (0826) 980-2499,3,SD,7,Zona 9: zona daerah industri sub urban,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Sedang,Sedang,8000000,4100000,200000000.0,Yes,42400000,11,60,921878.74,kredit Modal,23.64,Baik,Tidak Diketahui,50,Sangat Baik,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak"
9702980208060733,H. Taufik Laksmiwati,laki-laki,"Kalimantan Tengah, 21-06-1989",34,"Jl. Sadang Serang No. 6
Bandar Lampung, MA 70494",70494,9,3,Cerai hidup,Profesional,Perum Palastri Putra Tbk,+62 (004) 326 2057,3,S2,4,Zona 8: zona daerah permukiman sub urban,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Sedang,Rendah,22500000,13400000,680000000.0,Yes,120100000,11,36,3931919.93,kredit pribadi,43.21,Baik,Sangat Rendah,125,Baik,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak"
8571323203193285,"Mulya Fujiati, M.TI.",perempuan,"Jawa Tengah, 01-07-1973",50,"Gg. Sukabumi No. 09
Banjar, Aceh 43488",43488,19,10,Cerai hidup,Pengusaha,Perum Padmasari Tbk,+62 (251) 455-8031,3,SMA,6,Zona 7: zona daerah luar PDK,Tingkat Kriminalitas Rendah,Tingkat Kekerasan Rendah,Rendah,11500000,6600000,210000000.0,No,60900000,8,36,1908384.66,lainnya,38.95,Baik,Sangat Rendah,125,Baik,"Pertimbangkan Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak"
2464636870946327,"T. Liman Namaga, S.Psi",perempuan,"Kepulauan Bangka Belitung, 15-03-1988",35,"Gg. Waringin No. 080
Singkawang, Kalimantan Utara 55523",55523,16,10,Menikah,Pengusaha,PD Padmasari Firmansyah,+62-075-007-6890,4,SMP,0,Zona 2: zona grosir dan manufaktur,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Rendah,4500000,1000000,250000000.0,No,39000000,9,60,809575.85,pernikahan,23.13,Sangat Baik,Tidak Diketahui,100,Sangat Baik,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak"
1422460184695228,"Hairyanto Megantara, S.Ked",laki-laki,"Jambi, 20-02-1983",40,"Jl. Ciwastra No. 23
Tanjungbalai, Nusa Tenggara Timur 63052",63052,15,3,Belum menikah,Pengusaha,CV Hassanah Tbk,+62-011-302-4092,0,D4,11,Zona 8: zona daerah permukiman sub urban,Tingkat Kriminalitas Rendah,Tingkat Kekerasan Rendah,Rendah,53000000,22300000,350000000.0,No,295700000,7,42,7958529.19,kredit pribadi,25.92,Netral,Sangat Tinggi,250,Baik,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan"
7315275151886420,Harsana Mandala,perempuan,"Riau, 19-05-1981",42,"Jl. Lembong No. 477
Singkawang, Jambi 76379",76379,14,13,Cerai mati,Pegawai Negeri,PD Oktaviani (Persero) Tbk,+62-96-750-1587,2,S1,8,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Tinggi,20000000,5700000,490000000.0,No,113300000,11,6,19493780.24,kredit pribadi,136.32,Sangat Beresiko,Menengah,650,Buruk,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Penyederhanaan Kewajiban Keuangan, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang, Edukasi Keuangan Lanjutan"
7666363969432016,"KH. Tirtayasa Laksita, S.IP",perempuan,"Jambi, 29-03-1963",60,"Gg. Raya Ujungberung No. 583
Samarinda, BE 00498",498,18,18,Belum menikah,Pegawai Negeri,PT Nugroho Wibowo,+62 (436) 300 4829,0,SMA,8,Zona 7: zona daerah luar PDK,Tingkat Kriminalitas Tinggi,Tingkat Kekerasan Rendah,Sedang,6000000,3500000,190000000.0,No,32500000,6,36,988712.97,Kebutuhan darurat,39.55,Sangat Baik,Sangat Rendah,225,Baik,"Cairkan aset untuk menutupi pinjaman, Penyusunan anggaran untuk kebutuhan mendesak"
8744601866332192,Puti Maida Nababan,perempuan,"Nusa Tenggara Barat, 06-08-1985",38,"Gang Ir. H. Djuanda No. 3
Bima, Jambi 32819",32819,14,3,Cerai mati,Buruh,PD Ardianto Hariyah,+62 (0233) 924-6091,2,SMA,15,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Tinggi,Rendah,10000000,5100000,260000000.0,Yes,53900000,12,48,1419393.73,Kebutuhan darurat,28.97,Baik,Sangat Rendah,200,Baik,"Cairkan aset untuk menutupi pinjaman, Penyusunan anggaran untuk kebutuhan mendesak"
5253301757552930,Sutan Vero Nainggolan,perempuan,"Sumatera Selatan, 17-06-1961",62,"Gg. Yos Sudarso No. 974
Binjai, Kepulauan Bangka Belitung 37770",37770,16,6,Menikah,Buruh,PT Melani,+62-96-426-5154,2,SMA,11,Zona 9: zona daerah industri sub urban,Tingkat Kriminalitas Rendah,Tingkat Kekerasan Tinggi,Rendah,10000000,2900000,230000000.0,Yes,56100000,8,12,4880050.87,kredit pribadi,68.73,Beresiko,Menengah,400,Netral,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang, Edukasi Keuangan Lanjutan"
6042617802662798,Kajen Namaga,laki-laki,"Kepulauan Bangka Belitung, 04-11-1980",43,"Gg. Ir. H. Djuanda No. 5
Yogyakarta, MU 24613",24613,15,3,Cerai mati,Pengusaha,UD Rajata Maulana,+62 (30) 446 1800,5,SMA,6,Zona 7: zona daerah luar PDK,Tingkat Kriminalitas Tinggi,Tingkat Kekerasan Sedang,Rendah,11500000,2400000,120000000.0,Yes,64100000,8,18,3790893.14,kredit Modal,41.66,Beresiko,Menengah,375,Netral,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang, Edukasi Keuangan Lanjutan"
3403688612028139,Lukita Permata,laki-laki,"Papua, 28-03-1984",39,"Gang Abdul Muis No. 69
Madiun, Sulawesi Selatan 45353",45353,20,8,Cerai hidup,Pengusaha,PD Sitompul Kuswandari,+62-04-318-3860,0,S2,6,Zona 5: zona permukiman kelas tinggi,Wilayah Aman,Tingkat Kekerasan Sedang,Tidak ada,67500000,20200000,760000000.0,No,384800000,11,6,66206589.9,kredit Modal,139.97,Sangat Beresiko,Sangat Tinggi,700,Buruk,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Rencana Pembayaran yang Dapat Dikelola, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang"
6760565402016183,Yulia Samosir,perempuan,"Kalimantan Barat, 30-07-1998",25,"Gang Monginsidi No. 6
Banjar, Kalimantan Barat 62770",62770,13,14,Menikah,Pegawai Swasta,Perum Nasyiah Sudiati (Persero) Tbk,+62 (067) 542-2776,4,SMA,0,Zona 3: zona permukiman kelas rendah,Tingkat Kriminalitas Tinggi,Tingkat Kekerasan Rendah,Sedang,2500000,1300000,110000000.0,No,18700000,9,48,465350.29,lainnya,38.78,Sangat Baik,Sangat Rendah,175,Baik,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak"
1785826791508377,"Ir. Mariadi Wibowo, S.Sos",perempuan,"Kalimantan Barat, 17-06-1970",53,"Gg. Rumah Sakit No. 335
Manado, Maluku Utara 89976",89976,19,18,Cerai hidup,Pegawai Negeri,Perum Riyanti Wulandari,+62 (058) 440-5671,1,D3,0,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Rendah,9000000,5000000,350000000.0,No,48500000,9,42,1350459.1,lainnya,33.76,Sangat Baik,Sangat Rendah,175,Baik,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak"
7450415959027514,Amelia Yulianti,perempuan,"Riau, 24-10-1965",58,"Gang Dipatiukur No. 2
Banjarmasin, SU 30182",30182,8,8,Cerai mati,Pegawai Swasta,PT Hutapea,+62 (64) 082-7948,0,SMP,10,Zona 9: zona daerah industri sub urban,Tingkat Kriminalitas Tinggi,Tingkat Kekerasan Rendah,Sedang,13500000,6800000,130000000.0,No,74200000,6,60,1434493.87,pernikahan,21.41,Netral,Tidak Diketahui,200,Baik,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak"
7609985406011254,Eman Handayani,laki-laki,"Nusa Tenggara Barat, 15-06-1976",47,"Gang Rajawali Barat No. 4
Depok, Jambi 20444",20444,5,10,Menikah,Profesional,PD Winarsih Kuswandari,+62-190-629-8972,5,SMA,11,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Sedang,Rendah,18000000,8800000,80000000.0,No,96700000,12,48,2546481.89,kredit Modal,27.68,Netral,Tinggi,250,Baik,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan, Pengelolaan Keuangan Lanjutan"
