collector_ID,collector_gender,collector_age,collector_age_class,collector_location,collector_province,collector_island,collector_monthly_income,collector_occupation,collector_marital_status,collector_ses,collector_education_level,collector_vehicle,collector_style,collector_workplace,negotiation_skills,proficient_technology_use,flexible_work,communication_channel,responsive_rate,collector_personality,communication_time,working_time,working_time_range,debtor_feedback,year_experience,experience_level,success_rate,handled_case_category,handled_case_count,negotiation_result,debtor_behavior,demography_class
W7229,Laki-laki,38,Dewasa,"Gang Rajiman, RT 5/RW 13, Maluku, Kode Pos: 15915",Maluku,Papua,6620335,Pegawai Negeri,Menikah,C,D3,Motor,Ramah,Meja,Buruk,Baik,Tidak Fleksibel,Chat WA,48.46148276202433,Ramah,2023-10-10 15:05:20,Malam-Pagi,20:00-08:00,Buruk,1,Pemula,12,Pinjaman Bisnis,17,Pembebasan jaminan atau denda,Disiplin,Rusun
q5673,Perempuan,48,Dewasa,"Jl. Veteran, RT 23/RW 16, DKI Jakarta, Kode Pos: 14287",DKI Jakarta,Jawa,3260791,Buruh,Menikah,E,SMA,Motor,Kasar,Meja,Buruk,Cukup Baik,Kurang Fleksibel,Email,67.5258420476631,Kasar,2023-05-20 08:38:24,Siang-Malam,12:00-20:00,Baik,16,Cukup Berpengalaman,52,Pinjaman Pribadi,318,Rencana pembayaran alternatif,Kabur,Rusun
C0710,Laki-laki,64,Muda,"Gg. Asia Afrika, RT 25/RW 14, DI Yogyakarta, Kode Pos: 16167",DI Yogyakarta,Jawa,8837000,Pegawai Swasta,Cerai Mati,B,D3,Motor,Tegas,Meja,Cukup Baik,Baik,Kurang Fleksibel,Telepon,61.420870115432564,Tegas,2023-08-16 05:47:40,Siang-Malam,12:00-20:00,Baik,48,Sangat Berpengalaman,100,Kredit Kendaraan,959,Keringanan utang,Kabur,Pemukiman Padat Penduduk
l7632,Laki-laki,44,Dewasa,"Jalan Waringin, RT 22/RW 2, Kalimantan Timur, Kode Pos: 96008",Kalimantan Timur,Kalimantan,9805315,Pengusaha,Menikah,B,S2,Motor,Ramah,Lapangan,Buruk,k,Kurang Fleksibel,Email,68.87203151118885,Ramah,2023-09-13 16:11:15,Malam-Pagi,20:00-08:00,Buruk,-3,Pemula,4,Pinjaman Pribadi,0,Perpanjangan waktu pembayaran,Disiplin,Perumahan
h1062,Laki-laki,43,Muda,"Jl. Stasiun Wonokromo, RT 25/RW 10, DKI Jakarta, Kode Pos: 88827",DKI Jakarta,Jawa,7700305,Professional,Cerai Hidup,C,S2,Motor,Bijaksana,Lapangan,Buruk,k,Fleksibel,Email,95.04759641264714,Bijaksana,2023-01-14 15:18:35,Pagi-Sore,08:00-16:00,Baik,11,Sangat Berpengalaman,32,Kredit Kendaraan,221,Perpanjangan waktu pembayaran,Kabur,Perumahan
w9691,Perempuan,45,Dewasa,"Gang Kebonjati, RT 25/RW 20, Sumatera Barat, Kode Pos: 01319",Sumatera Barat,Sumatera,12420111,Professional,Cerai Hidup,A,S2,Mobil,Bijaksana,Meja,Cukup Baik,i,Fleksibel,Telepon,93.12617014853791,Bijaksana,2023-05-02 15:16:42,Malam-Pagi,20:00-08:00,Buruk,-10,Pemula,0,Pinjaman Bisnis,0,Rencana pembayaran alternatif,Disiplin,Perumahan
N2727,Laki-laki,48,Muda,"Gg. Cikutra Timur, RT 20/RW 20, Bengkulu, Kode Pos: 23153",Bengkulu,Sumatera,15588753,Professional,Menikah,A,S2,Mobil,Ramah,Lapangan,Baik,k,Fleksibel,Chat WA,89.40542930117704,Ramah,2023-05-27 21:59:40,Malam-Pagi,20:00-08:00,Baik,26,Sangat Berpengalaman,52,Kredit Kendaraan,520,Pembayaran sejumlah besar sekaligus,Kabur,Pemukiman Padat Penduduk
S4648,Laki-laki,58,Tua,"Gg. Jamika, RT 16/RW 11, Sulawesi Utara, Kode Pos: 84842",Sulawesi Utara,Sulawesi,7061353,Professional,Menikah,C,S1,Motor,Bijaksana,Lapangan,Buruk,B,Tidak Fleksibel,Telepon,52.00589769744531,Bijaksana,2023-12-20 06:24:22,Pagi-Sore,08:00-16:00,Baik,9,Cukup Berpengalaman,18,Pinjaman Bisnis,179,Pembayaran sejumlah besar sekaligus,Kabur,Pemukiman Padat Penduduk
O2131,Perempuan,47,Dewasa,"Jl. M.T Haryono, RT 4/RW 5, Nusa Tenggara Timur, Kode Pos: 38473",Nusa Tenggara Timur,Bali,5737895,Pegawai Swasta,Menikah,D,SMA,Motor,Kasar,Meja,Cukup Baik,Cukup Baik,Tidak Fleksibel,SMS,46.59081965384317,Kasar,2023-08-22 03:09:02,Siang-Malam,12:00-20:00,Cukup,-6,Pemula,8,Pinjaman Pribadi,0,Keringanan utang,Disiplin,Rusun
X4349,Laki-laki,37,Dewasa,"Jl. Kendalsari, RT 10/RW 1, Sulawesi Tenggara, Kode Pos: 82031",Sulawesi Tenggara,Sulawesi,6559217,Pengusaha,Menikah,C,S2,Motor,Tegas,Lapangan,Baik,i,Tidak Fleksibel,SMS,46.46177786910976,Tegas,2023-12-20 10:24:54,Malam-Pagi,20:00-08:00,Buruk,0,Pemula,20,Kredit Kendaraan,0,Keringanan utang,Disiplin,Pemukiman Padat Penduduk
H3290,Perempuan,35,Dewasa,"Gang Dipenogoro, RT 25/RW 11, Bali, Kode Pos: 77465",Bali,Bali,4497362,Buruh,Menikah,D,SMA,Motor,Kasar,Meja,Buruk,Cukup Baik,Fleksibel,Email,83.68903062585939,Kasar,2023-03-16 20:20:15,Pagi-Sore,08:00-16:00,Cukup,6,Pemula,22,Pinjaman Pribadi,120,Perpanjangan waktu pembayaran,Disiplin,Perumahan
W6381,Laki-laki,42,Dewasa,"Jl. Tubagus Ismail, RT 16/RW 14, Jawa Tengah, Kode Pos: 90079",Jawa Tengah,Jawa,6399656,Pegawai Swasta,Cerai Mati,C,SMA,Motor,Tegas,Lapangan,Baik,Cukup Baik,Tidak Fleksibel,Telepon,40.01480891128984,Tegas,2023-05-18 01:51:54,Malam-Pagi,20:00-08:00,Buruk,13,Cukup Berpengalaman,26,Kredit Kendaraan,257,Pembayaran sejumlah besar sekaligus,Gagal Bayar,Pemukiman Padat Penduduk
z9230,Perempuan,50,Muda,"Gg. Ciumbuleuit, RT 2/RW 1, Sumatera Utara, Kode Pos: 31194",Sumatera Utara,Sumatera,4961665,Pegawai Swasta,Menikah,D,SMA,Motor,Kasar,Meja,Baik,Buruk,Kurang Fleksibel,SMS,62.20671446184879,Kasar,2023-03-21 06:59:39,Malam-Pagi,20:00-08:00,Buruk,32,Sangat Berpengalaman,84,Pinjaman Pribadi,637,Rencana pembayaran alternatif,Kabur,Pemukiman Padat Penduduk
F5915,Laki-laki,37,Dewasa,"Jl. Dipenogoro, RT 25/RW 17, Kalimantan Tengah, Kode Pos: 02743",Kalimantan Tengah,Kalimantan,7826824,Pegawai Negeri,Menikah,C,D3,Motor,Ramah,Lapangan,Buruk,Cukup Baik,Tidak Fleksibel,Chat WA,42.3969337475078,Ramah,2023-08-17 09:46:43,Siang-Malam,12:00-20:00,Baik,15,Cukup Berpengalaman,40,Pinjaman Bisnis,298,Pembebasan jaminan atau denda,Kabur,Rusun
R1469,Laki-laki,62,Muda,"Gg. Raya Setiabudhi, RT 5/RW 2, Sulawesi Utara, Kode Pos: 56217",Sulawesi Utara,Sulawesi,5900337,Pengusaha,Menikah,D,S1,Motor,Tegas,Lapangan,Cukup Baik,i,Kurang Fleksibel,Telepon,69.30025169123961,Tegas,2023-06-04 08:45:06,Pagi-Sore,08:00-16:00,Cukup,19,Sangat Berpengalaman,48,Pinjaman Bisnis,381,Pembebasan jaminan atau denda,Kabur,Pemukiman Padat Penduduk
c1521,Laki-laki,45,Muda,"Jalan Suryakencana, RT 16/RW 1, Aceh, Kode Pos: 11259",Aceh,Sumatera,5617426,Pegawai Negeri,Menikah,D,D3,Motor,Tegas,Meja,Baik,Baik,Kurang Fleksibel,Email,60.31273312636214,Tegas,2023-09-26 19:40:45,Siang-Malam,12:00-20:00,Cukup,29,Sangat Berpengalaman,78,Pinjaman Pribadi,578,Keringanan utang,Kabur,Pemukiman Padat Penduduk
Y6769,Laki-laki,32,Muda,"Gang Wonoayu, RT 11/RW 14, Jambi, Kode Pos: 10296",Jambi,Sumatera,4261371,Pegawai Negeri,Menikah,D,D3,Motor,Tegas,Lapangan,Buruk,Cukup Baik,Kurang Fleksibel,Telepon,62.93968796016452,Tegas,2023-09-21 16:00:26,Pagi-Sore,08:00-16:00,Baik,31,Sangat Berpengalaman,62,Pinjaman Pribadi,619,Pembayaran sejumlah besar sekaligus,Kabur,Rusun
c8639,Perempuan,51,Tua,"Jl. Pacuan Kuda, RT 17/RW 9, Aceh, Kode Pos: 20355",Aceh,Sumatera,6440871,Buruh,Cerai Hidup,C,SMA,Motor,Kasar,Meja,Cukup Baik,Buruk,Kurang Fleksibel,SMS,69.82978573888602,Kasar,2023-08-09 23:17:21,Siang-Malam,12:00-20:00,Cukup,6,Cukup Berpengalaman,32,Pinjaman Bisnis,120,Keringanan utang,Disiplin,Rusun
N3836,Perempuan,53,Muda,"Gang W.R. Supratman, RT 14/RW 1, Bali, Kode Pos: 54967",Bali,Bali,5761465,Pengusaha,Cerai Mati,D,S2,Motor,Tegas,Meja,Buruk,a,Kurang Fleksibel,Telepon,71.85938625555617,Tegas,2023-11-07 06:15:09,Siang-Malam,12:00-20:00,Cukup,31,Sangat Berpengalaman,72,Pinjaman Pribadi,618,Perpanjangan waktu pembayaran,Kabur,Rusun
t1427,Laki-laki,38,Dewasa,"Gang Sadang Serang, RT 4/RW 11, Kalimantan Timur, Kode Pos: 00868",Kalimantan Timur,Kalimantan,5791245,Pegawai Swasta,Cerai Mati,D,SMA,Motor,Kasar,Lapangan,Buruk,Buruk,Fleksibel,SMS,96.27052975583233,Kasar,2023-11-22 20:19:42,Siang-Malam,12:00-20:00,Buruk,3,Cukup Berpengalaman,16,Pinjaman Bisnis,58,Perpanjangan waktu pembayaran,Disiplin,Perumahan
c5243,Laki-laki,41,Dewasa,"Gg. Peta, RT 1/RW 18, Nusa Tenggara Timur, Kode Pos: 85806",Nusa Tenggara Timur,Bali,2117032,Pegawai Swasta,Menikah,E,SMA,Tidak Ada Kendaraan,Ramah,Lapangan,Buruk,Buruk,Kurang Fleksibel,Chat WA,60.177247835783376,Ramah,2023-03-12 05:39:02,Pagi-Sore,08:00-16:00,Buruk,3,Pemula,16,Kredit Kendaraan,61,Perpanjangan waktu pembayaran,Disiplin,Perumahan
W4412,Laki-laki,44,Dewasa,"Jalan K.H. Wahid Hasyim, RT 3/RW 2, Jawa Tengah, Kode Pos: 18953",Jawa Tengah,Jawa,9938380,Pengusaha,Menikah,B,S2,Motor,Tegas,Lapangan,Cukup Baik,i,Tidak Fleksibel,Telepon,52.89487794688959,Tegas,2023-11-21 01:03:56,Pagi-Sore,08:00-16:00,Buruk,-9,Pemula,-8,Pinjaman Pribadi,0,Pembebasan jaminan atau denda,Disiplin,Perumahan
b4327,Laki-laki,28,Muda,"Jl. Surapati, RT 16/RW 3, Papua, Kode Pos: 07967",Papua,Papua,9088862,Professional,Cerai Hidup,B,S2,Motor,Bijaksana,Lapangan,Buruk,B,Kurang Fleksibel,Telepon,60.818506030026214,Bijaksana,2023-11-16 21:29:18,Siang-Malam,12:00-20:00,Baik,5,Cukup Berpengalaman,10,Pinjaman Pribadi,100,Pembayaran sejumlah besar sekaligus,Kabur,Apartemen
p2937,Laki-laki,55,Dewasa,"Jalan Setiabudhi, RT 11/RW 17, Papua, Kode Pos: 48447",Papua,Papua,11961769,Pengusaha,Menikah,A,S2,Mobil,Tegas,Lapangan,Cukup Baik,k,Tidak Fleksibel,SMS,50.720717367939756,Tegas,2023-09-07 00:31:08,Pagi-Sore,08:00-16:00,Buruk,0,Pemula,10,Pinjaman Bisnis,0,Pembebasan jaminan atau denda,Disiplin,Pemukiman Padat Penduduk
t0532,Laki-laki,60,Muda,"Jalan Astana Anyar, RT 16/RW 13, Gorontalo, Kode Pos: 07439",Gorontalo,Sulawesi,2617737,Buruh,Belum Menikah,E,SMA,Tidak Ada Kendaraan,Kasar,Lapangan,Buruk,Buruk,Fleksibel,Telepon,85.67155782908726,Kasar,2023-08-02 03:14:56,Siang-Malam,12:00-20:00,Baik,11,Sangat Berpengalaman,32,Kredit Kendaraan,219,Perpanjangan waktu pembayaran,Kabur,Pemukiman Padat Penduduk
b4834,Perempuan,49,Muda,"Jl. Otto Iskandardinata, RT 11/RW 11, Kepulauan Riau, Kode Pos: 92505",Kepulauan Riau,Sumatera,5191031,Buruh,Menikah,D,SMA,Motor,Kasar,Meja,Buruk,Buruk,Kurang Fleksibel,SMS,74.06540855408392,Kasar,2023-11-20 03:10:18,Siang-Malam,12:00-20:00,Cukup,15,Sangat Berpengalaman,50,Pinjaman Bisnis,296,Keringanan utang,Gagal Bayar,Rusun
k3187,Laki-laki,65,Muda,"Gang Cihampelas, RT 18/RW 5, Riau, Kode Pos: 12168",Riau,Sumatera,8946502,Pengusaha,Menikah,B,S2,Motor,Tegas,Lapangan,Buruk,B,Kurang Fleksibel,SMS,79.89315636265698,Tegas,2023-07-28 09:54:18,Pagi-Sore,08:00-16:00,Baik,25,Sangat Berpengalaman,70,Kredit Kendaraan,501,Rencana pembayaran alternatif,Kabur,Pemukiman Padat Penduduk
U6754,Laki-laki,60,Muda,"Gg. Pasirkoja, RT 1/RW 16, Jambi, Kode Pos: 25417",Jambi,Sumatera,3818975,Buruh,Cerai Hidup,E,SMA,Motor,Kasar,Lapangan,Buruk,Buruk,Tidak Fleksibel,SMS,53.97049562440928,Kasar,2023-07-07 20:00:42,Siang-Malam,12:00-20:00,Cukup,10,Sangat Berpengalaman,30,Kredit Kendaraan,201,Perpanjangan waktu pembayaran,Disiplin,Pemukiman Padat Penduduk
o5780,Laki-laki,45,Muda,"Jl. Moch. Toha, RT 2/RW 17, Sulawesi Tenggara, Kode Pos: 01147",Sulawesi Tenggara,Sulawesi,8752263,Buruh,Belum Menikah,B,SMA,Motor,Kasar,Lapangan,Baik,Buruk,Tidak Fleksibel,Email,48.47392378580412,Kasar,2023-06-06 16:24:38,Malam-Pagi,20:00-08:00,Buruk,17,Sangat Berpengalaman,34,Kredit Kendaraan,340,Pembayaran sejumlah besar sekaligus,Kabur,Pemukiman Padat Penduduk
H0657,Laki-laki,53,Tua,"Gg. Cikutra Barat, RT 3/RW 8, Kalimantan Tengah, Kode Pos: 66884",Kalimantan Tengah,Kalimantan,11877175,Professional,Cerai Hidup,A,S2,Mobil,Bijaksana,Lapangan,Cukup Baik,i,Tidak Fleksibel,SMS,43.071729474329636,Bijaksana,2023-10-20 23:35:14,Pagi-Sore,08:00-16:00,Buruk,-5,Pemula,-10,Pinjaman Pribadi,0,Pembayaran sejumlah besar sekaligus,Disiplin,Rusun
O4667,Perempuan,29,Muda,"Jl. Astana Anyar, RT 24/RW 8, Riau, Kode Pos: 70587",Riau,Sumatera,4833116,Professional,Menikah,D,S2,Motor,Bijaksana,Meja,Baik,B,Kurang Fleksibel,Email,71.66373687788418,Bijaksana,2023-01-25 02:03:45,Siang-Malam,12:00-20:00,Cukup,2,Pemula,24,Kredit Kendaraan,40,Keringanan utang,Disiplin,Pemukiman Padat Penduduk
F6855,Perempuan,35,Dewasa,"Jalan Rajiman, RT 25/RW 20, Banten, Kode Pos: 44910",Banten,Jawa,5834364,Buruh,Cerai Mati,D,SMA,Motor,Kasar,Meja,Cukup Baik,Buruk,Tidak Fleksibel,Telepon,58.65047078625126,Kasar,2023-04-25 00:05:37,Siang-Malam,12:00-20:00,Cukup,7,Cukup Berpengalaman,24,Kredit Kendaraan,139,Perpanjangan waktu pembayaran,Disiplin,Perumahan
e8739,Perempuan,30,Muda,"Gg. H.J Maemunah, RT 16/RW 3, Jawa Timur, Kode Pos: 45389",Jawa Timur,Jawa,9071509,Professional,Menikah,B,S2,Motor,Bijaksana,Meja,Buruk,k,Kurang Fleksibel,Telepon,64.27548418410872,Bijaksana,2023-10-10 16:35:55,Malam-Pagi,20:00-08:00,Cukup,22,Sangat Berpengalaman,64,Pinjaman Pribadi,439,Keringanan utang,Kabur,Apartemen
Q1925,Laki-laki,63,Muda,"Gang Stasiun Wonokromo, RT 12/RW 19, Gorontalo, Kode Pos: 40016",Gorontalo,Sulawesi,5445646,Buruh,Belum Menikah,D,SMA,Motor,Kasar,Lapangan,Baik,Cukup Baik,Tidak Fleksibel,SMS,42.231647758610094,Kasar,2023-09-09 22:18:50,Pagi-Sore,08:00-16:00,Buruk,22,Sangat Berpengalaman,54,Pinjaman Bisnis,443,Pembebasan jaminan atau denda,Kabur,Pemukiman Padat Penduduk
q1560,Laki-laki,39,Muda,"Gang Kutisari Selatan, RT 15/RW 12, Papua, Kode Pos: 87057",Papua,Papua,7201464,Professional,Belum Menikah,C,S1,Motor,Ramah,Lapangan,Cukup Baik,i,Tidak Fleksibel,Chat WA,46.64125860892494,Ramah,2023-04-26 20:54:35,Pagi-Sore,08:00-16:00,Cukup,14,Sangat Berpengalaman,28,Pinjaman Bisnis,281,Pembayaran sejumlah besar sekaligus,Gagal Bayar,Perumahan
E1419,Perempuan,61,Tua,"Gang Kutisari Selatan, RT 9/RW 20, Kalimantan Barat, Kode Pos: 92472",Kalimantan Barat,Kalimantan,3124858,Professional,Belum Menikah,E,S1,Motor,Bijaksana,Meja,Baik,B,Kurang Fleksibel,Telepon,60.781639302693655,Bijaksana,2023-04-25 07:43:19,Malam-Pagi,20:00-08:00,Baik,8,Cukup Berpengalaman,26,Kredit Kendaraan,160,Pembebasan jaminan atau denda,Kabur,Pemukiman Padat Penduduk
t7387,Perempuan,45,Muda,"Gg. Rajawali Timur, RT 6/RW 7, Kalimantan Utara, Kode Pos: 14399",Kalimantan Utara,Kalimantan,3649172,Pegawai Swasta,Menikah,E,D3,Motor,Tegas,Meja,Cukup Baik,Baik,Fleksibel,Telepon,89.6215073728915,Tegas,2023-08-17 08:53:29,Malam-Pagi,20:00-08:00,Baik,16,Sangat Berpengalaman,42,Pinjaman Bisnis,320,Perpanjangan waktu pembayaran,Kabur,Perumahan
p9517,Perempuan,47,Muda,"Jalan Ir. H. Djuanda, RT 8/RW 9, Nusa Tenggara Timur, Kode Pos: 23073",Nusa Tenggara Timur,Bali,4779196,Pegawai Swasta,Belum Menikah,D,D3,Motor,Kasar,Meja,Buruk,Baik,Fleksibel,SMS,92.24916987871707,Kasar,2023-07-12 18:35:56,Malam-Pagi,20:00-08:00,Cukup,30,Sangat Berpengalaman,70,Kredit Kendaraan,599,Pembebasan jaminan atau denda,Kabur,Rusun
H0118,Perempuan,53,Tua,"Jalan Ronggowarsito, RT 11/RW 8, Kalimantan Timur, Kode Pos: 44310",Kalimantan Timur,Kalimantan,5089279,Buruh,Menikah,D,SMA,Motor,Kasar,Meja,Baik,Cukup Baik,Fleksibel,Telepon,90.84203103458002,Kasar,2023-06-01 06:15:40,Malam-Pagi,20:00-08:00,Buruk,18,Cukup Berpengalaman,56,Pinjaman Pribadi,362,Keringanan utang,Kabur,Pemukiman Padat Penduduk
S5306,Laki-laki,45,Muda,"Gg. Rajawali Barat, RT 9/RW 14, Sulawesi Tengah, Kode Pos: 93811",Sulawesi Tengah,Sulawesi,9453300,Pengusaha,Menikah,B,S2,Motor,Tegas,Lapangan,Cukup Baik,i,Tidak Fleksibel,Telepon,55.995297391763195,Tegas,2023-09-09 09:29:24,Pagi-Sore,08:00-16:00,Baik,39,Sangat Berpengalaman,98,Pinjaman Bisnis,781,Rencana pembayaran alternatif,Kabur,Perumahan
U3084,Laki-laki,42,Muda,"Gang Setiabudhi, RT 25/RW 8, Maluku, Kode Pos: 62588",Maluku,Papua,5777987,Pegawai Swasta,Menikah,D,D3,Motor,Tegas,Lapangan,Buruk,Cukup Baik,Fleksibel,Email,99.56879939440472,Tegas,2023-12-24 15:49:33,Siang-Malam,12:00-20:00,Cukup,22,Sangat Berpengalaman,44,Pinjaman Bisnis,437,Pembayaran sejumlah besar sekaligus,Kabur,Perumahan
a7057,Laki-laki,44,Muda,"Gang Kutisari Selatan, RT 20/RW 15, Papua, Kode Pos: 58127",Papua,Papua,8229775,Pengusaha,Menikah,B,S1,Motor,Tegas,Lapangan,Cukup Baik,k,Kurang Fleksibel,Telepon,79.69777356573667,Tegas,2023-03-25 11:20:56,Malam-Pagi,20:00-08:00,Baik,23,Sangat Berpengalaman,66,Kredit Kendaraan,460,Keringanan utang,Kabur,Perumahan
a0309,Laki-laki,65,Tua,"Jalan Kutisari Selatan, RT 14/RW 8, Maluku Utara, Kode Pos: 44164",Maluku Utara,Papua,9177012,Professional,Menikah,B,S2,Motor,Bijaksana,Lapangan,Buruk,B,Tidak Fleksibel,Telepon,46.67119414788765,Bijaksana,2023-05-11 05:33:52,Malam-Pagi,20:00-08:00,Cukup,12,Cukup Berpengalaman,24,Pinjaman Pribadi,240,Pembayaran sejumlah besar sekaligus,Gagal Bayar,Pemukiman Padat Penduduk
H7397,Laki-laki,55,Muda,"Jl. Pasirkoja, RT 4/RW 10, Jawa Timur, Kode Pos: 06239",Jawa Timur,Jawa,10398155,Pengusaha,Menikah,A,S2,Mobil,Tegas,Lapangan,Cukup Baik,a,Tidak Fleksibel,Telepon,56.3750294215989,Tegas,2023-09-22 06:06:55,Siang-Malam,12:00-20:00,Baik,28,Sangat Berpengalaman,76,Pinjaman Pribadi,558,Rencana pembayaran alternatif,Kabur,Pemukiman Padat Penduduk
q8925,Perempuan,37,Dewasa,"Gg. Cihampelas, RT 9/RW 19, Kalimantan Utara, Kode Pos: 83909",Kalimantan Utara,Kalimantan,5588325,Professional,Menikah,D,S1,Motor,Bijaksana,Meja,Baik,k,Fleksibel,Email,85.24577041167245,Bijaksana,2023-07-23 05:50:11,Siang-Malam,12:00-20:00,Baik,-14,Pemula,-18,Pinjaman Pribadi,0,Perpanjangan waktu pembayaran,Kabur,Pemukiman Padat Penduduk
V0134,Perempuan,47,Dewasa,"Jl. Rajawali Barat, RT 8/RW 2, Kalimantan Tengah, Kode Pos: 99104",Kalimantan Tengah,Kalimantan,8755396,Pegawai Negeri,Menikah,B,D3,Motor,Tegas,Meja,Buruk,Cukup Baik,Tidak Fleksibel,Email,44.03754608773852,Tegas,2023-06-07 19:34:22,Pagi-Sore,08:00-16:00,Buruk,5,Cukup Berpengalaman,30,Pinjaman Bisnis,96,Rencana pembayaran alternatif,Disiplin,Rusun
J5145,Laki-laki,64,Dewasa,"Gang Moch. Toha, RT 15/RW 8, Kalimantan Utara, Kode Pos: 11511",Kalimantan Utara,Kalimantan,2190432,Pegawai Negeri,Cerai Hidup,E,D3,Tidak Ada Kendaraan,Tegas,Meja,Buruk,Baik,Fleksibel,Telepon,98.54781166648438,Tegas,2023-07-07 14:02:35,Pagi-Sore,08:00-16:00,Baik,19,Cukup Berpengalaman,58,Kredit Kendaraan,381,Keringanan utang,Kabur,Pemukiman Padat Penduduk
Z7538,Laki-laki,40,Dewasa,"Jl. Peta, RT 15/RW 2, Sulawesi Utara, Kode Pos: 95808",Sulawesi Utara,Sulawesi,3944186,Pegawai Swasta,Cerai Hidup,E,D3,Motor,Tegas,Meja,Cukup Baik,Baik,Kurang Fleksibel,Email,70.5291263920905,Tegas,2023-05-15 11:29:54,Pagi-Sore,08:00-16:00,Buruk,13,Cukup Berpengalaman,36,Kredit Kendaraan,260,Perpanjangan waktu pembayaran,Gagal Bayar,Perumahan
i3423,Perempuan,44,Dewasa,"Jalan Astana Anyar, RT 22/RW 16, Bengkulu, Kode Pos: 57901",Bengkulu,Sumatera,5355639,Pegawai Swasta,Menikah,D,SMA,Motor,Kasar,Meja,Baik,Buruk,Kurang Fleksibel,SMS,77.28926326979087,Kasar,2023-01-18 23:18:22,Malam-Pagi,20:00-08:00,Cukup,6,Pemula,32,Kredit Kendaraan,120,Keringanan utang,Disiplin,Pemukiman Padat Penduduk
l2904,Perempuan,35,Dewasa,"Jalan Raya Ujungberung, RT 4/RW 6, Sumatera Utara, Kode Pos: 67546",Sumatera Utara,Sumatera,9043939,Pegawai Negeri,Cerai Mati,B,D3,Motor,Kasar,Meja,Buruk,Baik,Kurang Fleksibel,SMS,63.82590333850389,Kasar,2023-05-17 11:41:36,Malam-Pagi,20:00-08:00,Cukup,11,Cukup Berpengalaman,32,Pinjaman Pribadi,218,Pembebasan jaminan atau denda,Gagal Bayar,Rusun
U6139,Perempuan,50,Muda,"Gg. Soekarno Hatta, RT 24/RW 5, Papua Barat, Kode Pos: 40202",Papua Barat,Papua,6945996,Buruh,Belum Menikah,C,SMA,Motor,Kasar,Meja,Cukup Baik,Cukup Baik,Kurang Fleksibel,Telepon,76.49462930461291,Kasar,2023-11-29 10:19:52,Siang-Malam,12:00-20:00,Buruk,18,Sangat Berpengalaman,46,Pinjaman Bisnis,362,Pembebasan jaminan atau denda,Kabur,Rusun
e3554,Perempuan,54,Muda,"Jl. Rajiman, RT 25/RW 4, Nusa Tenggara Barat, Kode Pos: 39321",Nusa Tenggara Barat,Bali,13549790,Professional,Menikah,A,S1,Mobil,Bijaksana,Meja,Buruk,a,Fleksibel,Telepon,85.43958150071475,Bijaksana,2023-12-02 17:40:16,Pagi-Sore,08:00-16:00,Buruk,17,Sangat Berpengalaman,44,Kredit Kendaraan,338,Perpanjangan waktu pembayaran,Kabur,Rusun
t9404,Laki-laki,32,Muda,"Gg. Rungkut Industri, RT 21/RW 15, Kalimantan Utara, Kode Pos: 00154",Kalimantan Utara,Kalimantan,10320617,Pegawai Swasta,Cerai Hidup,A,D3,Mobil,Tegas,Meja,Cukup Baik,Baik,Kurang Fleksibel,Email,65.71876531539823,Tegas,2023-08-06 11:27:15,Malam-Pagi,20:00-08:00,Baik,32,Sangat Berpengalaman,74,Pinjaman Pribadi,638,Pembebasan jaminan atau denda,Kabur,Perumahan
q9504,Laki-laki,44,Dewasa,"Gg. Joyoboyo, RT 17/RW 14, Maluku Utara, Kode Pos: 09399",Maluku Utara,Papua,3650013,Buruh,Menikah,E,SMA,Motor,Kasar,Lapangan,Buruk,Buruk,Kurang Fleksibel,Email,74.13982288562048,Kasar,2023-07-05 01:02:18,Pagi-Sore,08:00-16:00,Baik,-12,Pemula,-14,Pinjaman Pribadi,0,Pembebasan jaminan atau denda,Kabur,Perumahan
a7046,Perempuan,58,Tua,"Jalan Kendalsari, RT 8/RW 9, Kepulauan Bangka Belitung, Kode Pos: 87662",Bangka Belitung,Sumatera,13459101,Professional,Menikah,A,S2,Mobil,Bijaksana,Meja,Baik,B,Tidak Fleksibel,Telepon,41.640448224016616,Bijaksana,2023-08-24 09:00:50,Siang-Malam,12:00-20:00,Buruk,-3,Pemula,-6,Pinjaman Pribadi,0,Pembayaran sejumlah besar sekaligus,Disiplin,Pemukiman Padat Penduduk
l6555,Laki-laki,45,Muda,"Jalan Antapani Lama, RT 12/RW 9, Sulawesi Tengah, Kode Pos: 05539",Sulawesi Tengah,Sulawesi,5403441,Professional,Menikah,D,S2,Motor,Bijaksana,Lapangan,Buruk,i,Tidak Fleksibel,Telepon,48.394978616381096,Bijaksana,2023-05-07 05:41:05,Malam-Pagi,20:00-08:00,Cukup,25,Sangat Berpengalaman,70,Kredit Kendaraan,498,Rencana pembayaran alternatif,Kabur,Perumahan
c2722,Laki-laki,39,Dewasa,"Gg. Setiabudhi, RT 24/RW 18, Sulawesi Selatan, Kode Pos: 14533",Sulawesi Selatan,Sulawesi,6904449,Buruh,Cerai Mati,C,SMA,Motor,Kasar,Lapangan,Cukup Baik,Cukup Baik,Kurang Fleksibel,Chat WA,63.75275904939583,Kasar,2023-08-18 11:37:19,Pagi-Sore,08:00-16:00,Buruk,10,Cukup Berpengalaman,30,Kredit Kendaraan,201,Pembebasan jaminan atau denda,Disiplin,Perumahan
