debtor_age,debtor_age_class,debtor_gender,debtor_nik,debtor_address,debtor_province,debtor_island,debtor_marital_status,debtor_number_of_dependents,debtor_education_level,debtor_occupation,debtor_monthly_income,debtor_monthly_expense,debtor_asset_ownership,ses_class,demography_class,debtor_communication_channel,billing_datetime,risk_credit,payment_pattern,payment_method,tenor,interest_rate,monthly_payment,loan_amount,behavior_class,loan_type,working_time,range_working_time,debtor_personality,history_jan,history_feb,history_mar,history_apr,history_may,history_jun,history_jul,history_aug,history_sep,history_oct,history_nov,history_dec,debtor_aging,transaction,remaining_loan,billing_type,field_class
36,Dewasa,Perempuan,4929142905152909,"Gg. Indragiri, RT 1/RW 3, Kalimantan Barat, Kode Pos: 28490",Kalimantan Barat,Kalimantan,Belum Menikah,0,S1,Pegawai Swasta,5188119,3424159,Ya,B,Rusun,SMS,2023-10-08 02:53:24.715651,Buruk,Pembayaran Terlambat,M-Banking,24,0.15,859271.909088048,20590338,Gagal Bayar,Pinjaman Pribadi,Pagi-Sore,08:00-16:00,Bijaksana,0,1,0,1,2,1,2,1,0,1,2,3,Kurang Lancar,21,2545627.9091509916,Wakil,Turun Langsung ke Lapangan
40,Dewasa,Laki-laki,6687420411194866,"Gang HOS. Cokroaminoto, RT 15/RW 8, Jawa Timur, Kode Pos: 89103",Jawa Timur,Jawa,Menikah,3,S1,Pegawai Swasta,6615419,1091544,Tidak,B,Rusun,Telepon,2023-10-08 02:53:24.715975,Buruk,Pembayaran Terlambat,ATM,36,0.2,1009160.3807254649,36217993,Kabur,Kredit Kendaraan,Malam-Pagi,20:00-08:00,Bijaksana,1,0,0,0,0,0,0,1,0,1,0,1,DPK,35,897379.6746087298,Surat,Melalui Meja
37,Dewasa,Laki-laki,2720730612991417,"Gang Sentot Alibasa, RT 18/RW 6, Kepulauan Riau, Kode Pos: 15728",Kepulauan Riau,Sumatera,Menikah,4,S2,Pengusaha,13245326,1748383,Ya,A,Apartemen,Email,2023-10-08 02:53:24.716307,Buruk,Pembayaran Terlambat,M-Banking,36,0.2,1395544.1084512428,50085009,Gagal Bayar,Pinjaman Bisnis,Siang-Malam,12:00-20:00,Ramah,1,2,3,4,3,4,5,4,5,6,5,6,Diragukan,30,8218685.746462718,Hukum,Turun Langsung ke Lapangan
47,Dewasa,Perempuan,6758210912637483,"Jalan Rajawali Timur, RT 1/RW 11, Aceh, Kode Pos: 95766",Aceh,Sumatera,Belum Menikah,0,S1,Pegawai Negeri,8784136,5797530,Ya,E,Perumahan,Chat WA,2023-10-08 02:53:24.716666,Baik,Pembayaran Tepat Waktu,ATM,60,0.4,804429.976058278,47778459,Gagal Bayar,Pinjaman Bisnis,Siang-Malam,12:00-20:00,Ramah,1,2,1,0,0,0,1,0,1,2,3,4,Kurang Lancar,56,2730380.340736434,Wakil,Turun Langsung ke Lapangan
40,Dewasa,Laki-laki,4868980601472294,"Jalan Dr. Djunjunan, RT 24/RW 4, Kalimantan Barat, Kode Pos: 92961",Kalimantan Barat,Kalimantan,Menikah,0,D3,Pegawai Negeri,9809866,6474512,Ya,E,Perumahan,SMS,2023-10-08 02:53:24.716982,Buruk,Pembayaran Terlambat,M-Banking,24,0.15,798371.6888265833,19131014,Gagal Bayar,Pinjaman Pribadi,Malam-Pagi,20:00-08:00,Tegas,1,2,3,4,3,4,3,4,5,4,5,4,Kurang Lancar,20,3163580.2234683335,Wakil,Turun Langsung ke Lapangan
61,Tua,Perempuan,4499010602649077,"Gg. Cihampelas, RT 4/RW 16, Kepulauan Riau, Kode Pos: 74917",Kepulauan Riau,Sumatera,Menikah,3,D3,Pegawai Swasta,4773012,787547,Tidak,C,Rusun,Email,2023-10-08 02:53:24.717321,Buruk,Pembayaran Terlambat,ATM,48,0.3,752784.2780993838,35913246,Gagal Bayar,Kredit Kendaraan,Malam-Pagi,20:00-08:00,Bijaksana,0,0,0,1,2,1,2,3,4,5,6,5,Diragukan,43,3543522.041726496,Wakil,Turun Langsung ke Lapangan
30,Dewasa,Perempuan,7366860307895961,"Jl. Peta, RT 3/RW 20, Sulawesi Selatan, Kode Pos: 25363",Sulawesi Selatan,Sulawesi,Belum Menikah,0,D3,Pegawai Swasta,2777359,1833057,Tidak,D,Pemukiman Padat Penduduk,Telepon,2023-10-08 02:53:24.717693,Baik,Pembayaran Sebelum Jatuh Tempo,ATM,60,0.4,848261.4253493011,50381792,Kabur,Pinjaman Bisnis,Pagi-Sore,08:00-16:00,Bijaksana,1,2,3,4,3,4,5,4,5,4,5,6,Diragukan,54,4575675.031137742,Wakil,Turun Langsung ke Lapangan
42,Dewasa,Perempuan,9233710307722790,"Jalan Surapati, RT 18/RW 11, DI Yogyakarta, Kode Pos: 88462",DI Yogyakarta,Jawa,Menikah,1,D3,Pegawai Negeri,4717732,1556852,Tidak,C,Rusun,Email,2023-10-08 02:53:24.718046,Baik,Pembayaran Sebelum Jatuh Tempo,M-Banking,36,0.2,1377340.376355574,49431691,Kabur,Pinjaman Bisnis,Pagi-Sore,08:00-16:00,Bijaksana,1,0,0,0,0,1,2,3,4,5,4,3,Kurang Lancar,33,3979458.5802660584,Wakil,Turun Langsung ke Lapangan
29,Muda,Laki-laki,6928730308867492,"Jl. Ir. H. Djuanda, RT 23/RW 19, Bali, Kode Pos: 48475",Bali,Bali,Menikah,0,SMA,Pegawai Swasta,5492187,3624843,Ya,B,Rusun,Email,2023-10-08 02:53:24.718413,Cukup Baik,Pembayaran Tepat Waktu,e-Money,36,0.2,1417933.8312592385,50888559,Disiplin,Pinjaman Bisnis,Siang-Malam,12:00-20:00,Bijaksana,0,0,0,1,0,0,0,1,0,1,0,1,DPK,35,1260874.9059266523,Telepon,Melalui Meja
41,Dewasa,Perempuan,9572352004780577,"Jl. Joyoboyo, RT 23/RW 6, Banten, Kode Pos: 99873",Banten,Jawa,Menikah,3,D3,Pegawai Negeri,4052836,668718,Tidak,C,Rusun,Telepon,2023-10-08 02:53:24.718774,Baik,Pembayaran Tepat Waktu,M-Banking,60,0.4,833056.7370089144,49478722,Disiplin,Pinjaman Bisnis,Siang-Malam,12:00-20:00,Bijaksana,0,0,0,1,0,1,0,1,0,1,2,1,DPK,59,328374.51647405326,Surat,Melalui Meja
34,Dewasa,Perempuan,9157642611220408,"Jalan Sadang Serang, RT 11/RW 20, Kepulauan Riau, Kode Pos: 77263",Kepulauan Riau,Sumatera,Belum Menikah,0,SD,Buruh,3811726,2515739,Ya,C,Pemukiman Padat Penduduk,Chat WA,2023-10-08 02:53:24.719103,Baik,Pembayaran Sebelum Jatuh Tempo,M-Banking,36,0.2,1370051.5609870919,49170101,Kabur,Pinjaman Bisnis,Malam-Pagi,20:00-08:00,Ramah,1,2,3,2,3,4,3,4,3,2,1,0,Lancar,36,0.0,Telepon,Melalui Meja
26,Muda,Perempuan,3699762207848779,"Jalan Suryakencana, RT 4/RW 15, Maluku, Kode Pos: 47178",Maluku,Papua,Menikah,2,SMP,Buruh,3070533,675517,Tidak,C,Pemukiman Padat Penduduk,Chat WA,2023-10-08 02:53:24.719478,Baik,Pembayaran Tepat Waktu,e-Money,48,0.3,428548.31042885705,20444849,Disiplin,Pinjaman Pribadi,Pagi-Sore,08:00-16:00,Ramah,1,2,1,0,1,2,1,0,1,2,1,2,DPK,46,731626.7202725746,Surat,Melalui Meja
42,Dewasa,Laki-laki,4374931907746006,"Gang Kiaracondong, RT 23/RW 9, Sulawesi Tenggara, Kode Pos: 31648",Sulawesi Tenggara,Sulawesi,Menikah,5,D3,Pegawai Negeri,5136859,565054,Tidak,B,Rusun,Chat WA,2023-10-08 02:53:24.719793,Buruk,Pembayaran Terlambat,M-Banking,12,0.1,1593320.8799493487,19109498,Kabur,Pinjaman Pribadi,Pagi-Sore,08:00-16:00,Ramah,1,2,1,0,0,1,0,1,2,1,0,1,DPK,11,1582968.3205571622,Telepon,Melalui Meja
24,Muda,Laki-laki,766630270766836,"Gg. Lembong, RT 12/RW 17, Kalimantan Selatan, Kode Pos: 71515",Kalimantan Selatan,Kalimantan,Menikah,2,S1,Pegawai Swasta,11709128,2576008,Ya,A,Perumahan,Chat WA,2023-10-08 02:53:24.720183,Cukup Baik,Pembayaran Tepat Waktu,M-Banking,48,0.3,783909.3146366747,37398135,Gagal Bayar,Kredit Kendaraan,Siang-Malam,12:00-20:00,Tegas,1,2,1,0,1,0,1,2,1,2,3,4,Kurang Lancar,44,2906125.155986309,Wakil,Turun Langsung ke Lapangan
25,Muda,Perempuan,9232400901413990,"Jl. H.J Maemunah, RT 9/RW 12, Sulawesi Selatan, Kode Pos: 34396",Sulawesi Selatan,Sulawesi,Menikah,4,S1,Pegawai Swasta,4322245,570536,Tidak,C,Rusun,Chat WA,2023-10-08 02:53:24.720618,Baik,Pembayaran Sebelum Jatuh Tempo,M-Banking,60,0.4,553663.9088069061,32884414,Kabur,Kredit Kendaraan,Siang-Malam,12:00-20:00,Tegas,1,2,1,2,3,2,1,2,1,2,3,4,Kurang Lancar,56,1879235.1068132594,Wakil,Turun Langsung ke Lapangan
20,Muda,Perempuan,8352750703828648,"Jalan Jend. Sudirman, RT 9/RW 11, Sulawesi Tengah, Kode Pos: 21707",Sulawesi Tengah,Sulawesi,Belum Menikah,0,SMA,Buruh,3349704,2210805,Ya,C,Pemukiman Padat Penduduk,Email,2023-10-08 02:53:24.720959,Baik,Pembayaran Tepat Waktu,M-Banking,48,0.3,655424.5515763775,31268484,Disiplin,Kredit Kendaraan,Siang-Malam,12:00-20:00,Tegas,1,0,0,0,0,1,0,0,0,1,0,1,DPK,47,463530.07591025904,Surat,Melalui Meja
57,Tua,Perempuan,8375272710609851,"Gg. Setiabudhi, RT 2/RW 20, Banten, Kode Pos: 31487",Banten,Jawa,Cerai Mati,3,D3,Pegawai Negeri,7093717,1170463,Tidak,B,Rusun,Telepon,2023-10-08 02:53:24.721323,Baik,Pembayaran Tepat Waktu,Langsung,60,0.4,313193.2441923155,18601856,Disiplin,Pinjaman Pribadi,Siang-Malam,12:00-20:00,Bijaksana,1,2,1,2,3,2,3,4,5,4,3,2,DPK,58,436647.8368456997,Surat,Melalui Meja
50,Tua,Perempuan,693698240266986,"Jalan Rawamangun, RT 13/RW 16, Jambi, Kode Pos: 58490",Jambi,Sumatera,Menikah,3,SMA,Pegawai Swasta,3970820,655185,Tidak,C,Pemukiman Padat Penduduk,Telepon,2023-10-08 02:53:24.721662,Buruk,Pembayaran Terlambat,ATM,12,0.1,1602972.6893135747,19225257,Kabur,Pinjaman Pribadi,Siang-Malam,12:00-20:00,Bijaksana,0,1,0,1,0,1,0,0,1,2,1,2,DPK,10,3195530.106864253,Telepon,Melalui Meja
43,Dewasa,Laki-laki,3494241801540237,"Gg. Cikutra Barat, RT 4/RW 15, DKI Jakarta, Kode Pos: 41922",DKI Jakarta,Jawa,Menikah,5,S1,Pegawai Swasta,3979151,437707,Tidak,D,Pemukiman Padat Penduduk,SMS,2023-10-08 02:53:24.722028,Cukup Baik,Pembayaran Tepat Waktu,M-Banking,12,0.1,1871197.3378478112,22442210,Gagal Bayar,Pinjaman Pribadi,Siang-Malam,12:00-20:00,Bijaksana,0,1,2,1,2,3,4,5,4,3,2,3,Kurang Lancar,9,5601433.9593697,Wakil,Turun Langsung ke Lapangan
41,Dewasa,Laki-laki,5014380602681464,"Jalan Laswi, RT 22/RW 11, Maluku Utara, Kode Pos: 47838",Maluku Utara,Papua,Menikah,2,S1,Pegawai Negeri,7786172,1712958,Tidak,B,Rusun,Telepon,2023-10-08 02:53:24.722388,Cukup Baik,Pembayaran Tepat Waktu,ATM,36,0.2,514290.5536559683,18457494,Disiplin,Pinjaman Pribadi,Pagi-Sore,08:00-16:00,Bijaksana,1,0,0,1,0,0,1,0,0,0,0,0,Lancar,36,0.0,Telepon,Melalui Meja
41,Dewasa,Perempuan,6308011701784952,"Gg. HOS. Cokroaminoto, RT 4/RW 3, Bengkulu, Kode Pos: 02608",Bengkulu,Sumatera,Cerai Mati,1,SMA,Pegawai Swasta,5927551,1956092,Tidak,B,Rusun,Email,2023-10-08 02:53:24.722729,Buruk,Pembayaran Terlambat,ATM,24,0.15,1495728.2123022946,35841448,Kabur,Kredit Kendaraan,Siang-Malam,12:00-20:00,Bijaksana,0,1,0,1,0,0,1,0,1,2,3,2,DPK,22,2935427.329349518,Surat,Melalui Meja
48,Dewasa,Laki-laki,9586141601817786,"Jl. Abdul Muis, RT 25/RW 9, Lampung, Kode Pos: 74459",Lampung,Sumatera,Cerai Hidup,2,S1,Pegawai Swasta,7849498,1726890,Tidak,B,Rusun,Telepon,2023-10-08 02:53:24.723066,Baik,Pembayaran Sebelum Jatuh Tempo,M-Banking,12,0.1,2814079.9507074696,33750675,Kabur,Kredit Kendaraan,Siang-Malam,12:00-20:00,Bijaksana,1,0,1,2,1,0,1,2,3,4,3,4,Kurang Lancar,8,11238035.394340243,Wakil,Turun Langsung ke Lapangan
39,Dewasa,Perempuan,7606220403880152,"Gg. Tebet Barat Dalam, RT 20/RW 7, Sulawesi Tenggara, Kode Pos: 63153",Sulawesi Tenggara,Sulawesi,Belum Menikah,0,S1,Pegawai Swasta,5962909,3935520,Ya,B,Rusun,Email,2023-10-08 02:53:24.723425,Baik,Pembayaran Sebelum Jatuh Tempo,ATM,12,0.1,4326179.102658118,51886040,Kabur,Pinjaman Bisnis,Pagi-Sore,08:00-16:00,Bijaksana,1,0,0,0,1,0,0,0,1,2,1,0,Lancar,12,0.0,Telepon,Melalui Meja
30,Dewasa,Perempuan,2899012202612810,"Jalan Moch. Ramdan, RT 24/RW 8, DKI Jakarta, Kode Pos: 80580",DKI Jakarta,Jawa,Menikah,1,SD,Buruh,3778728,1246980,Tidak,C,Pemukiman Padat Penduduk,Telepon,2023-10-08 02:53:24.723777,Cukup Baik,Pembayaran Tepat Waktu,ATM,12,0.1,2895705.3139235796,34729649,Gagal Bayar,Kredit Kendaraan,Siang-Malam,12:00-20:00,Ramah,0,1,0,1,0,0,0,1,2,3,4,5,Diragukan,7,14459711.802534942,Hukum,Turun Langsung ke Lapangan
31,Dewasa,Laki-laki,6073022111969075,"Jalan W.R. Supratman, RT 4/RW 4, Sulawesi Selatan, Kode Pos: 26308",Sulawesi Selatan,Sulawesi,Cerai Mati,4,S2,Pengusaha,15082883,1990941,Ya,A,Apartemen,Chat WA,2023-10-08 02:53:24.724096,Buruk,Pembayaran Terlambat,M-Banking,60,0.4,331382.8209382805,19682211,Kabur,Pinjaman Pribadi,Malam-Pagi,20:00-08:00,Tegas,0,0,1,0,1,2,1,0,1,0,0,1,DPK,59,130624.5646414496,Surat,Melalui Meja
32,Dewasa,Perempuan,2334091409129635,"Jl. Yos Sudarso, RT 4/RW 6, Jawa Tengah, Kode Pos: 18209",Jawa Tengah,Jawa,Menikah,2,S1,Pegawai Swasta,10466581,2302648,Ya,A,Perumahan,Telepon,2023-10-08 02:53:24.724440,Buruk,Pembayaran Terlambat,ATM,48,0.3,686039.2041626482,32729024,Gagal Bayar,Kredit Kendaraan,Pagi-Sore,08:00-16:00,Bijaksana,0,0,0,1,2,1,2,3,2,1,2,3,Kurang Lancar,45,1857259.812680833,Wakil,Turun Langsung ke Lapangan
43,Dewasa,Laki-laki,3858322309834676,"Jalan Tebet Barat Dalam, RT 20/RW 20, Bengkulu, Kode Pos: 23415",Bengkulu,Sumatera,Cerai Mati,0,SMP,Buruh,2155455,1422600,Tidak,D,Pemukiman Padat Penduduk,Chat WA,2023-10-08 02:53:24.724782,Cukup Baik,Pembayaran Tepat Waktu,ATM,36,0.2,1325575.4375321197,47573887,Disiplin,Pinjaman Bisnis,Siang-Malam,12:00-20:00,Ramah,1,2,3,4,3,2,3,4,3,2,1,0,Lancar,36,0.0,Telepon,Melalui Meja
23,Muda,Laki-laki,3922221211472183,"Gang Veteran, RT 10/RW 16, Jawa Barat, Kode Pos: 04287",Jawa Barat,Jawa,Menikah,0,SMA,Pegawai Swasta,4095041,2702727,Ya,C,Rusun,Telepon,2023-10-08 02:53:24.725100,Buruk,Pembayaran Terlambat,M-Banking,24,0.15,737584.269625998,17674393,Kabur,Pinjaman Pribadi,Siang-Malam,12:00-20:00,Bijaksana,1,2,1,0,0,0,1,2,1,2,1,2,DPK,22,1447539.0682280436,Telepon,Melalui Meja
31,Dewasa,Laki-laki,3802182810882433,"Jl. W.R. Supratman, RT 10/RW 2, DI Yogyakarta, Kode Pos: 17917",DI Yogyakarta,Jawa,Cerai Hidup,4,SMA,Buruh,3172240,418736,Tidak,C,Pemukiman Padat Penduduk,Email,2023-10-08 02:53:24.725453,Buruk,Pembayaran Terlambat,M-Banking,60,0.4,345197.103692693,20502699,Kabur,Pinjaman Pribadi,Pagi-Sore,08:00-16:00,Tegas,0,0,1,0,1,0,1,0,0,0,0,1,DPK,59,136069.8821311146,Surat,Melalui Meja
39,Dewasa,Laki-laki,383136290825059,"Gg. Ahmad Dahlan, RT 21/RW 6, Kalimantan Tengah, Kode Pos: 53358",Kalimantan Tengah,Kalimantan,Menikah,2,S1,Pegawai Swasta,10506915,2311521,Ya,A,Perumahan,Chat WA,2023-10-08 02:53:24.725817,Cukup Baik,Pembayaran Tepat Waktu,ATM,48,0.3,752349.6898018561,35892513,Disiplin,Kredit Kendaraan,Pagi-Sore,08:00-16:00,Tegas,1,2,3,2,1,2,1,0,1,0,1,0,Lancar,48,0.0,Telepon,Melalui Meja
26,Muda,Laki-laki,3216581002624815,"Gg. Jend. Sudirman, RT 11/RW 9, Jawa Tengah, Kode Pos: 45497",Jawa Tengah,Jawa,Cerai Hidup,2,S1,Pegawai Swasta,9511958,2092631,Ya,E,Perumahan,Chat WA,2023-10-08 02:53:24.726146,Buruk,Pembayaran Terlambat,M-Banking,24,0.15,1459103.0474256051,34963816,Kabur,Kredit Kendaraan,Malam-Pagi,20:00-08:00,Tegas,0,1,2,1,2,3,2,1,0,0,1,0,Lancar,24,0.0,Telepon,Melalui Meja
53,Tua,Laki-laki,6978760111111645,"Jalan Gegerkalong Hilir, RT 13/RW 5, Kepulauan Bangka Belitung, Kode Pos: 52206",Bangka Belitung,Sumatera,Menikah,0,D3,Pegawai Negeri,7171489,4733183,Ya,B,Rusun,Telepon,2023-10-08 02:53:24.726495,Buruk,Pembayaran Terlambat,ATM,12,0.1,1726616.8038381827,20708183,Gagal Bayar,Pinjaman Pribadi,Siang-Malam,12:00-20:00,Bijaksana,1,2,3,2,3,2,1,0,1,2,3,4,Kurang Lancar,8,6895248.569294538,Wakil,Turun Langsung ke Lapangan
33,Dewasa,Laki-laki,7099513010539475,"Gg. Antapani Lama, RT 21/RW 6, Banten, Kode Pos: 70144",Banten,Jawa,Belum Menikah,0,SMP,Buruh,3313645,2187006,Ya,C,Pemukiman Padat Penduduk,Telepon,2023-10-08 02:53:24.726846,Baik,Pembayaran Tepat Waktu,ATM,24,0.15,2206281.041019624,52868099,Disiplin,Pinjaman Bisnis,Siang-Malam,12:00-20:00,Ramah,0,0,1,2,3,2,1,0,0,1,0,0,Lancar,24,0.0,Telepon,Melalui Meja
31,Dewasa,Laki-laki,2677932603133350,"Jalan Pacuan Kuda, RT 25/RW 12, DKI Jakarta, Kode Pos: 83484",DKI Jakarta,Jawa,Menikah,2,S1,Pegawai Swasta,8734821,1921661,Tidak,E,Perumahan,Email,2023-10-08 02:53:24.727201,Cukup Baik,Pembayaran Sebelum Jatuh Tempo,M-Banking,48,0.3,421716.47255509946,20118921,Kabur,Pinjaman Pribadi,Malam-Pagi,20:00-08:00,Bijaksana,1,0,1,0,0,1,0,1,2,3,4,3,Kurang Lancar,45,1141679.7350205258,Wakil,Turun Langsung ke Lapangan
49,Dewasa,Perempuan,1991891011962598,"Jl. Astana Anyar, RT 19/RW 9, Lampung, Kode Pos: 32692",Lampung,Sumatera,Cerai Hidup,5,S3,Pengusaha,17630228,1939325,Ya,E,Apartemen,Chat WA,2023-10-08 02:53:24.727602,Buruk,Pembayaran Terlambat,M-Banking,12,0.1,2795147.6163465306,33523610,Gagal Bayar,Kredit Kendaraan,Siang-Malam,12:00-20:00,Tegas,1,2,3,2,3,2,3,2,3,4,5,6,Diragukan,6,16752724.301920816,Wakil,Turun Langsung ke Lapangan
49,Dewasa,Perempuan,4364191809832109,"Jalan Rajawali Timur, RT 19/RW 6, Kalimantan Tengah, Kode Pos: 83884",Kalimantan Tengah,Kalimantan,Menikah,3,S1,Pegawai Negeri,8253806,1361878,Tidak,E,Perumahan,Email,2023-10-08 02:53:24.728118,Baik,Pembayaran Sebelum Jatuh Tempo,ATM,24,0.15,851608.781745407,20406710,Kabur,Pinjaman Pribadi,Pagi-Sore,08:00-16:00,Bijaksana,1,2,1,2,3,2,3,2,1,0,0,0,Lancar,24,0.0,Telepon,Melalui Meja
52,Tua,Perempuan,3982781207667015,"Gang Cikutra Barat, RT 22/RW 18, Nusa Tenggara Barat, Kode Pos: 10516",Nusa Tenggara Barat,Bali,Belum Menikah,0,S1,Pegawai Negeri,12041905,7947657,Ya,A,Apartemen,Telepon,2023-10-08 02:53:24.728506,Cukup Baik,Pembayaran Tepat Waktu,ATM,60,0.4,554910.6302816855,32958462,Disiplin,Kredit Kendaraan,Siang-Malam,12:00-20:00,Bijaksana,1,2,1,2,3,2,1,0,1,2,3,2,DPK,58,773645.4436622411,Surat,Melalui Meja
29,Muda,Laki-laki,3478841602675844,"Jalan Yos Sudarso, RT 12/RW 1, Bengkulu, Kode Pos: 03146",Bengkulu,Sumatera,Cerai Hidup,1,SMA,Buruh,3252971,1073480,Tidak,C,Pemukiman Padat Penduduk,Chat WA,2023-10-08 02:53:24.728832,Buruk,Pembayaran Terlambat,M-Banking,60,0.4,585768.2326957884,34791224,Gagal Bayar,Kredit Kendaraan,Malam-Pagi,20:00-08:00,Tegas,1,0,1,2,3,4,5,4,5,4,3,4,Kurang Lancar,56,1988202.969035849,Wakil,Turun Langsung ke Lapangan
26,Muda,Perempuan,8186902209217967,"Gg. HOS. Cokroaminoto, RT 10/RW 17, Kalimantan Utara, Kode Pos: 10144",Kalimantan Utara,Kalimantan,Cerai Hidup,5,SMA,Buruh,2943285,323761,Tidak,D,Pemukiman Padat Penduduk,Telepon,2023-10-08 02:53:24.729159,Buruk,Pembayaran Terlambat,M-Banking,48,0.3,1058488.0827238671,50497525,Kabur,Pinjaman Bisnis,Siang-Malam,12:00-20:00,Tegas,1,2,1,2,1,2,1,0,0,0,0,1,DPK,47,748585.1119782478,Surat,Melalui Meja
22,Muda,Laki-laki,3011440806223171,"Jl. Pasirkoja, RT 25/RW 2, Papua, Kode Pos: 72143",Papua,Papua,Menikah,0,D3,Pegawai Swasta,5353814,3533517,Ya,B,Rusun,Chat WA,2023-10-08 02:53:24.729537,Cukup Baik,Pembayaran Tepat Waktu,e-Money,24,0.15,1472271.6010188754,35279368,Gagal Bayar,Kredit Kendaraan,Pagi-Sore,08:00-16:00,Ramah,0,1,2,3,4,5,4,3,4,5,4,3,Kurang Lancar,21,4361664.378603619,Wakil,Turun Langsung ke Lapangan
44,Dewasa,Laki-laki,8901312307838730,"Gang K.H. Wahid Hasyim, RT 15/RW 4, Sulawesi Tengah, Kode Pos: 96217",Sulawesi Tengah,Sulawesi,Cerai Hidup,5,S2,Professional,13072412,1437965,Ya,E,Apartemen,Telepon,2023-10-08 02:53:24.729855,Buruk,Pembayaran Terlambat,ATM,24,0.15,1516166.9465903183,36331212,Gagal Bayar,Kredit Kendaraan,Malam-Pagi,20:00-08:00,Bijaksana,0,1,0,1,2,3,4,5,6,5,6,5,Diragukan,19,7524040.014783952,Hukum,Turun Langsung ke Lapangan
48,Dewasa,Perempuan,1723702903679294,"Jalan Pasir Koja, RT 25/RW 10, Sumatera Utara, Kode Pos: 77928",Sumatera Utara,Sumatera,Belum Menikah,0,D3,Pegawai Negeri,6712621,4430330,Ya,B,Rusun,Telepon,2023-10-08 02:53:24.730212,Cukup Baik,Pembayaran Tepat Waktu,M-Banking,24,0.15,1300939.1004246967,31173806,Gagal Bayar,Kredit Kendaraan,Malam-Pagi,20:00-08:00,Bijaksana,1,0,0,1,2,1,2,3,4,5,6,5,Diragukan,19,6455963.091930762,Hukum,Turun Langsung ke Lapangan
44,Dewasa,Perempuan,5986990303177032,"Jl. Rajawali Barat, RT 1/RW 10, Kalimantan Barat, Kode Pos: 30587",Kalimantan Barat,Kalimantan,Menikah,1,S1,Pegawai Swasta,9426434,3110723,Ya,E,Perumahan,SMS,2023-10-08 02:53:24.730596,Cukup Baik,Pembayaran Sebelum Jatuh Tempo,ATM,12,0.1,2939711.558038814,35257438,Kabur,Kredit Kendaraan,Pagi-Sore,08:00-16:00,Bijaksana,1,0,1,2,1,0,1,2,1,2,3,4,Kurang Lancar,8,11739745.535689488,Wakil,Turun Langsung ke Lapangan
33,Dewasa,Laki-laki,6140522304816915,"Gang Jend. A. Yani, RT 22/RW 15, Nusa Tenggara Barat, Kode Pos: 42369",Nusa Tenggara Barat,Bali,Menikah,5,S1,Pegawai Swasta,5457191,600291,Tidak,B,Rusun,Email,2023-10-08 02:53:24.730939,Cukup Baik,Pembayaran Tepat Waktu,M-Banking,24,0.15,1540508.6893947332,36914502,Disiplin,Kredit Kendaraan,Siang-Malam,12:00-20:00,Bijaksana,1,0,0,1,0,1,2,1,0,0,1,2,DPK,22,3023310.8333158717,Surat,Melalui Meja
41,Dewasa,Perempuan,6237771911675518,"Jalan Cihampelas, RT 9/RW 6, Jambi, Kode Pos: 03181",Jambi,Sumatera,Menikah,2,SMP,Buruh,4156982,914536,Tidak,C,Rusun,Telepon,2023-10-08 02:53:24.731282,Baik,Pembayaran Tepat Waktu,M-Banking,48,0.3,1050643.526044015,50123283,Disiplin,Pinjaman Bisnis,Pagi-Sore,08:00-16:00,Ramah,0,0,1,0,1,0,1,2,1,2,1,0,Lancar,48,0.0,Telepon,Melalui Meja
41,Dewasa,Laki-laki,3146921507694500,"Jalan Stasiun Wonokromo, RT 10/RW 9, Bali, Kode Pos: 42429",Bali,Bali,Menikah,0,SD,Buruh,2836454,1872060,Tidak,D,Pemukiman Padat Penduduk,SMS,2023-10-08 02:53:24.731635,Baik,Pembayaran Sebelum Jatuh Tempo,M-Banking,48,0.3,1040665.8960548823,49647278,Kabur,Pinjaman Bisnis,Siang-Malam,12:00-20:00,Kasar,0,0,0,0,1,0,0,1,0,0,0,0,Lancar,48,0.0,Telepon,Melalui Meja
25,Muda,Laki-laki,4377301710545865,"Jalan Suryakencana, RT 5/RW 12, Nusa Tenggara Timur, Kode Pos: 76049",Nusa Tenggara Timur,Bali,Menikah,3,S1,Pegawai Swasta,10651011,1757417,Tidak,A,Perumahan,Chat WA,2023-10-08 02:53:24.731970,Buruk,Pembayaran Terlambat,M-Banking,48,0.3,1113395.6614782352,53117013,Kabur,Pinjaman Bisnis,Malam-Pagi,20:00-08:00,Tegas,0,0,1,0,1,0,0,1,0,0,1,0,Lancar,48,0.0,Telepon,Melalui Meja
28,Muda,Perempuan,2793711311264566,"Gang Pelajar Pejuang, RT 16/RW 17, Kalimantan Barat, Kode Pos: 52674",Kalimantan Barat,Kalimantan,Cerai Mati,3,SMA,Pegawai Swasta,3384492,558441,Tidak,C,Pemukiman Padat Penduduk,Telepon,2023-10-08 02:53:24.732319,Buruk,Pembayaran Terlambat,e-Money,12,0.1,4073568.5751513597,48856355,Kabur,Pinjaman Bisnis,Malam-Pagi,20:00-08:00,Bijaksana,1,0,1,2,1,2,1,2,1,0,1,2,DPK,10,8120669.2484864,Telepon,Melalui Meja
