debtor_nik,debtor_name,debtor_gender,debtor_birth_place,debtor_age,debtor_education_level,debtor_address,debtor_latitude,debtor_longitude,debtor_zip,debtor_rt,debtor_rw,employment_status,debtor_working_day,debtor_working_time,tenor,best_time_to_bill
6.29057E+15,Aris Hakim,laki-laki,"Lampung, 20-03-1993",30,S1,"Sinarlaut, Cianjur, Jawa Barat, Jawa, Indonesia",-7.423272951,106.8414109,73606,3,19,Self-Employed,Senin-Minggu,Pagi-Sore,71,Malam
1.64929E+15,"H. Jarwa Safitri, M.Farm",laki-laki,"Sulawesi Utara, 25-09-1998",25,SMP,"Tlogowaru, Rejosari, Demak, Jawa Tengah, Jawa, Indonesia",-6.909840454,110.5904627,28035,1,2,Self-Employed,Senin-Minggu,Pagi-Sore,310,Malam
6.23507E+15,"KH. Kunthara Setiawan, S.Pt",perempuan,"Kepulauan Bangka Belitung, 08-02-1962",61,SMA,"Jawa Tengah, Jawa, Indonesia",-6.485458413,109.6895663,74233,11,17,Part-time,Senin-Jumat,Malam-Pagi,338,Pagi
7.90812E+15,"Yuni Halimah, S.E.I",laki-laki,"Jawa Tengah, 19-08-1974",49,S1,"Pasir Malang, Bandung, Jawa Barat, 40378, Indonesia",-7.207510603,107.5155046,19614,6,9,Self-Employed,Senin-Jumat,Sore-Malam,246,Siang
2.51717E+15,Tiara Mardhiyah,perempuan,"Sumatera Barat, 29-03-1969",54,SMP,"Ngasinan, Sukoharjo, Jawa Tengah, Jawa, 57561, Indonesia",-7.741565894,110.8331373,77665,8,11,Employed,Senin-Jumat,Siang-Sore,39,Pagi
9.7184E+15,Dasa Kusumo,perempuan,"Jawa Barat, 21-05-1966",57,S1,"Nyamplung Sari, Pemalang, Jawa Tengah, Jawa, Indonesia",-6.8057406,109.4634196,92745,10,5,Retired,,,155,Malam
3.91921E+15,KH. Laswi Hidayanto,perempuan,"DKI Jakarta, 27-12-1965",58,SMP,"Prigi, Grobogan, Jawa Tengah, Jawa, Indonesia",-7.177827899,110.5675961,90557,5,1,Employed,Senin-Minggu,Siang-Sore,210,Malam
3.37925E+15,Nurul Wibowo,laki-laki,"Sulawesi Barat, 02-08-1983",40,D3,"Baturaden, Banyumas, Jawa Tengah, 53151, Indonesia",-7.293471327,109.1955291,38310,2,6,Self-Employed,Senin-Minggu,Pagi-Siang,89,Sore
1.6848E+15,Silvia Firgantoro,laki-laki,"Kepulauan Riau, 21-05-1962",61,S1,"Jawa Tengah, Jawa, Indonesia",-7.980472918,109.2279413,62683,10,19,Full-time,Senin-Jumat,Pagi-Malam,294,Siang
4.9119E+15,Aisyah Nasyiah,perempuan,"Riau, 24-12-1978",45,S1,"Karang Wuni, Karangwuni, Wates, Kulon Progo, Daerah Istimewa Yogyakarta, Jawa, 55654, Indonesia",-7.94749803,110.0863245,32681,8,3,Self-Employed,Senin-Minggu,Pagi-Sore,348,Malam
2.65427E+15,"Sutan Waluyo Januar, S.Pd",laki-laki,"Sulawesi Selatan, 19-10-1969",54,S1,"Jalan Bayongbong-Garut, Mangkurayat, Garut, Jawa Barat, 44119, Indonesia",-7.257333386,107.867974,92756,2,7,Full-time,Senin-Jumat,Malam-Pagi,56,Siang
9.98595E+15,Cawuk Wastuti,laki-laki,"Kepulauan Bangka Belitung, 14-08-1999",24,SMP,"Jalan Raya Batulawang, Mekarsari, Banjar, Jawa Barat, Jawa, 46323, Indonesia",-7.397822619,108.5372409,94630,11,3,Full-time,Senin-Jumat,Pagi-Sore,79,Malam
2.89288E+15,"Indah Simbolon, M.Ak",laki-laki,"Kepulauan Riau, 24-09-1962",61,SMA,"Cirea, Jawa Barat, 45558, Indonesia",-6.798553314,108.4622999,6745,14,6,Full-time,Senin-Minggu,Pagi-Sore,202,Malam
2.47154E+15,Qori Yolanda,laki-laki,"Bengkulu, 26-05-1978",45,S1,"Babakan Jawa, Majalengka, Jawa Barat, 45400, Indonesia",-6.885846134,108.2184435,18259,9,11,Full-time,Senin-Jumat,Pagi-Sore,59,Malam
8.03357E+15,"Dr. Yessi Uwais, S.Psi",perempuan,"Nusa Tenggara Barat, 12-05-1989",34,SMA,"Lancar, Wonosobo, Jawa Tengah, Jawa, Indonesia",-7.545016665,109.7529743,53360,12,6,Self-Employed,Senin-Jumat,Pagi-Sore,34,Malam
6.47018E+15,"R. Banara Wibisono, S.Gz",perempuan,"Jawa Barat, 10-09-1962",61,D4,"Cigadung, Brebes, Jawa Tengah, Jawa, Indonesia",-6.989257596,108.818675,84532,14,2,Self-Employed,Senin-Jumat,Sore-Malam,102,Siang
6.47428E+15,Tomi Nasyidah,perempuan,"Lampung, 25-10-1972",51,SMA,"Jalan Raya Cinere Residence, Meruyung, Limo, Depok, Bogor, Jawa Barat, Jawa, 16515, Indonesia",-6.375925779,106.7624991,78864,10,17,Full-time,Senin-Minggu,Malam-Pagi,45,Pagi
1.90142E+15,Zulaikha Andriani,laki-laki,"Kepulauan Riau, 05-08-1981",42,D4,"Watukumpul, Pemalang, Jawa Tengah, Jawa, Indonesia",-7.148709632,109.4221815,44156,17,15,Self-Employed,Senin-Jumat,Malam-Pagi,126,Pagi
4.50867E+15,Genta Yuniar,perempuan,"Riau, 21-03-1991",32,SMP,"Jawa Tengah, Jawa, Indonesia",-6.345986839,110.0886428,79163,16,13,Part-time,Senin-Minggu,Pagi-Siang,334,Sore
9.00595E+15,Garda Ramadan,laki-laki,"Kalimantan Utara, 06-03-1982",41,S2,"Jawa Tengah, Jawa, Indonesia",-6.710922351,110.2639035,96335,10,13,Employed,Senin-Jumat,Sore-Malam,9,Pagi
1.63073E+15,Sutan Gangsa Pratama,laki-laki,"Kepulauan Riau, 29-07-1994",29,SMA,"Krisik, Blitar, Jawa Timur, 66187, Indonesia",-7.958846256,112.3694189,25835,18,17,Self-Employed,Senin-Jumat,Pagi-Sore,339,Malam
8.96907E+15,Oliva Aryani,perempuan,"Lampung, 18-12-1993",30,S1,"Cibiyuk, Pemalang, Jawa Tengah, Jawa, Indonesia",-6.918795913,109.4913797,2888,9,3,Employed,Senin-Jumat,Pagi-Sore,93,Malam
9.98194E+15,Martaka Melani,laki-laki,"Jawa Barat, 12-04-1987",36,SMA,"Jawa Tengah, Jawa, Indonesia",-6.605518253,108.8863436,3765,9,17,Employed,Senin-Jumat,Pagi-Sore,306,Malam
4.95363E+15,Cahya Pradipta,laki-laki,"Papua Barat, 26-02-1963",60,S2,"Ngarjosari, Wonogiri, Jawa Tengah, Jawa, Indonesia",-7.920862959,111.0426494,4152,17,13,Full-time,Senin-Minggu,Pagi-Sore,326,Malam
8.9889E+15,"H. Lega Hidayanto, S.IP",laki-laki,"Kalimantan Timur, 08-02-1961",62,SMP,"Wanahayu, Majalengka, Jawa Barat, Indonesia",-6.917741148,108.3011223,60197,3,1,Self-Employed,Senin-Jumat,Pagi-Sore,133,Malam
1.00219E+15,Pardi Lestari,laki-laki,"Kalimantan Timur, 13-07-1960",63,D4,"Ciampanan, Tasikmalaya, Jawa Barat, 45377, Indonesia",-7.378270119,108.3668746,608,16,13,Self-Employed,Senin-Jumat,Siang-Sore,149,Pagi
5.28342E+15,Harja Saputra,perempuan,"Riau, 12-02-1967",56,S1,"Jawa Barat, Jawa, Indonesia",-7.335012118,106.3120057,38227,17,15,Self-Employed,Senin-Minggu,Pagi-Sore,313,Malam
4.74708E+15,Padmi Setiawan,laki-laki,"Jambi, 23-04-1987",36,S2,"Gerdu, Gabus, Pati, Jawa Tengah, Jawa, 59173, Indonesia",-6.83727739,111.0568994,50477,13,11,Full-time,Senin-Jumat,Pagi-Sore,269,Malam
2.43799E+15,"Nadia Handayani, M.Kom.",laki-laki,"Sulawesi Selatan, 09-05-1965",58,D4,"Banten, Jawa, Indonesia",-7.104257023,105.8953085,25920,9,20,Self-Employed,Senin-Jumat,Pagi-Malam,70,Sore
2.32068E+15,Kardi Wasita,perempuan,"Kepulauan Riau, 27-11-1988",35,SMA,"Nagrak, Sumedang, Jawa Barat, Indonesia",-6.693650173,107.9800208,87851,19,8,Self-Employed,Senin-Jumat,Sore-Malam,302,Pagi
5.91414E+15,drg. Nova Habibi,laki-laki,"Bengkulu, 01-12-1980",43,S1,"Jawa Tengah, Jawa, Indonesia",-6.305151032,110.3796704,35928,16,20,Employed,Senin-Jumat,Pagi-Sore,345,Malam
6.61027E+15,Humaira Situmorang,perempuan,"Jawa Barat, 14-01-1977",46,D4,"Pangandaran, Jawa Barat, Indonesia",-7.553819213,108.4612954,42574,5,10,Employed,Senin-Jumat,Pagi-Sore,352,Malam
4.87345E+15,Jinawi Pratiwi,laki-laki,"Riau, 25-04-1982",41,S1,"Kadipiro, Karanganyar, Jawa Tengah, Jawa, Indonesia",-7.716167957,111.0542506,17009,5,7,Self-Employed,Senin-Jumat,Pagi-Sore,219,Malam
3.97823E+15,Dono Haryanto,laki-laki,"DKI Jakarta, 18-01-1977",46,D4,"Kadujajar, Lebak, Banten, Indonesia",-6.769901438,106.0688695,48115,11,9,Part-time,Senin-Jumat,Pagi-Siang,118,Sore
7.26419E+15,"Rusman Wulandari, S.H.",laki-laki,"Sulawesi Tengah, 01-02-1981",42,SMA,Address not found,-7.920908216,106.4546309,37058,10,6,Full-time,Senin-Jumat,Sore-Malam,106,Pagi
5.88433E+15,"Padma Mandasari, M.Ak",perempuan,"Sumatera Selatan, 03-02-1960",63,S1,"Sawangan, Kebumen, Jawa Tengah, Indonesia",-7.638525307,109.7083751,48302,1,7,Full-time,Senin-Jumat,Pagi-Sore,109,Malam
6.46806E+15,Harja Zulkarnain,laki-laki,"Kalimantan Barat, 05-05-1993",30,SMA,"Hegarmanah, Lebak, Banten, Indonesia",-6.819733677,106.2673671,40199,14,7,Full-time,Senin-Jumat,Pagi-Sore,25,Malam
9.23509E+15,Jati Mandasari,perempuan,"Sulawesi Tenggara, 17-10-1969",54,SD,"Jawa Tengah, Jawa, Indonesia",-6.563881515,109.2896504,57763,17,20,Full-time,Senin-Jumat,Pagi-Sore,331,Malam
9.22452E+15,Ratih Permata,perempuan,"Jambi, 07-05-1975",48,SMA,"Grobogan, Jawa Tengah, Jawa, Indonesia",-7.010564977,111.1715887,95428,17,1,Full-time,Senin-Minggu,Pagi-Sore,145,Malam
6.47783E+15,Dadap Nuraini,laki-laki,"Banten, 30-09-1993",30,D4,"Plosorejo, Curug, Grobogan, Jawa Tengah, Jawa, 58165, Indonesia",-7.009443819,110.6341428,95723,14,18,Self-Employed,Senin-Jumat,Sore-Malam,57,Siang
7.12461E+15,Farhunnisa Wibowo,laki-laki,"Maluku, 04-05-1988",35,SD,"Jawa Barat, Jawa, Indonesia",-7.56683273,107.1970591,45689,1,1,Employed,Senin-Jumat,Sore-Malam,73,Pagi
6.78577E+15,Ir. Darmanto Nashiruddin,laki-laki,"Kalimantan Tengah, 08-07-1998",25,S2,"Banyutowo, Pati, Jawa Tengah, Jawa, Indonesia",-6.4498625,111.0661171,11788,19,6,Part-time,Senin-Jumat,Sore-Malam,162,Siang
6.55777E+15,"Pangestu Siregar, S.Pt",perempuan,"Jawa Tengah, 02-11-1973",50,SMA,"Warungpring, Pemalang, Jawa Tengah, Jawa, Indonesia",-7.070160802,109.2534587,79098,4,13,Retired,,,69,Pagi
9.48957E+15,"R.A. Zamira Utami, S.I.Kom",laki-laki,"Bali, 26-07-1998",25,SMA,"Jawa Timur, Jawa, Indonesia",-6.647512555,111.8864401,60124,10,19,Full-time,Senin-Jumat,Malam-Pagi,201,Siang
6.42988E+15,"Humaira Nuraini, M.M.",laki-laki,"Jambi, 14-09-1998",25,SMA,"Girijaya, Garut, Jawa Barat, Indonesia",-7.067771956,108.0129669,54320,4,15,Part-time,Senin-Jumat,Malam-Pagi,263,Pagi
7.81165E+15,Dr. Arsipatra Padmasari,perempuan,"Nusa Tenggara Timur, 23-04-1970",53,S1,Address not found,-7.968402791,107.8376249,19249,13,15,Employed,Senin-Jumat,Sore-Malam,244,Siang
6.76676E+15,Nova Suryono,laki-laki,"Sulawesi Utara, 06-10-1971",52,SMA,"Jawa Tengah, Jawa, Indonesia",-6.634136511,110.384449,882,12,5,Employed,Senin-Jumat,Pagi-Sore,331,Malam
1.74523E+15,"Ridwan Hakim, M.Kom.",perempuan,"Jambi, 01-03-1999",24,S2,"Kudumulya, Jawa Barat, 45191, Indonesia",-6.872651442,108.729195,34542,17,1,Self-Employed,Senin-Jumat,Pagi-Sore,83,Malam
9.71534E+15,Mitra Mansur,perempuan,"Sumatera Barat, 11-12-1981",42,SMA,"Kebon Cau, Sumedang, Jawa Barat, Indonesia",-6.732312445,108.1362504,95484,7,18,Employed,Senin-Jumat,Pagi-Sore,68,Malam
7.28262E+15,"Aisyah Prasetyo, M.TI.",perempuan,"Aceh, 12-08-1995",28,S1,"Jambudipa, Bandung Barat, Jawa Barat, 40551, Indonesia",-6.806841816,107.5711702,80531,1,9,Employed,Senin-Jumat,Pagi-Sore,160,Malam
3.72516E+15,Hendra Wulandari,laki-laki,"Bengkulu, 29-06-1981",42,S1,Address not found,-7.989724391,109.2148521,57724,19,10,Full-time,Senin-Jumat,Pagi-Malam,287,Siang
4.348E+15,Empluk Astuti,perempuan,"Bengkulu, 15-10-1985",38,SD,"Jawa Barat, Jawa, Indonesia",-6.314835563,108.6579413,82918,16,16,Employed,Senin-Jumat,Sore-Malam,182,Siang
8.16286E+15,Farah Suartini,laki-laki,"Papua, 23-10-1973",50,S2,"Selorejo, Jombang, Jawa Timur, Jawa, Indonesia",-7.604068875,112.3076528,82243,13,1,Full-time,Senin-Jumat,Pagi-Sore,224,Malam
9.97223E+15,Raden Waluyo,perempuan,"Jawa Tengah, 30-03-1974",49,S3,"Jawa Timur, Jawa, Indonesia",-6.301044065,111.8635417,83902,4,1,Self-Employed,Senin-Jumat,Malam-Pagi,240,Siang
1.24532E+15,"Vanesa Suryatmi, M.Pd",perempuan,"Sulawesi Utara, 25-08-1962",61,D4,"Jawa Tengah, Jawa, Indonesia",-6.371213229,109.5740861,74445,8,13,Full-time,Senin-Jumat,Siang-Sore,104,Pagi
4.59949E+15,Bakiman Adriansyah,laki-laki,"Kepulauan Bangka Belitung, 11-05-1966",57,SMA,"Rendeng, Rembang, Jawa Tengah, Jawa, 59262, Indonesia",-6.808803167,111.5150897,13936,5,8,Self-Employed,Senin-Jumat,Sore-Malam,281,Pagi
6.65407E+15,Ratih Widiastuti,laki-laki,"Sulawesi Tenggara, 26-04-1973",50,S2,"Kamal, Dukuhseti, Pati, Jawa Tengah, Jawa, Indonesia",-6.466104875,111.0476843,9164,18,5,Employed,Senin-Jumat,Pagi-Sore,165,Malam
4.13538E+15,"Kiandra Yolanda, S.Psi",laki-laki,"Kepulauan Bangka Belitung, 20-07-1977",46,SMA,"Sayutan, Magetan, Jawa Timur, Jawa, Indonesia",-7.76866214,111.2953575,61314,14,1,Employed,Senin-Jumat,Pagi-Sore,76,Malam
5.23367E+15,R.A. Yessi Hidayat,perempuan,"Sulawesi Selatan, 15-01-1987",36,D4,"Jawa Barat, Jawa, Indonesia",-7.547555123,107.4382588,47573,11,10,Self-Employed,Senin-Jumat,Pagi-Malam,85,Sore
6.83399E+15,"Ir. Wulan Widiastuti, M.Pd",perempuan,"DKI Jakarta, 16-11-1970",53,SMA,"Sukamurni, Garut, Jawa Barat, 44181, Indonesia",-7.357967372,107.8945349,71184,9,12,Self-Employed,Senin-Jumat,Pagi-Sore,275,Malam
7.30566E+15,"Opung Yuniar, M.Kom.",perempuan,"Aceh, 12-07-1977",46,S1,"Jayamanik, Lebak, Banten, Indonesia",-6.504258297,106.2428924,44262,20,3,Full-time,Senin-Jumat,Siang-Malam,329,Pagi
1.66365E+15,"R.A. Ratna Mulyani, S.Gz",perempuan,"Sumatera Utara, 30-10-2000",23,S1,"Jawa Tengah, Jawa, Indonesia",-6.720775704,110.2469816,50748,11,4,Employed,Senin-Jumat,Siang-Sore,309,Pagi
3.3105E+15,Pranata Purwanti,laki-laki,"Kepulauan Bangka Belitung, 25-11-1986",37,D4,Address not found,-7.855354386,106.2990415,84095,6,4,Part-time,Senin-Jumat,Pagi-Siang,278,Malam
2.60805E+15,Hani Manullang,perempuan,"Sulawesi Tenggara, 26-04-1995",28,D3,"Juntinyuat, Kabupaten Indramayu, Jawa Barat, Indonesia",-6.410346093,108.4441441,22746,15,12,Full-time,Senin-Jumat,Sore-Malam,355,Pagi
5.68965E+15,Mitra Haryanto,laki-laki,"Bengkulu, 11-06-1977",46,S1,"Sonorejo, Blora, Jawa Tengah, Jawa, Indonesia",-6.954664429,111.4054486,76384,4,8,Employed,Senin-Jumat,Pagi-Sore,103,Malam
1.11312E+15,"Cut Umi Permata, S.I.Kom",perempuan,"Papua Barat, 07-05-1971",52,S1,Address not found,-7.789305651,106.1533289,40236,11,10,Part-time,Senin-Jumat,Pagi-Siang,146,Sore
6.37964E+15,Zelda Zulkarnain,laki-laki,"DKI Jakarta, 09-04-1982",41,S1,"Wiroko, Wonogiri, Jawa Tengah, Jawa, 57677, Indonesia",-7.964753298,111.0701399,40235,20,4,Self-Employed,Senin-Minggu,Pagi-Sore,81,Malam
6.02961E+15,"Ir. Jessica Prasetya, S.Sos",laki-laki,"Nusa Tenggara Timur, 02-09-1977",46,SMA,"Jawa Tengah, Jawa, Indonesia",-6.50347856,110.4273657,19913,14,2,Self-Employed,Senin-Jumat,Pagi-Sore,85,Malam
5.61364E+15,Hafshah Jailani,perempuan,"Sulawesi Tenggara, 27-04-1979",44,D3,"Pengempon, Kebumen, Jawa Tengah, Jawa, 54364, Indonesia",-7.631341196,109.6208734,35678,17,12,Full-time,Senin-Minggu,Sore-Malam,74,Siang
6.95515E+15,Gaman Saptono,laki-laki,"Kalimantan Timur, 30-05-1963",60,D4,"Cikalongsari, Jawa Barat, Indonesia",-6.382277217,107.5497048,81470,12,6,Full-time,Senin-Jumat,Malam-Pagi,326,Pagi
4.0981E+15,"Tirta Nainggolan, M.Pd",laki-laki,"Kalimantan Selatan, 31-05-1972",51,S2,"Cinisti, Garut, Jawa Barat, Indonesia",-7.294304845,107.8445329,89602,20,1,Full-time,Senin-Jumat,Pagi-Sore,100,Malam
6.86013E+15,Safina Namaga,perempuan,"Kalimantan Selatan, 27-11-1988",35,D3,"Jebol, Jepara, Jawa Tengah, Jawa, 59465, Indonesia",-6.732189345,110.7497046,96285,4,2,Retired,,,49,Malam
4.6065E+15,"Cut Uli Farida, S.E.I",perempuan,"Bengkulu, 31-10-1988",35,SMA,"Putridalem, Majalengka, Jawa Barat, Jawa, Indonesia",-6.640128804,108.2587051,27039,20,19,Full-time,Senin-Jumat,Malam-Pagi,16,Pagi
5.70806E+15,Hesti Sudiati,laki-laki,"DKI Jakarta, 30-10-1973",50,D3,"Bandung, Jawa Barat, Indonesia",-7.207877481,107.280192,87007,4,11,Part-time,Senin-Jumat,Pagi-Siang,350,Sore
3.94182E+15,"Adhiarja Halimah, M.Farm",perempuan,"Maluku, 15-06-1979",44,SMA,"Kudangwangi, Sumedang, Jawa Barat, Indonesia",-6.726557262,108.1500529,64685,2,13,Self-Employed,Senin-Jumat,Sore-Malam,347,Pagi
5.66019E+15,"Gaman Kusmawati, S.Kom",perempuan,"Sulawesi Tenggara, 05-04-1982",41,S1,"Jawa Timur, Jawa, Indonesia",-6.826223965,112.1664837,48152,15,19,Self-Employed,Senin-Jumat,Pagi-Siang,167,Malam
2.28877E+15,Betania Tampubolon,laki-laki,"Kepulauan Bangka Belitung, 03-02-1981",42,SMA,Address not found,-7.961084917,106.4038777,28634,12,14,Self-Employed,Senin-Minggu,Pagi-Sore,85,Malam
3.16575E+15,Taufan Wibowo,perempuan,"DI Yogyakarta, 16-09-1970",53,S3,"Jawa Tengah, Jawa, Indonesia",-6.389001263,109.7407804,63140,19,20,Part-time,Senin-Minggu,Sore-Malam,296,Pagi
3.99771E+15,Perkasa Suryono,perempuan,"Sulawesi Tengah, 02-02-1982",41,SMA,Address not found,-7.879363794,106.9920635,11278,1,3,Full-time,Senin-Minggu,Malam-Pagi,227,Pagi
6.52304E+15,"dr. Jumadi Hardiansyah, M.TI.",laki-laki,"Kepulauan Riau, 28-08-1978",45,SMA,"Jawa Barat, 41263, Indonesia",-6.402918244,107.6941885,60570,4,13,Full-time,Senin-Jumat,Pagi-Sore,343,Malam
7.97728E+15,Maryadi Kuswoyo,perempuan,"Kepulauan Riau, 26-11-1974",49,S2,"Banten, Jawa, Indonesia",-7.044252481,106.2009107,7780,11,12,Self-Employed,Senin-Jumat,Malam-Pagi,47,Siang
8.48751E+15,Banawi Yuniar,laki-laki,"Sulawesi Barat, 01-07-1978",45,D4,"Dukuhjati, Kabupaten Indramayu, Jawa Barat, Jawa, Indonesia",-6.510390241,108.4539451,8265,7,8,Self-Employed,Senin-Jumat,Siang-Sore,289,Pagi
5.87438E+15,Ella Lailasari,laki-laki,"Kalimantan Selatan, 25-09-1989",34,SD,"Cisarua, Bogor, Jawa Barat, 16750, Indonesia",-6.671181218,106.9353421,46635,4,16,Part-time,Senin-Jumat,Sore-Malam,17,Pagi
6.85396E+15,Drs. Mutia Wibowo,perempuan,"Maluku Utara, 17-11-1963",60,S1,"Balong, Randusari, Kendal, Jawa Tengah, Jawa, 51353, Indonesia",-6.943395922,110.0777669,37982,10,13,Full-time,Senin-Jumat,Pagi-Sore,69,Malam
8.65887E+15,Rahman Usada,laki-laki,"Papua, 20-01-1974",49,SMP,"Kutamaneuh, Jawa Barat, Indonesia",-6.481399045,107.2745177,22257,18,13,Employed,Senin-Jumat,Malam-Pagi,136,Pagi
5.05027E+15,H. Kawaya Sihombing,laki-laki,"Bengkulu, 27-12-1990",33,SMA,"Jawa Timur, Jawa, Indonesia",-6.398003074,112.1251385,69514,6,17,Employed,Senin-Minggu,Pagi-Sore,209,Malam
7.14368E+15,Kuncara Hasanah,laki-laki,"Kepulauan Bangka Belitung, 17-06-1964",59,S1,Address not found,-7.673847994,106.1903115,82304,6,3,Employed,Senin-Jumat,Sore-Malam,31,Siang
5.29216E+15,"Kasusra Pratama, M.M.",perempuan,"Bengkulu, 23-06-1964",59,SD,"Cimayang, Lebak, Banten, Indonesia",-6.650048289,106.1940008,98829,7,14,Employed,Senin-Jumat,Pagi-Malam,125,Sore
6.17921E+15,"T. Garang Lazuardi, M.TI.",laki-laki,"Kalimantan Barat, 22-05-1975",48,SMA,"Punthukrejo, Tegalmade, Sukoharjo, Jawa Tengah, Jawa, 57554, Indonesia",-7.612996178,110.846435,49029,1,6,Employed,Senin-Minggu,Pagi-Sore,96,Malam
9.27307E+15,Indah Nurdiyanti,laki-laki,"Riau, 24-04-1995",28,SD,"Botoreco, Blora, Jawa Tengah, Indonesia",-7.122340396,111.2742256,68277,19,12,Employed,Senin-Jumat,Pagi-Sore,298,Malam
3.82547E+15,Dimas Gunarto,perempuan,"Kalimantan Tengah, 15-10-1978",45,D3,"Jeblogan, Jawa Timur, Jawa, Indonesia",-7.436337724,111.3308527,22221,20,1,Employed,Senin-Jumat,Siang-Malam,114,Pagi
9.35795E+15,Puspa Tampubolon,laki-laki,"Aceh, 05-09-1990",33,S1,"Sawangan, Cilacap, Jawa Tengah, Jawa, Indonesia",-7.590021028,108.9740127,83113,1,7,Self-Employed,Senin-Jumat,Malam-Pagi,169,Siang
4.50415E+15,Anastasia Mahendra,perempuan,"Bali, 12-09-1987",36,SMP,"Kragilan, Purworejo, Jawa Tengah, Jawa, Indonesia",-7.633671758,109.9781479,9074,18,4,Part-time,Senin-Jumat,Malam-Pagi,300,Pagi
6.93862E+15,Novi Anggraini,laki-laki,"Sulawesi Tengah, 24-07-1994",29,S2,"Kompa, Sukabumi, Jawa Barat, Indonesia",-6.825777,106.7447887,18230,8,7,Full-time,Senin-Jumat,Pagi-Malam,285,Sore
4.41317E+15,Kenari Laksmiwati,laki-laki,"Sulawesi Selatan, 24-11-1971",52,S1,"Sirnaresmi, Sukabumi, Jawa Barat, 43156, Indonesia",-6.938626059,106.8488866,83425,20,16,Self-Employed,Senin-Jumat,Pagi-Malam,245,Siang
9.55069E+15,Umaya Mandasari,perempuan,"Sulawesi Barat, 24-05-1992",31,SMA,Address not found,-7.770686711,106.1158855,11829,16,10,Employed,Senin-Jumat,Sore-Malam,69,Pagi
8.04848E+15,Gamani Adriansyah,perempuan,"Jambi, 22-04-1966",57,S1,"Purwasari, Ciamis, Jawa Barat, Jawa, Indonesia",-7.151917506,108.3963288,34080,9,12,Full-time,Senin-Jumat,Malam-Pagi,278,Siang
3.64349E+15,drg. Sadina Safitri,perempuan,"Kepulauan Riau, 09-11-1989",34,D4,"Brebes, Jawa Tengah, Jawa, 52122, Indonesia",-6.76340002,109.1378919,566,15,16,Full-time,Senin-Jumat,Pagi-Malam,148,Siang
5.60192E+15,Cahyono Pudjiastuti,perempuan,"Riau, 21-01-1987",36,SMA,"Karangcombong, Lebak, Banten, Indonesia",-6.628501471,106.2785822,60493,20,12,Full-time,Senin-Minggu,Siang-Sore,304,Pagi
7.45283E+15,Cahyanto Mahendra,laki-laki,"Lampung, 26-02-1981",42,SD,"Muktijaya, Kabupaten Bekasi, Jawa Barat, 17320, Indonesia",-6.389134875,107.0513513,15339,17,20,Employed,Senin-Jumat,Siang-Malam,259,Pagi
6.21914E+15,Mila Rahimah,perempuan,"Kalimantan Barat, 26-12-1964",59,SMP,"Jawa Tengah, Jawa, Indonesia",-6.737448649,109.8876418,43618,20,17,Self-Employed,Senin-Minggu,Pagi-Sore,260,Malam
6.92981E+15,Wirda Damanik,laki-laki,"Sulawesi Barat, 08-03-1994",29,S3,"Klumpit, Madiun, Jawa Timur, Indonesia",-7.550393591,111.558587,53627,3,17,Full-time,Sabtu-Minggu,Pagi-Sore,310,Malam
8.84274E+15,Kacung Anggraini,laki-laki,"Jawa Barat, 21-05-1969",54,SD,"Karangmalang, Doreng, Demak, Jawa Tengah, Jawa, 58165, Indonesia",-6.975708951,110.6824708,35248,2,2,Full-time,Senin-Jumat,Pagi-Sore,72,Malam
8.23235E+15,R.M. Hendri Andriani,laki-laki,"DKI Jakarta, 03-06-1991",32,D4,"Padas, Madiun, Jawa Timur, Indonesia",-7.756623978,111.6414184,84940,18,14,Part-time,Senin-Jumat,Siang-Sore,287,Pagi
6.92131E+15,Uli Saptono,laki-laki,"Papua Barat, 17-11-1996",27,S1,"Trek Merapi via Sapuangin, Tegalmulyo, Sidorejo, Kemalang, Klaten, Jawa Tengah, Jawa, 55583, Indonesia",-7.560775931,110.468746,90222,10,10,Part-time,Senin-Jumat,Siang-Sore,233,Pagi
7.07679E+15,Ibun Pranowo,perempuan,"Sumatera Utara, 15-11-1975",48,D4,"Sempu, Pacitan, Jawa Timur, Jawa, Indonesia",-7.992837436,111.2153176,68278,12,3,Self-Employed,Senin-Jumat,Pagi-Sore,307,Malam
9.08056E+15,Ivan Hartati,laki-laki,"Maluku, 23-07-1990",33,S2,"Ngaglik, Kasiman, Bojonegoro, Jawa Timur, 58312, Indonesia",-7.117192601,111.6310057,50561,17,20,Full-time,Senin-Jumat,Pagi-Siang,328,Sore
5.71825E+15,Laila Padmasari,perempuan,"Sulawesi Utara, 03-07-1970",53,SD,"Jawa Barat, Jawa, Indonesia",-7.922621447,108.6370349,90205,10,20,Full-time,Senin-Jumat,Pagi-Sore,72,Malam
2.21717E+15,R. Kani Hartati,laki-laki,"Kalimantan Timur, 18-09-1973",50,SMP,"Bojonegoro, Jawa Timur, Jawa, Indonesia",-7.359271018,111.5523202,60604,5,20,Employed,Senin-Jumat,Pagi-Malam,210,Siang
3.30857E+15,Dt. Nyoman Palastri,perempuan,"Lampung, 26-07-1995",28,D4,"Montong, Tuban, Jawa Timur, 62357, Indonesia",-6.926247049,111.9110554,32773,6,15,Employed,Senin-Jumat,Pagi-Sore,295,Malam
