debtor_nik,debtor_name,debtor_gender,debtor_birth_place,debtor_age,debtor_address,debtor_zip,debtor_rt,debtor_rw,debtor_marital_status,debtor_occupation_group,debtor_company,debtor_number,debtor_occupation,collection_day_type,best_collection_time,loan_amount,debtor_education_level,credit_score,tenure,payment_history_12,payment_history_11,payment_history_10,payment_history_9,payment_history_8,payment_history_7,payment_history_6,payment_history_5,payment_history_4,payment_history_3,payment_history_2,payment_history_1,aging,previous_payment_status,previous_collection_method,best_collection_method,debtor_latitude,debtor_longitude
8464145281859457,Yuliana Lailasari,laki-laki,"Nusa Tenggara Barat, 25-11-1996",27,"Gg. Jakarta No. 46
Tanjungpinang, JA 99218",99218,7,18,Belum menikah,Pengusaha,Perum Prayoga,+62 (072) 414 2710,WIRASWASTA,Hari kerja,"pagi, malam",109964931,SMP,552,25,0,0,1,2,3,4,0,1,2,3,4,5,Diragukan,Bermasalah,Field,Field,-7.758894,111.068031
7539843631066163,Ghaliyati Saefullah,perempuan,"DKI Jakarta, 17-02-1982",41,"Gg. Ciwastra No. 507
Surakarta, BT 90577",90577,3,18,Menikah,Pegawai Swasta,Perum Prakasa Sihombing,+62 (058) 254 8365,KARYAWAN SWASTA,Hari kerja,malam,133109326,Tidak sekolah,540,30,0,1,0,1,2,3,0,1,2,3,0,1,Dalam Perhatian Khusus,Bermasalah,Telepon,Telepon,-8.199842,107.472764
2918445067727012,Ridwan Laksmiwati,laki-laki,"Bali, 21-07-1991",32,"Gang PHH. Mustofa No. 0
Lubuklinggau, RI 24914",24914,1,4,Cerai hidup,Pengusaha,PT Hardiansyah Hasanah,+62 (0622) 344-7751,MENGURUS RUMAH TANGGA,Hari kerja,"pagi, malam",50308962,D-4,900,13,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Lancar,WhatsApp,WhatsApp,-6.938013,112.548495
9009646232804854,Galar Wahyuni,perempuan,"Kalimantan Tengah, 24-09-1985",38,"Jl. Joyoboyo No. 69
Bandar Lampung, Maluku 33269",33269,12,9,Menikah,Pegawai Negeri,PD Hutagalung Sitompul Tbk,+62 (304) 978-6444,PERANGKAT DESA,Hari kerja,malam,80547344,D-3,544,16,1,2,0,0,0,0,0,1,2,3,4,0,Kurang Lancar,Lancar,Field,Field,-6.091547,112.682578
1598746496821974,"T. Edward Uyainah, S.IP",laki-laki,"Sulawesi Barat, 04-10-1986",37,"Jalan Raya Setiabudhi No. 4
Magelang, RI 79183",79183,2,18,Belum menikah,Pegawai Negeri,Perum Pangestu Prayoga (Persero) Tbk,+62 (422) 651-6273,KEPOLISIAN RI,Akhir pekan,"pagi, sore, malam",105333756,SMA,297,23,1,2,3,0,1,2,3,4,5,6,0,1,Diragukan,Bermasalah,Telepon,Field,-7.390372,113.396543
8665875922630389,Kartika Widiastuti,perempuan,"Jawa Timur, 28-10-1993",30,"Jalan W.R. Supratman No. 521
Tasikmalaya, YO 05282",5282,14,4,Cerai mati,Buruh,Perum Habibi,+62 (059) 634-6434,TUKANG LISTRIK,Akhir pekan,"pagi, malam",54036902,D-3,642,12,0,1,2,3,0,1,2,3,0,1,0,0,Dalam Perhatian Khusus,Lancar,Telepon,WhatsApp,-7.287697,112.00599
8104693333500169,Rusman Haryanto,perempuan,"Nusa Tenggara Barat, 08-01-1974",49,"Gang Raya Ujungberung No. 005
Palembang, Sumatera Barat 90913",90913,12,10,Belum menikah,Pegawai Negeri,PT Napitupulu Pradana,+62 (803) 183 9486,KARYAWAN BUMD,Hari kerja,malam,80515182,D-2,715,15,0,0,0,1,2,0,1,2,0,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-6.329271,109.674136
9883029681275571,Sidiq Aryani,laki-laki,"Jawa Tengah, 13-07-1964",59,"Gang Pasir Koja No. 1
Balikpapan, DI Yogyakarta 95907",95907,20,9,Belum menikah,Profesional,PT Hidayanto (Persero) Tbk,+62-33-092-3979,DOKTER,Akhir pekan,"pagi, sore, malam",52882750,D-4,529,10,0,0,0,0,0,1,2,3,4,0,0,0,Kurang Lancar,Lancar,Telepon,Telepon,-8.03855,107.077931
6955251104541279,"Belinda Palastri, M.M.",perempuan,"Sulawesi Barat, 20-08-1971",52,"Jl. Veteran No. 138
Tebingtinggi, DI Yogyakarta 83321",83321,2,18,Menikah,Profesional,CV Mustofa (Persero) Tbk,+62 (66) 711 3617,DOKTER,Hari kerja,malam,91816856,D-4,668,25,0,1,0,0,0,1,0,0,0,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-6.634785,111.942181
4456627246901596,Puti Melinda Oktaviani,perempuan,"Bali, 24-10-1961",62,"Gg. Cikutra Barat No. 35
Pasuruan, SU 21529",21529,11,18,Cerai mati,Profesional,PT Mayasari Maheswara,+62 (39) 891 8887,PIALANG,Hari kerja,malam,11530596,S-1,798,3,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Lancar,WhatsApp,WhatsApp,-7.373049,113.418049
4352270188862481,Kacung Rajata,perempuan,"Kalimantan Timur, 05-07-1998",25,"Gg. Moch. Toha No. 233
Palopo, ST 62460",62460,14,17,Menikah,Pengusaha,PD Salahudin Manullang,+62 (068) 998-4729,INDUSTRI,Hari kerja,"pagi, malam",19125944,S-2,589,4,0,1,0,0,0,0,0,0,0,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-6.439955,113.643572
5348484185776595,Ir. Irsad Hariyah,perempuan,"Sumatera Barat, 31-12-1962",61,"Jalan Yos Sudarso No. 595
Purwokerto, Banten 08058",8058,17,2,Belum menikah,Pegawai Swasta,PD Simbolon Tarihoran (Persero) Tbk,+62-040-213-6767,KARYAWAN HONORER,Hari libur nasional/cuti bersama,"pagi, sore, malam",15344594,SMA,429,3,0,1,0,0,0,0,0,0,0,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-6.641545,109.20852
8782480825152525,Yani Marbun,perempuan,"Jawa Timur, 15-03-1988",35,"Gang Antapani Lama No. 083
Kota Administrasi Jakarta Pusat, SN 31440",31440,10,19,Belum menikah,Buruh,PD Pratiwi Hardiansyah,+62 (015) 773-5409,TUKANG LISTRIK,Hari kerja,malam,39334462,D-2,491,13,0,1,2,3,0,1,2,3,4,0,1,2,Kurang Lancar,Bermasalah,Field,Field,-7.623279,110.435954
5656567209161539,"Sutan Dodo Salahudin, S.Pt",laki-laki,"Sulawesi Tengah, 10-07-1971",52,"Gang Jend. Sudirman No. 2
Mojokerto, AC 82122",82122,18,16,Cerai mati,Pengusaha,UD Iswahyudi,+62 (49) 869 7253,IMAM MESJID,Hari kerja,"pagi, malam",127849246,D-1,504,37,1,0,1,2,0,1,2,3,0,1,2,0,Dalam Perhatian Khusus,Lancar,Field,WhatsApp,-6.995741,106.339924
5397393315272804,"Dr. Rika Widodo, S.Kom",laki-laki,"Jambi, 29-03-1960",63,"Gg. Jamika No. 002
Purwokerto, SR 66168",66168,17,2,Cerai mati,Pegawai Negeri,PD Najmudin,+62-90-046-2782,KEPALA DESA,Hari kerja,malam,81193049,Tidak sekolah,367,17,0,0,0,0,1,2,3,4,5,0,1,2,Diragukan,Bermasalah,Field,Field,-7.508122,109.720325
4934969762419388,Mahfud Siregar,laki-laki,"Kalimantan Tengah, 07-09-1961",62,"Jalan S. Parman No. 704
Surabaya, Sulawesi Selatan 46174",46174,15,3,Cerai hidup,Pegawai Swasta,UD Prayoga,+62-80-880-5699,KARYAWAN HONORER,Hari kerja,malam,145191886,D-1,701,37,1,0,0,0,0,0,0,0,0,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-6.84043,106.299248
9689881984357833,"Galak Palastri, S.I.Kom",laki-laki,"Aceh, 29-12-1962",61,"Gang M.H Thamrin No. 1
Makassar, BB 73396",73396,20,11,Cerai mati,Profesional,Perum Wibowo,+62 (44) 067-4957,PERANCANG BUSANA,Akhir pekan,"pagi, sore, malam",96064636,D-4,671,24,0,1,0,0,0,0,0,1,0,0,1,0,Dalam Perhatian Khusus,Lancar,Telepon,WhatsApp,-7.557296,107.568434
2318409323469654,Ir. Vivi Kuswandari,perempuan,"Kalimantan Tengah, 02-03-1972",51,"Gg. Merdeka No. 05
Banjarbaru, KR 97928",97928,8,8,Cerai mati,Pengusaha,CV Wastuti Budiyanto,+62 (0959) 231 6938,USTADZ/MUBALIGH,Hari kerja,"pagi, malam",6805592,D-2,704,7,0,0,0,1,0,0,0,0,0,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-7.064045,113.058666
9153703221954328,Rahayu Hutasoit,laki-laki,"Sumatera Utara, 05-12-1988",35,"Gg. Gegerkalong Hilir No. 2
Banda Aceh, KI 69109",69109,14,15,Belum menikah,Pengusaha,Perum Astuti,+62 (35) 191-1544,TRANSPORTASI,Hari kerja,"pagi, malam",124967005,D-4,475,29,0,0,0,0,1,2,0,1,2,0,0,1,Dalam Perhatian Khusus,Bermasalah,WhatsApp,Telepon,-7.127133,113.845575
3350183455787847,H. Bambang Marpaung,perempuan,"Sulawesi Selatan, 08-04-1981",42,"Jalan Bangka Raya No. 66
Kota Administrasi Jakarta Utara, ST 56512",56512,13,2,Cerai mati,Pegawai Negeri,Perum Lazuardi,+62-835-343-6049,KARYAWAN BUMN,Hari kerja,malam,79748078,SD,652,25,0,0,0,0,0,1,0,0,1,2,0,0,Dalam Perhatian Khusus,Lancar,Telepon,WhatsApp,-8.069759,106.385013
1096489007453070,R. Heru Lazuardi,laki-laki,"Sumatera Utara, 29-03-1983",40,"Jalan Lembong No. 89
Prabumulih, SG 00787",787,12,1,Menikah,Pengusaha,UD Permata Lazuardi,+62 (0336) 058 5765,IMAM MESJID,Hari kerja,"pagi, malam",67225731,D-1,707,14,0,0,0,0,0,0,0,0,0,0,1,0,Dalam Perhatian Khusus,Lancar,Telepon,WhatsApp,-6.102539,109.063923
9260139696566238,Mutia Mandasari,perempuan,"Sulawesi Tengah, 05-02-1976",47,"Jl. Ahmad Yani No. 59
Pangkalpinang, Sulawesi Selatan 76209",76209,9,17,Menikah,Buruh,Perum Winarsih Mustofa,+62-0544-304-9534,TUKANG JAHIT,Hari kerja,malam,125045241,D-3,501,27,0,1,0,1,2,0,1,2,3,0,1,2,Dalam Perhatian Khusus,Bermasalah,Telepon,Telepon,-7.756736,109.222217
5157451508911589,"Dr. Jarwi Sitorus, S.E.I",laki-laki,"Riau, 24-11-1979",44,"Jalan Lembong No. 9
Denpasar, JA 64379",64379,9,4,Cerai hidup,Pegawai Negeri,CV Samosir,+62-77-386-3850,PERANGKAT DESA,Hari kerja,malam,50073540,Tidak sekolah,539,15,1,2,3,0,1,2,3,4,5,0,0,0,Diragukan,Lancar,Telepon,Telepon,-8.239275,106.245559
6821811831640123,Aris Dongoran,perempuan,"Papua, 17-07-1986",37,"Jalan Sukabumi No. 5
Palopo, BB 88430",88430,2,5,Belum menikah,Buruh,UD Rahmawati Yuniar (Persero) Tbk,+62-0124-551-1233,BURUH PETERNAKAN,Hari libur nasional/cuti bersama,"pagi, malam",163817062,D-1,451,42,0,0,1,0,1,2,3,0,1,2,3,4,Kurang Lancar,Bermasalah,Field,Field,-7.320533,107.180855
7634964821248032,Raina Usada,laki-laki,"DI Yogyakarta, 16-07-1978",45,"Gang Monginsidi No. 4
Probolinggo, Lampung 67808",67808,15,2,Menikah,Pegawai Negeri,Perum Wibisono (Persero) Tbk,+62 (888) 377 3658,KEPALA DESA,Hari kerja,malam,71932255,D-3,641,11,0,1,2,3,4,0,1,2,0,1,0,0,Kurang Lancar,Lancar,Telepon,Telepon,-7.505426,108.873859
1517117235579453,"Nasim Santoso, M.Farm",laki-laki,"Papua Barat, 26-09-1996",27,"Gang Kapten Muslihat No. 7
Sawahlunto, BT 18638",18638,1,11,Cerai hidup,Profesional,Perum Yolanda Tbk,+62-0510-786-6906,BIDAN,Hari kerja,malam,18437227,SMA,730,6,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Lancar,WhatsApp,WhatsApp,-6.914018,108.183797
4876347594201468,"Tgk. Gina Manullang, S.E.I",laki-laki,"Maluku, 23-08-1962",61,"Jalan Bangka Raya No. 29
Sorong, Kepulauan Riau 10166",10166,20,15,Cerai hidup,Profesional,PT Safitri,+62 (0642) 471-9413,PELAUT,Hari kerja,malam,60468244,D-3,879,19,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Lancar,WhatsApp,WhatsApp,-6.778235,109.01066
2668701963538781,"Tgk. Tari Prayoga, M.M.",laki-laki,"Jambi, 15-07-1981",42,"Jl. Rungkut Industri No. 9
Yogyakarta, JB 72544",72544,16,5,Cerai mati,Profesional,UD Usamah Purwanti (Persero) Tbk,+62 (045) 963-5835,DOKTER,Hari kerja,malam,125810723,SMA,347,28,0,1,2,3,0,1,2,0,1,2,3,4,Kurang Lancar,Bermasalah,Field,Field,-7.077911,110.6853
7875002986280771,Kurnia Tamba,perempuan,"Jawa Barat, 03-05-1988",35,"Jl. Waringin No. 79
Surabaya, KI 26107",26107,16,14,Cerai mati,Pegawai Swasta,CV Laksmiwati,+62-812-337-4253,KARYAWAN HONORER,Akhir pekan,"pagi, sore, malam",88234635,D-4,425,20,1,2,0,1,2,0,0,1,2,0,1,2,Dalam Perhatian Khusus,Bermasalah,Telepon,Telepon,-7.17214,112.032161
5122811207882582,"Mahmud Natsir, M.M.",perempuan,"Gorontalo, 05-01-1973",50,"Gang Lembong No. 58
Medan, RI 33137",33137,13,19,Belum menikah,Pengusaha,PD Lailasari,+62 (0507) 523 6345,BIARAWATI,Hari kerja,"pagi, malam",125772384,SMP,513,36,0,0,1,0,1,2,3,4,5,6,7,8,Macet,Bermasalah,Field,Field,-7.603687,111.021436
1993151209568890,Galang Nuraini,laki-laki,"Banten, 07-01-1987",36,"Gang Wonoayu No. 89
Blitar, Gorontalo 73699",73699,13,9,Cerai mati,Pengusaha,PT Pertiwi Kurniawan (Persero) Tbk,+62 (0925) 176 8351,SENIMAN,Hari kerja,"pagi, malam",97417973,SMP,730,19,0,0,0,0,0,0,0,0,1,0,0,1,Dalam Perhatian Khusus,Bermasalah,WhatsApp,Telepon,-8.268848,110.766368
6756266070014098,Agnes Wulandari,perempuan,"Sumatera Barat, 16-02-1977",46,"Gg. Jayawijaya No. 6
Lhokseumawe, SU 29077",29077,6,19,Cerai mati,Pengusaha,UD Lailasari (Persero) Tbk,+62 (185) 764-3456,PERDAGANGAN,Akhir pekan,"pagi, sore, malam",78919878,D-1,483,23,1,2,3,4,0,1,0,1,2,0,1,2,Kurang Lancar,Bermasalah,Field,Field,-6.75955,107.602522
3342461586745006,Hesti Hassanah,laki-laki,"Bali, 06-03-1992",31,"Jalan Kutisari Selatan No. 36
Kendari, Kalimantan Timur 24741",24741,9,2,Cerai hidup,Profesional,UD Purwanti Tbk,+62 (448) 417-3857,PENELITI,Hari kerja,malam,80393947,S-3,649,14,0,0,0,0,0,0,0,1,0,1,0,1,Dalam Perhatian Khusus,Bermasalah,Telepon,Telepon,-7.080587,111.976513
2404478936475385,Malik Hariyah,perempuan,"Sulawesi Selatan, 02-03-1994",29,"Gg. Setiabudhi No. 7
Lhokseumawe, Jambi 62311",62311,1,13,Cerai hidup,Pegawai Swasta,PT Dabukke (Persero) Tbk,+62-227-947-8852,KARYAWAN SWASTA,Hari kerja,malam,116425340,S-3,748,28,0,0,0,0,0,0,1,0,0,0,1,0,Dalam Perhatian Khusus,Lancar,Telepon,WhatsApp,-6.719697,110.486434
4855763267600046,"Victoria Saptono, S.E.I",laki-laki,"Sulawesi Barat, 09-09-1992",31,"Gg. Abdul Muis No. 096
Lubuklinggau, Kepulauan Riau 80624",80624,1,16,Belum menikah,Pegawai Swasta,PT Zulaika Tbk,+62-0844-241-0363,KARYAWAN HONORER,Hari kerja,malam,49338711,D-2,758,13,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Lancar,WhatsApp,WhatsApp,-7.595152,108.457985
3045434416659960,"Puti Mala Usamah, S.I.Kom",perempuan,"Bengkulu, 20-05-1973",50,"Gg. Lembong No. 2
Bima, SU 75430",75430,12,12,Cerai hidup,Buruh,PT Sitompul Salahudin,+62 (0384) 237 8440,TUKANG CUKUR,Hari kerja,malam,101431956,D-4,597,24,1,2,3,4,5,6,7,0,1,2,3,4,Macet,Bermasalah,Field,Field,-8.063964,113.832558
7263485506086224,Syahrini Nainggolan,laki-laki,"Jawa Barat, 29-08-1984",39,"Gang Raya Ujungberung No. 22
Bogor, SG 16539",16539,1,17,Menikah,Buruh,CV Handayani Januar Tbk,+62 (58) 214 7222,TUKANG JAHIT,Akhir pekan,"pagi, malam",100792511,S-3,533,31,1,0,0,0,0,1,0,1,2,3,4,5,Diragukan,Bermasalah,Field,Field,-8.05718,107.269999
1534632912201644,R.A. Oni Setiawan,laki-laki,"Kalimantan Selatan, 06-09-1989",34,"Jl. Ciumbuleuit No. 46
Gorontalo, Jawa Barat 31508",31508,11,15,Cerai hidup,Profesional,PT Suryono Tbk,+62 (035) 099-6695,PENELITI,Hari kerja,malam,51304182,SMA,549,12,0,0,0,0,0,0,1,2,3,4,5,0,Diragukan,Lancar,Field,Field,-7.74789,111.496945
9667567204329496,Lulut Salahudin,perempuan,"Jawa Barat, 12-10-1985",38,"Gg. Cikutra Barat No. 13
Denpasar, MU 87048",87048,17,2,Menikah,Pengusaha,PT Kusumo Astuti,+62 (787) 502-3999,PERDAGANGAN,Hari kerja,"pagi, malam",44930891,S-1,557,5,0,1,2,0,0,0,0,0,0,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-7.733804,107.311385
7708817746535116,Bakijan Maryati,perempuan,"Kalimantan Utara, 22-05-1999",24,"Gg. Raya Ujungberung No. 5
Palopo, Jambi 99883",99883,11,1,Menikah,Buruh,PT Novitasari Nuraini (Persero) Tbk,+62 (130) 608 2184,BURUH HARIAN LEPAS,Akhir pekan,"pagi, malam",21477275,SMA,414,3,1,2,0,0,0,0,0,0,0,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-6.207971,113.837545
6982768825673602,Laras Siregar,laki-laki,"Sulawesi Selatan, 20-01-1986",37,"Jl. Moch. Ramdan No. 200
Makassar, Sumatera Selatan 93655",93655,17,13,Cerai mati,Buruh,PT Latupono,+62-037-301-7288,TUKANG SOL SEPATU,Hari kerja,malam,68295858,D-1,487,22,1,0,1,2,3,4,5,6,7,0,1,0,Macet,Lancar,Field,Field,-7.186849,112.521808
8098796184500201,"R.M. Jinawi Prastuti, S.I.Kom",perempuan,"Jawa Tengah, 30-06-2000",23,"Jalan Rajawali Timur No. 27
Kota Administrasi Jakarta Barat, Sumatera Barat 63542",63542,8,4,Menikah,Profesional,PT Rahmawati (Persero) Tbk,+62 (01) 432-5351,PENTERJEMAH,Akhir pekan,"pagi, sore, malam",9939950,Tidak sekolah,547,3,1,2,0,0,0,0,0,0,0,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-7.287917,113.190705
3728750290615376,Gatot Haryanti,laki-laki,"Kalimantan Timur, 25-03-1999",24,"Gang Cikutra Timur No. 43
Kendari, Maluku Utara 72576",72576,17,18,Belum menikah,Pegawai Swasta,UD Utama Usamah,+62 (60) 526-1390,KARYAWAN HONORER,Akhir pekan,"pagi, sore, malam",1000000,SMA,528,3,1,2,0,0,0,0,0,0,0,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-7.396296,112.065818
1501428321626025,"R.M. Bakiadi Gunawan, S.Gz",laki-laki,"Maluku, 19-11-1965",58,"Jl. PHH. Mustofa No. 8
Medan, Nusa Tenggara Barat 46510",46510,2,1,Cerai mati,Pegawai Swasta,CV Andriani,+62-018-906-3873,KARYAWAN HONORER,Hari kerja,malam,91937640,D-3,802,23,0,0,0,0,1,0,0,0,0,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-6.379186,109.517095
3066092055830899,Puput Halim,perempuan,"Lampung, 10-11-1980",43,"Gang Jend. Sudirman No. 8
Singkawang, Maluku 95555",95555,5,19,Cerai mati,Pengusaha,CV Nasyiah Usada (Persero) Tbk,+62 (0353) 334 5685,WIRASWASTA,Hari kerja,"pagi, malam",43280224,SD,434,11,1,0,1,0,1,2,0,0,0,1,0,0,Dalam Perhatian Khusus,Lancar,Telepon,WhatsApp,-6.639504,110.118379
3768850033556217,Icha Widodo,perempuan,"Jawa Timur, 18-07-1967",56,"Gg. Dipenogoro No. 2
Jambi, KB 27572",27572,14,8,Belum menikah,Buruh,UD Megantara (Persero) Tbk,+62-0990-083-9291,BURUH HARIAN LEPAS,Hari kerja,malam,59733538,D-3,750,20,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Lancar,WhatsApp,WhatsApp,-7.448073,113.237243
4324176407702012,Lala Sinaga,perempuan,"Kalimantan Barat, 06-11-1980",43,"Jl. Cikapayang No. 3
Sawahlunto, DI Yogyakarta 90620",90620,8,11,Menikah,Profesional,PT Firmansyah (Persero) Tbk,+62 (47) 397-3494,TABIB,Hari kerja,malam,84599006,D-3,611,21,1,2,3,0,1,0,0,1,2,3,0,1,Dalam Perhatian Khusus,Bermasalah,Telepon,Telepon,-6.967351,113.970233
9921987384674983,Hj. Ella Napitupulu,laki-laki,"Jawa Timur, 07-07-1966",57,"Jl. Kapten Muslihat No. 8
Malang, Kepulauan Riau 06479",6479,8,9,Cerai mati,Pengusaha,PT Uyainah,+62 (000) 416 1368,IMAM MESJID,Hari kerja,"pagi, malam",53008164,S-2,679,14,0,1,0,0,0,0,0,0,0,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-8.253915,113.175354
5474215920893057,Wisnu Haryanti,perempuan,"Bengkulu, 24-08-1966",57,"Gang Pasir Koja No. 314
Blitar, Jambi 12943",12943,1,11,Cerai hidup,Pegawai Negeri,Perum Wijaya Uyainah,+62 (08) 213-8047,PERANGKAT DESA,Hari kerja,malam,111732940,D-3,570,24,0,1,2,0,1,0,0,1,2,3,0,1,Dalam Perhatian Khusus,Bermasalah,Telepon,Telepon,-6.340729,110.260518
1980481904803569,Luluh Saputra,perempuan,"Aceh, 25-07-1994",29,"Jalan Gegerkalong Hilir No. 09
Banjarmasin, JK 02026",2026,7,13,Menikah,Profesional,PD Simanjuntak Uyainah,+62-0784-969-3015,PENGACARA,Akhir pekan,"pagi, sore, malam",89751533,S-1,726,18,0,0,0,0,1,0,0,0,0,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-7.594852,112.059097
8312356831553047,Asirwanda Halim,laki-laki,"Papua Barat, 03-10-1976",47,"Gang Erlangga No. 18
Manado, Nusa Tenggara Barat 23143",23143,12,1,Belum menikah,Profesional,CV Rahayu (Persero) Tbk,+62 (084) 107-8234,PENATA RAMBUT,Hari kerja,malam,28311569,D-4,543,7,0,0,1,0,1,0,0,0,0,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-7.484007,112.495712
5610638799741485,Taufik Halimah,laki-laki,"Maluku Utara, 28-08-1969",54,"Gg. Pelajar Pejuang No. 0
Probolinggo, Maluku 40708",40708,17,15,Cerai mati,Pengusaha,UD Pudjiastuti Zulaika,+62 (066) 769 1678,PERDAGANGAN,Hari kerja,"pagi, malam",34299884,S-2,591,7,1,0,1,0,1,2,0,0,0,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-7.570411,110.403002
2061694498512042,Jane Nababan,perempuan,"Sulawesi Selatan, 01-12-1961",62,"Jalan Gegerkalong Hilir No. 527
Kediri, Banten 32548",32548,19,1,Cerai mati,Pengusaha,PD Oktaviani Budiman,+62 (002) 088-4946,KONSTRUKSI,Hari kerja,"pagi, malam",91759630,SD,497,27,1,0,1,2,3,4,0,0,1,2,3,4,Kurang Lancar,Bermasalah,Field,Field,-6.548914,108.110909
1555949982546315,Martana Widodo,perempuan,"Jawa Tengah, 23-08-1965",58,"Gang M.T Haryono No. 27
Parepare, Sumatera Selatan 43153",43153,19,16,Cerai mati,Pegawai Negeri,PT Mulyani Setiawan,+62-431-296-0050,KARYAWAN BUMN,Hari kerja,malam,58684744,S-3,499,19,1,0,0,0,1,2,0,1,2,3,4,5,Diragukan,Bermasalah,Field,Field,-6.048659,107.748532
2928085881806060,"R. Dina Dabukke, S.Sos",laki-laki,"Sulawesi Selatan, 06-02-1998",25,"Jalan Cihampelas No. 790
Dumai, KI 20413",20413,19,14,Belum menikah,Buruh,Perum Kuswoyo,+62 (80) 458-4681,TUKANG SOL SEPATU,Akhir pekan,"pagi, malam",44697882,SMA,365,12,1,2,3,0,1,0,1,0,1,0,1,0,Dalam Perhatian Khusus,Lancar,Telepon,WhatsApp,-6.220041,109.362369
7529723994790145,Satya Mardhiyah,perempuan,"Sumatera Selatan, 13-03-1975",48,"Jalan Gegerkalong Hilir No. 12
Surabaya, Kalimantan Barat 02630",2630,6,12,Cerai mati,Pengusaha,CV Mangunsong,+62 (888) 760-7311,MENGURUS RUMAH TANGGA,Akhir pekan,"pagi, sore, malam",49621582,Tidak sekolah,643,12,1,0,0,0,1,0,0,1,0,1,2,0,Dalam Perhatian Khusus,Lancar,Field,WhatsApp,-8.115528,107.414683
2179421901491791,R.A. Jessica Haryanti,laki-laki,"Sulawesi Tenggara, 21-04-1978",45,"Jl. M.H Thamrin No. 19
Magelang, PA 75872",75872,15,8,Belum menikah,Pegawai Swasta,Perum Suartini Dongoran,+62 (362) 364 1724,KARYAWAN SWASTA,Hari kerja,malam,111189548,Tidak sekolah,492,29,1,2,3,0,1,2,3,0,0,1,2,0,Dalam Perhatian Khusus,Lancar,Field,WhatsApp,-7.500201,110.50745
8548494371620881,Yulia Sihotang,perempuan,"Sumatera Utara, 28-08-1994",29,"Jl. Suniaraja No. 6
Yogyakarta, Sumatera Barat 39766",39766,9,5,Cerai mati,Pegawai Swasta,PD Kuswoyo Farida Tbk,+62 (243) 837-3458,KARYAWAN SWASTA,Hari kerja,malam,51537365,SMA,686,17,0,0,1,0,0,0,1,0,0,1,0,0,Dalam Perhatian Khusus,Lancar,Telepon,WhatsApp,-8.036691,109.170369
5464735627851198,Tgk. Vega Farida,laki-laki,"Bengkulu, 28-06-1987",36,"Gang Cikutra Barat No. 74
Purwokerto, Sulawesi Selatan 23214",23214,1,11,Menikah,Profesional,PD Januar Tbk,+62 (042) 983 7952,BIDAN,Akhir pekan,"pagi, sore, malam",50333222,SD,500,18,1,2,3,4,0,0,0,0,1,2,3,4,Kurang Lancar,Bermasalah,Field,Field,-7.876939,112.429527
2616728449860773,"T. Kemal Suryatmi, S.Farm",perempuan,"Papua Barat, 05-08-1962",61,"Gang Dr. Djunjunan No. 2
Balikpapan, ST 02120",2120,15,11,Cerai mati,Buruh,Perum Maryadi Tbk,+62 (0617) 105 9213,SOPIR,Akhir pekan,"pagi, malam",82638807,SMP,403,14,1,2,3,4,0,1,0,0,1,0,0,1,Kurang Lancar,Bermasalah,Telepon,Field,-8.007941,106.762177
7207556473093080,R. Saadat Saputra,laki-laki,"Sulawesi Selatan, 19-07-1997",26,"Gg. Tubagus Ismail No. 62
Medan, BB 08722",8722,5,12,Belum menikah,Profesional,Perum Padmasari Wulandari,+62 (0867) 796 3907,PETANI/PEKEBUN,Hari kerja,malam,68558089,S-1,771,18,0,0,0,1,0,0,0,0,0,0,0,1,Dalam Perhatian Khusus,Bermasalah,WhatsApp,Telepon,-6.433927,108.364607
