debtor_nik,debtor_name,debtor_gender,debtor_birth_place,debtor_age,debtor_zip,debtor_rt,debtor_rw,debtor_address,debtor_number,bulan_1,bulan_2,bulan_3,bulan_4,bulan_5,bulan_6,bulan_7,bulan_8,bulan_9,bulan_10,bulan_11,bulan_12,loan_amount,tenor,billing_frequency,transaction_frequency,interest_rate,other_credit,monthly_income,home_ownership,employment_status,employment_status_duration,public_records,contact_frequency,dti,revolving_credit_balance,occupation,financial_situation,delay_history,amount_of_late_days,number_of_dependents,number_of_vehicles,number_of_complaints,external_factors,communication_channel,working_time,payment_patterns,payment_method,aging,collection_difficulty_score,collection_difficulty_category
6.46806E+15,Harja Zulkarnain,laki-laki,"Kalimantan Barat, 05-05-1993",30,40199,14,7,"Gg. M.H Thamrin No. 3
Salatiga, Sulawesi Barat 40199",+62 (076) 793-7219,0,0,0,0,0,0,0,0,0,0,0,0,61044000,36,33,76,0.3125,2,35608999.99,FALSE,Full-time,27,0,4,0.32,5478699,Laborer,HR,0,179,2,2,1,0,Telepon,Pagi - Sore,Awal Bulan,M-Banking,0,430,sulit
9.23509E+15,Jati Mandasari,perempuan,"Sulawesi Tenggara, 17-10-1969",54,57763,17,20,"Jalan Cempaka No. 049
Tidore Kepulauan, NT 57763",+62 (070) 517-0374,0,0,0,0,0,0,0,0,0,0,0,0,61044000,36,27,43,0.31,0,75033250.01,TRUE,Full-time,92,0,18,0.33,103759539,Professional,E,0,695,5,3,0,0,Telepon,Pagi - Sore,Awal Bulan,M-Banking,0,386,sulit
9.22452E+15,Ratih Permata,perempuan,"Jambi, 07-05-1975",48,95428,17,1,"Gang Pasir Koja No. 48
Purwokerto, JK 95428",+62-429-476-2911,0,0,0,0,0,0,0,0,0,0,0,0,183132000,60,6,6,0.261,0,50869999.99,FALSE,Employed,3,0,7,0.34,141438948,Waiter/Waitress,D,0,533,0,1,0,0,WA,Pagi - Sore,Awal Bulan,M-Banking,0,459,sulit
6.47783E+15,Dadap Nuraini,laki-laki,"Banten, 30-09-1993",30,95723,14,18,"Gg. Ciwastra No. 64
Bau-Bau, Sulawesi Utara 95723",+62 (0916) 291-8570,0,0,0,0,0,0,0,0,0,0,0,0,75541950,36,18,9,0.2427,0,216197500,FALSE,Full-time,40,0,37,0.13,284022471,Sales - Commission,E,0,975,0,2,0,0,Secara Langsung,Malam - Pagi,Awal Bulan,ATM,0,327,sedang
7.12461E+15,Farhunnisa Wibowo,laki-laki,"Maluku, 04-05-1988",35,45689,1,1,"Jl. Joyoboyo No. 0
Tarakan, Nusa Tenggara Timur 45689",+62 (31) 003-3860,0,0,0,0,0,0,0,0,0,0,0,0,69666465,36,9,8,0.1175,0,20347999.99,FALSE,Retired,98,0,6,1.02,40105908,Other,E,0,2017,2,5,0,0,Telepon,Pagi - Sore,Akhir Bulan,ATM,0,365,sedang
6.78577E+15,Ir. Darmanto Nashiruddin,laki-laki,"Kalimantan Tengah, 08-07-1998",25,11788,19,6,"Jalan Kutai No. 1
Bima, KI 11788",+62 (0245) 696-4567,0,0,0,0,0,0,0,0,0,0,0,0,45798261,36,7,13,0.2,2,33574200,TRUE,Full-time,46,0,12,0.15,1755015,Sales - Retail,E,0,2091,3,1,0,0,WA,Malam - Pagi,Awal Bulan,ATM,0,321,sedang
6.55777E+15,"Pangestu Siregar, S.Pt",perempuan,"Jawa Tengah, 02-11-1973",50,79098,4,13,"Jl. Medokan Ayu No. 0
Malang, JI 79098",+62-40-334-8120,0,0,0,0,0,0,0,0,0,0,0,0,30522000,12,6,9,0.1109,0,82663750.01,FALSE,Full-time,117,0,2,0.16,89170023,Other,B,0,286,0,4,0,1,Telepon,Malam - Pagi,Awal Bulan,Langsung,0,132,mudah
9.48957E+15,"R.A. Zamira Utami, S.I.Kom",laki-laki,"Bali, 26-07-1998",25,60124,10,19,"Gg. Gardujati No. 73
Banjarbaru, NB 60124",+62 (983) 555 5560,0,0,0,0,0,0,0,0,0,0,0,0,41204700,36,8,6,0.2999,1,72031920,FALSE,Full-time,59,0,17,0.31,190579368,Construction,E,0,2081,3,2,0,0,Telepon,Pagi - Sore,Akhir Bulan,ATM,0,427,sulit
6.42988E+15,"Humaira Nuraini, M.M.",laki-laki,"Jambi, 14-09-1998",25,54320,4,15,"Jalan Cihampelas No. 04
Payakumbuh, Banten 54320",+62 (430) 541-1884,0,0,0,0,0,0,0,0,0,0,0,0,61044000,36,12,72,0.3125,0,75033250.01,TRUE,Full-time,107,0,11,0.49,191296635,Professional,HR,0,701,2,5,0,1,Secara Langsung,Pagi - Sore,Awal Bulan,ATM,0,383,sulit
7.81165E+15,Dr. Arsipatra Padmasari,perempuan,"Nusa Tenggara Timur, 23-04-1970",53,19249,13,15,"Jalan Indragiri No. 044
Solok, SB 19249",+62 (0033) 251-5313,0,0,0,0,0,0,0,0,0,0,0,0,106827000,36,19,52,0.3099,0,100468250,TRUE,Full-time,94,0,9,0.64,658161147,Professional,E,0,561,4,3,0,0,Telepon,Pagi - Sore,Awal Bulan,M-Banking,0,392,sulit
6.76676E+15,Nova Suryono,laki-laki,"Sulawesi Utara, 06-10-1971",52,882,12,5,"Gang HOS. Cokroaminoto No. 438
Pekalongan, Maluku 00882",+62-0440-792-2893,0,0,0,0,0,0,0,0,0,0,0,0,61044000,36,27,30,0.3125,2,72489750,FALSE,Employed,27,0,25,0.34,4532517,Other,HR,0,284,0,3,1,0,Secara Langsung,Pagi - Sore,Awal Bulan,M-Banking,0,389,sulit
1.74523E+15,"Ridwan Hakim, M.Kom.",perempuan,"Jambi, 01-03-1999",24,34542,17,1,"Gg. M.T Haryono No. 6
Palu, SB 34542",+62 (22) 012 3522,0,0,0,0,0,0,0,0,0,0,0,0,228915000,36,9,19,0.2272,0,165327500,TRUE,Employed,305,0,9,0.28,742707087,Analyst,D,0,385,2,4,0,0,Telepon,Pagi - Sore,Awal Bulan,M-Banking,0,334,sedang
9.71534E+15,Mitra Mansur,perempuan,"Sumatera Barat, 11-12-1981",42,95484,7,18,"Jalan Jamika No. 27
Tebingtinggi, Kalimantan Timur 95484",+62 (073) 595 8737,0,0,0,0,0,0,0,0,0,0,0,0,61044000,36,18,6,0.1469,0,24163249.99,FALSE,Employed,32,0,1,0.28,0,Other,B,0,145,5,3,0,0,WA,Siang - Malam,Awal Bulan,e-Money,0,281,mudah
7.28262E+15,"Aisyah Prasetyo, M.TI.",perempuan,"Aceh, 12-08-1995",28,80531,1,9,"Jalan Soekarno Hatta No. 0
Makassar, Aceh 80531",+62 (560) 246 8841,0,0,0,0,0,0,0,0,0,0,0,0,55092210,36,13,11,0.2199,6,81391999.99,TRUE,Full-time,213,0,2,0.09,8164635,Chemist,D,0,776,2,2,1,0,Telepon,Malam - Pagi,Awal Bulan,M-Banking,0,275,mudah
3.72516E+15,Hendra Wulandari,laki-laki,"Bengkulu, 29-06-1981",42,57724,19,10,"Gg. Waringin No. 303
Padang, BT 57724",+62 (0086) 352 6975,0,0,0,0,0,0,0,0,0,0,0,0,114457500,36,26,60,0.3099,3,41026654.99,FALSE,Employed,134,0,2,0.67,220979280,Clerical,E,0,361,4,2,0,0,WA,Siang - Malam,Awal Bulan,ATM,0,452,sulit
4.348E+15,Empluk Astuti,perempuan,"Bengkulu, 15-10-1985",38,82918,16,16,"Gang Sadang Serang No. 5
Surakarta, Nusa Tenggara Timur 82918",+62 (005) 496 9649,0,0,0,0,0,0,0,0,0,0,0,0,61044000,36,35,19,0.33,0,99196500,TRUE,Full-time,39,0,16,0.22,59639988,Other,E,0,652,2,2,1,0,SMS,Siang - Malam,Awal Bulan,ATM,0,372,sedang
8.16286E+15,Farah Suartini,laki-laki,"Papua, 23-10-1973",50,82243,13,1,"Gg. Surapati No. 63
Ternate, Riau 82243",+62 (35) 050 3272,0,0,0,0,0,0,0,0,0,0,0,0,152610000,36,12,10,0.2574,0,68674500,FALSE,Employed,5,0,6,0.28,57930756,Other,D,0,217,4,3,0,0,WA,Pagi - Sore,Awal Bulan,ATM,0,387,sulit
9.97223E+15,Raden Waluyo,perempuan,"Jawa Tengah, 30-03-1974",49,83902,4,1,"Jl. Soekarno Hatta No. 990
Palu, Kalimantan Barat 83902",+62-69-274-3392,0,0,0,0,0,0,0,0,0,0,0,0,83935500,36,10,12,0.316,0,16532749.99,FALSE,Employed,49,0,4,0.26,0,Sales - Retail,E,0,681,2,0,2,0,WA,Pagi - Sore,Awal Bulan,M-Banking,0,400,sulit
1.24532E+15,"Vanesa Suryatmi, M.Pd",perempuan,"Sulawesi Utara, 25-08-1962",61,74445,8,13,"Jalan Sukajadi No. 2
Tanjungpinang, NB 74445",+62 (053) 952 7016,0,0,0,0,0,1,0,0,0,0,0,0,111100080,60,7,7,0.1421,0,101740000,TRUE,Employed,112,0,13,0.21,203993787,Police Officer/Correction Officer,A,1,333,3,0,0,1,Secara Langsung,Siang - Malam,Awal Bulan,ATM,1,326,sedang
4.59949E+15,Bakiman Adriansyah,laki-laki,"Kepulauan Bangka Belitung, 11-05-1966",57,13936,5,8,"Gg. Wonoayu No. 7
Kediri, AC 13936",+62 (0505) 542-9239,0,0,0,0,0,0,0,0,0,0,0,0,167871000,36,10,0,0.14,0,30076887.49,FALSE,Full-time,73,0,8,0.42,145116849,Medical Technician,E,0,213,3,1,0,0,Telepon,Pagi - Sore,Awal Bulan,e-Money,0,310,sedang
6.65407E+15,Ratih Widiastuti,laki-laki,"Sulawesi Tenggara, 26-04-1973",50,9164,18,5,"Gang Wonoayu No. 70
Sungai Penuh, JB 09164",+62-82-224-7950,0,0,0,0,0,0,0,0,0,0,0,0,16787100,36,32,22,0.17,1,29250250.01,FALSE,Full-time,81,0,1,0.4,91703349,Food Service,C,0,654,1,0,1,0,WA,Siang - Malam,Awal Bulan,Langsung,0,292,sedang
4.13538E+15,"Kiandra Yolanda, S.Psi",laki-laki,"Kepulauan Bangka Belitung, 20-07-1977",46,61314,14,1,"Jl. Medokan Ayu No. 58
Kendari, Kepulauan Bangka Belitung 61314",+62 (98) 289 9560,0,0,0,0,0,0,0,0,0,0,0,0,38152500,36,14,5,0.1599,0,30013300.01,FALSE,Employed,254,0,1,0.36,0,Clerical,B,0,121,2,1,1,0,WA,Siang - Malam,Awal Bulan,M-Banking,0,239,mudah
5.23367E+15,R.A. Yessi Hidayat,perempuan,"Sulawesi Selatan, 15-01-1987",36,47573,11,10,"Jalan Dipatiukur No. 553
Palangkaraya, Nusa Tenggara Timur 47573",+62 (059) 742 6115,0,0,0,0,0,0,0,0,0,0,0,0,129718500,60,7,6,0.1385,0,108098750,TRUE,Employed,16,0,3,0.2,268425729,Computer Programmer,A,0,576,0,4,0,0,Secara Langsung,Pagi - Sore,Awal Bulan,Langsung,0,303,sedang
6.83399E+15,"Ir. Wulan Widiastuti, M.Pd",perempuan,"DKI Jakarta, 16-11-1970",53,71184,9,12,"Jalan Rajawali Timur No. 38
Batu, Banten 71184",+62 (010) 717 5034,0,0,0,0,0,0,0,0,0,0,0,0,90879255,36,15,10,0.1515,3,153881750,FALSE,Full-time,27,0,3,0.18,189495837,Other,E,0,943,2,3,2,0,Secara Langsung,Malam - Pagi,Awal Bulan,M-Banking,0,307,sedang
7.30566E+15,"Opung Yuniar, M.Kom.",perempuan,"Aceh, 12-07-1977",46,44262,20,3,"Jl. Yos Sudarso No. 7
Serang, Jawa Timur 44262",+62 (002) 288-2343,0,0,0,0,0,0,0,0,0,0,0,0,167871000,60,16,8,0.2684,0,114457500,FALSE,Employed,180,0,10,0.21,61044000,Teacher,D,0,173,3,0,0,0,SMS,Pagi - Sore,Awal Bulan,ATM,0,446,sulit
1.66365E+15,"R.A. Ratna Mulyani, S.Gz",perempuan,"Sumatera Utara, 30-10-2000",23,50748,11,4,"Gg. Ahmad Yani No. 74
Bogor, AC 50748",+62 (038) 257-2591,0,0,0,0,0,0,0,0,0,0,0,0,198393000,60,9,6,0.2443,0,51714442.01,TRUE,Employed,170,0,9,0.37,0,Laborer,C,0,629,3,0,2,0,Telepon,Malam - Pagi,Awal Bulan,ATM,0,430,sulit
3.3105E+15,Pranata Purwanti,laki-laki,"Kepulauan Bangka Belitung, 25-11-1986",37,84095,6,4,"Gang Gardujati No. 4
Tasikmalaya, SU 84095",+62 (862) 579-2099,0,0,0,0,0,1,0,0,0,0,0,0,114457500,60,14,22,0.2573,0,18313200,FALSE,Full-time,37,0,1,0.8,36275397,Other,D,1,288,2,2,0,0,Secara Langsung,Pagi - Sore,Awal Bulan,ATM,1,482,sulit
2.60805E+15,Hani Manullang,perempuan,"Sulawesi Tenggara, 26-04-1995",28,22746,15,12,"Gang Ir. H. Djuanda No. 439
Yogyakarta, JB 22746",+62-0300-873-5856,0,0,0,0,0,0,0,0,0,0,0,0,152610000,36,11,6,0.1734,0,86479000.01,TRUE,Employed,192,0,4,0.27,134006841,Postal Service,C,0,236,1,1,0,0,WA,Siang - Malam,Awal Bulan,M-Banking,0,244,mudah
5.68965E+15,Mitra Haryanto,laki-laki,"Bengkulu, 11-06-1977",46,76384,4,8,"Gang Tebet Barat Dalam No. 57
Pagaralam, SR 76384",+62 (073) 093 6608,0,0,0,0,0,0,0,0,0,0,0,0,22891500,36,10,6,0.1695,1,20347999.99,FALSE,Full-time,10,0,2,0.08,0,Sales - Retail,E,0,2044,0,3,0,0,WA,Siang - Malam,Akhir Bulan,ATM,0,327,sedang
1.11312E+15,"Cut Umi Permata, S.I.Kom",perempuan,"Papua Barat, 07-05-1971",52,40236,11,10,"Jl. Monginsidi No. 4
Bengkulu, Sumatera Selatan 40236",+62 (039) 764-9493,0,0,0,0,0,0,0,0,0,0,0,0,83935500,36,37,5,0.1349,0,33065500.01,TRUE,Full-time,5,0,5,0.43,32322798,Executive,E,0,1054,3,4,0,0,WA,Malam - Pagi,Awal Bulan,ATM,0,297,sedang
6.37964E+15,Zelda Zulkarnain,laki-laki,"DKI Jakarta, 09-04-1982",41,40235,20,4,"Jl. Stasiun Wonokromo No. 73
Tegal, Kalimantan Tengah 40235",+62 (069) 278-8620,0,0,0,0,0,0,0,0,0,0,0,0,38152500,36,27,14,0.1656,1,89022499.99,TRUE,Employed,76,0,4,0.11,21685881,Sales - Commission,B,0,167,2,0,0,0,Telepon,Pagi - Sore,Awal Bulan,ATM,0,202,mudah
6.02961E+15,"Ir. Jessica Prasetya, S.Sos",laki-laki,"Nusa Tenggara Timur, 02-09-1977",46,19913,14,2,"Jalan Pelajar Pejuang No. 9
Balikpapan, Nusa Tenggara Timur 19913",+62 (18) 103-2297,0,0,0,0,0,0,0,0,0,0,0,0,22891500,36,13,22,0.35,0,51898845.75,FALSE,Full-time,8,0,9,0.22,41723574,Professional,HR,0,121,2,5,0,0,WA,Pagi - Sore,Awal Bulan,M-Banking,0,383,sulit
5.61364E+15,Hafshah Jailani,perempuan,"Sulawesi Tenggara, 27-04-1979",44,35678,17,12,"Gang Pasirkoja No. 328
Pekalongan, SB 35678",+62-98-566-4727,0,0,0,0,0,0,0,0,0,0,0,0,61044000,36,12,12,0.3125,0,55957000.01,TRUE,Full-time,63,0,4,0.34,65286558,Skilled Labor,HR,0,283,4,4,1,0,WA,Pagi - Sore,Awal Bulan,ATM,0,339,sedang
6.95515E+15,Gaman Saptono,laki-laki,"Kalimantan Timur, 30-05-1963",60,81470,12,6,"Jalan Sentot Alibasa No. 8
Bekasi, Kalimantan Selatan 81470",+62 (0566) 911-1973,0,0,0,0,0,0,0,0,0,0,0,0,53413500,36,9,6,0.35,2,62315749.99,TRUE,Full-time,50,1,22,0.14,18038502,Other,E,0,2105,0,1,0,0,WA,Pagi - Sore,Awal Bulan,ATM,0,406,sulit
4.0981E+15,"Tirta Nainggolan, M.Pd",laki-laki,"Kalimantan Selatan, 31-05-1972",51,89602,20,1,"Jalan Kutisari Selatan No. 716
Dumai, Maluku Utara 89602",+62 (0801) 910-9975,0,0,0,0,0,0,0,0,0,0,0,0,99196500,36,10,10,0.35,1,68674500,FALSE,Full-time,86,0,46,0.27,20419218,Other,E,0,2003,3,2,0,1,SMS,Pagi - Sore,Akhir Bulan,M-Banking,0,505,sulit
6.86013E+15,Safina Namaga,perempuan,"Kalimantan Selatan, 27-11-1988",35,96285,4,2,"Jl. H.J Maemunah No. 623
Sorong, MU 96285",+62 (0301) 324 0617,0,0,0,0,0,0,0,0,0,0,0,0,38152500,36,29,13,0.1415,0,74244765,FALSE,Full-time,38,0,33,0.27,163781052,Police Officer/Correction Officer,E,0,1317,5,1,0,0,WA,Pagi - Sore,Akhir Bulan,M-Banking,0,327,sedang
4.6065E+15,"Cut Uli Farida, S.E.I",perempuan,"Bengkulu, 31-10-1988",35,27039,20,19,"Gang Waringin No. 461
Medan, Aceh 27039",+62 (084) 779-1336,0,0,0,0,0,0,0,0,0,0,0,0,228915000,60,13,9,0.2684,0,65098339.01,TRUE,Employed,12,0,4,0.53,0,Teacher,D,0,291,3,1,0,0,Telepon,Pagi - Sore,Awal Bulan,M-Banking,0,452,sulit
5.70806E+15,Hesti Sudiati,laki-laki,"DKI Jakarta, 30-10-1973",50,87007,4,11,"Jl. Pasirkoja No. 87
Purwokerto, Jambi 87007",+62 (203) 380 8499,0,0,0,0,0,0,0,0,0,0,0,0,76305000,36,16,33,0.1899,0,34337250,FALSE,Full-time,57,0,2,0.52,40868958,Laborer,C,0,582,5,2,0,0,Telepon,Siang - Malam,Awal Bulan,M-Banking,0,347,sedang
3.94182E+15,"Adhiarja Halimah, M.Farm",perempuan,"Maluku, 15-06-1979",44,64685,2,13,"Gang K.H. Wahid Hasyim No. 005
Balikpapan, JI 64685",+62 (91) 642 7042,0,0,0,0,0,0,0,0,0,0,0,0,61044000,60,7,78,0.2809,1,30631370.51,FALSE,Full-time,66,0,1,0.46,75099381,Professional,E,0,201,3,2,1,0,WA,Pagi - Sore,Awal Bulan,ATM,0,460,sulit
5.66019E+15,"Gaman Kusmawati, S.Kom",perempuan,"Sulawesi Tenggara, 05-04-1982",41,48152,15,19,"Gg. Cihampelas No. 731
Palopo, KT 48152",+62-070-325-0595,0,0,0,0,0,0,0,0,0,0,0,0,30522000,36,32,28,0.3295,0,14955780,FALSE,Part-time,9,1,14,0.45,33085848,Skilled Labor,E,0,588,0,4,1,0,WA,Siang - Malam,Awal Bulan,ATM,0,443,sulit
2.28877E+15,Betania Tampubolon,laki-laki,"Kepulauan Bangka Belitung, 03-02-1981",42,28634,12,14,"Jalan Abdul Muis No. 29
Batam, Papua 28634",+62 (079) 920-0719,0,0,0,0,0,0,0,0,0,0,0,0,24417600,36,16,6,0.19,5,38152500,FALSE,Full-time,13,1,10,0.16,0,Administrative Assistant,E,0,278,0,2,0,0,Secara Langsung,Pagi - Sore,Awal Bulan,Langsung,0,276,mudah
3.16575E+15,Taufan Wibowo,perempuan,"DI Yogyakarta, 16-09-1970",53,63140,19,20,"Gang Sukabumi No. 6
Probolinggo, RI 63140",+62 (027) 757-3358,0,0,0,0,0,0,0,0,0,0,0,0,152594739,36,24,12,0.155,0,80120250,FALSE,Full-time,31,0,5,0.26,137898396,Other,E,0,1582,2,3,0,0,WA,Pagi - Sore,Awal Bulan,M-Banking,0,387,sulit
3.99771E+15,Perkasa Suryono,perempuan,"Sulawesi Tengah, 02-02-1982",41,11278,1,3,"Jl. R.E Martadinata No. 75
Padangpanjang, Sulawesi Utara 11278",+62 (66) 895 4606,0,0,0,0,0,0,0,0,0,0,0,0,38152500,36,7,2,0.27,0,68674500,TRUE,Full-time,74,0,42,0.24,36824793,Professional,E,0,212,1,2,0,1,WA,Malam - Pagi,Awal Bulan,M-Banking,0,268,mudah
6.52304E+15,"dr. Jumadi Hardiansyah, M.TI.",laki-laki,"Kepulauan Riau, 28-08-1978",45,60570,4,13,"Jl. Ronggowarsito No. 3
Bau-Bau, Nusa Tenggara Barat 60570",+62 (087) 081 4497,0,0,0,0,0,0,0,0,0,0,0,0,61044000,60,11,48,0.3304,0,72489750,FALSE,Full-time,304,0,20,0.42,178050087,Civil Service,E,0,498,4,2,2,0,WA,Malam - Pagi,Awal Bulan,M-Banking,0,490,sulit
7.97728E+15,Maryadi Kuswoyo,perempuan,"Kepulauan Riau, 26-11-1974",49,7780,11,12,"Jl. Astana Anyar No. 23
Makassar, SU 07780",+62 (0454) 660-2781,0,0,0,0,0,0,0,0,0,0,0,0,152610000,60,10,20,0.261,3,97797574.99,TRUE,Employed,80,0,4,0.31,63531543,Civil Service,D,0,455,0,3,1,0,WA,Siang - Malam,Akhir Bulan,M-Banking,0,403,sulit
8.48751E+15,Banawi Yuniar,laki-laki,"Sulawesi Barat, 01-07-1978",45,8265,7,8,"Gang Jayawijaya No. 166
Banjarbaru, Kalimantan Utara 08265",+62 (43) 987 7363,0,0,0,0,0,0,0,0,0,0,0,0,53413500,36,13,6,0.337,0,47054749.99,FALSE,Full-time,45,0,18,0.4,34321989,Retail Management,E,0,1387,2,1,3,0,WA,Pagi - Sore,Awal Bulan,e-Money,0,438,sulit
5.87438E+15,Ella Lailasari,laki-laki,"Kalimantan Selatan, 25-09-1989",34,46635,4,16,"Jl. Cikutra Barat No. 2
Probolinggo, Sumatera Utara 46635",+62 (93) 673-8531,0,0,0,0,0,0,0,0,0,0,0,0,76305000,36,35,6,0.3299,25,33701374.99,FALSE,Full-time,83,0,7,0.19,28980639,Food Service Management,E,0,1315,2,3,0,0,Telepon,Pagi - Sore,Awal Bulan,e-Money,0,500,sulit
6.85396E+15,Drs. Mutia Wibowo,perempuan,"Maluku Utara, 17-11-1963",60,37982,10,13,"Gang Cihampelas No. 8
Tangerang Selatan, KR 37982",+62-81-361-4268,0,0,0,0,0,0,0,0,0,0,0,0,228915000,60,9,12,0.261,0,66130999.99,FALSE,Employed,95,0,6,0.36,110977992,Food Service Management,D,0,489,2,1,0,0,SMS,Siang - Malam,Awal Bulan,M-Banking,0,494,sulit
8.65887E+15,Rahman Usada,laki-laki,"Papua, 20-01-1974",49,22257,18,13,"Gg. Gegerkalong Hilir No. 475
Batu, BB 22257",+62 (0870) 815-4140,0,0,0,0,0,0,0,0,0,0,0,0,61044000,36,6,6,0.35,1,114457500,TRUE,Full-time,28,0,16,0.15,29713167,Professional,E,0,2187,3,2,1,0,Telepon,Pagi - Sore,Awal Bulan,Langsung,0,416,sulit
5.05027E+15,H. Kawaya Sihombing,laki-laki,"Bengkulu, 27-12-1990",33,69514,6,17,"Jalan Cikapayang No. 5
Metro, Kalimantan Utara 69514",+62 (98) 890-5907,0,0,0,0,0,0,0,0,0,0,0,0,167871000,60,13,7,0.222,0,34973125.01,FALSE,Employed,49,0,1,0.61,814281177,Other,C,0,372,1,2,0,0,Telepon,Siang - Malam,Awal Bulan,ATM,0,445,sulit
7.14368E+15,Kuncara Hasanah,laki-laki,"Kepulauan Bangka Belitung, 17-06-1964",59,82304,6,3,"Gg. Surapati No. 4
Payakumbuh, JK 82304",+62-443-749-9661,0,0,0,0,0,0,0,0,0,0,0,0,76305000,36,23,14,0.1355,0,41297537.74,FALSE,Full-time,82,0,3,0.19,5982312,Civil Service,E,0,1449,1,2,1,0,WA,Malam - Pagi,Akhir Bulan,Langsung,0,326,sedang
5.29216E+15,"Kasusra Pratama, M.M.",perempuan,"Bengkulu, 23-06-1964",59,98829,7,14,"Gg. Moch. Ramdan No. 14
Padangpanjang, Kalimantan Utara 98829",+62 (958) 746 2453,0,0,0,0,0,0,0,0,0,0,0,0,61044000,36,6,11,0.2999,0,85207249.99,FALSE,Employed,140,0,8,0.4,252661116,Truck Driver,E,0,583,3,5,0,0,WA,Pagi - Sore,Awal Bulan,M-Banking,0,370,sedang
6.17921E+15,"T. Garang Lazuardi, M.TI.",laki-laki,"Kalimantan Barat, 22-05-1975",48,49029,1,6,"Gang Medokan Ayu No. 366
Cilegon, NB 49029",+62-908-525-1036,0,0,0,0,0,0,0,0,0,0,0,0,122088000,36,14,3,0.2287,0,110642250,FALSE,Employed,100,0,14,0.26,2106018,Car Dealer,D,0,253,1,2,0,0,Secara Langsung,Malam - Pagi,Awal Bulan,M-Banking,0,319,sedang
9.27307E+15,Indah Nurdiyanti,laki-laki,"Riau, 24-04-1995",28,68277,19,12,"Jalan Cikutra Timur No. 185
Kota Administrasi Jakarta Barat, JT 68277",+62 (85) 471-7910,0,0,0,0,0,1,0,0,0,0,0,0,114457500,36,35,32,0.2499,0,76305000,FALSE,Employed,33,1,1,0.07,8363028,Professional,D,1,161,1,4,0,0,WA,Siang - Malam,Awal Bulan,ATM,1,416,sulit
3.82547E+15,Dimas Gunarto,perempuan,"Kalimantan Tengah, 15-10-1978",45,22221,20,1,"Gg. Pacuan Kuda No. 3
Lubuklinggau, Sumatera Selatan 22221",+62-025-993-8900,0,0,0,0,0,0,0,0,0,0,0,0,76305000,36,9,15,0.2635,0,79611550.01,TRUE,Full-time,103,0,6,0.27,87811794,Computer Programmer,D,0,1445,2,1,0,0,Telepon,Siang - Malam,Akhir Bulan,ATM,0,332,sedang
9.35795E+15,Puspa Tampubolon,laki-laki,"Aceh, 05-09-1990",33,83113,1,7,"Gang Kebonjati No. 009
Serang, NB 83113",+62 (045) 703 3817,0,0,0,0,0,0,0,0,0,0,0,0,106827000,36,31,35,0.3099,0,62315749.99,TRUE,Full-time,69,0,3,0.27,0,Skilled Labor,E,0,196,2,3,0,0,Telepon,Pagi - Sore,Awal Bulan,Langsung,0,371,sedang
4.50415E+15,Anastasia Mahendra,perempuan,"Bali, 12-09-1987",36,9074,18,4,"Jl. Monginsidi No. 209
Bima, Kalimantan Barat 09074",+62 (585) 484 5096,0,0,0,0,0,0,0,0,0,0,0,0,228915000,60,14,12,0.2005,0,34973125.01,TRUE,Full-time,121,0,7,0.31,119859894,Professional,B,0,519,1,4,1,1,Telepon,Pagi - Sore,Awal Bulan,ATM,0,442,sulit
6.93862E+15,Novi Anggraini,laki-laki,"Sulawesi Tengah, 24-07-1994",29,18230,8,7,"Jalan Pacuan Kuda No. 9
Kota Administrasi Jakarta Utara, Jawa Timur 18230",+62 (196) 854-0785,0,0,0,0,0,0,0,0,0,0,0,0,152610000,36,10,10,0.1844,0,74397375,TRUE,Full-time,52,0,6,0.45,744736800,Administrative Assistant,E,0,264,1,2,0,0,WA,Pagi - Sore,Awal Bulan,M-Banking,0,275,mudah
4.41317E+15,Kenari Laksmiwati,laki-laki,"Sulawesi Selatan, 24-11-1971",52,83425,20,16,"Gg. Astana Anyar No. 18
Banda Aceh, MU 83425",+62 (89) 111 5558,0,0,0,0,0,0,0,0,0,0,0,0,152610000,36,23,22,0.2024,0,77607271.99,FALSE,Employed,172,0,12,0.33,19869822,Teacher,C,0,197,1,2,0,0,WA,Malam - Pagi,Akhir Bulan,M-Banking,0,341,sedang
9.55069E+15,Umaya Mandasari,perempuan,"Sulawesi Barat, 24-05-1992",31,11829,16,10,"Jl. Bangka Raya No. 42
Sukabumi, Nusa Tenggara Barat 11829",+62-06-501-4864,0,0,0,0,0,0,0,0,0,0,0,0,30522000,60,11,17,0.2362,0,85207249.99,TRUE,Employed,31,0,4,0.26,592935633,Administrative Assistant,C,0,224,1,3,0,0,Secara Langsung,Pagi - Sore,Awal Bulan,M-Banking,0,316,sedang
8.04848E+15,Gamani Adriansyah,perempuan,"Jambi, 22-04-1966",57,34080,9,12,"Gang Cikutra Barat No. 2
Sibolga, Bengkulu 34080",+62 (41) 044 3907,0,0,0,0,0,0,0,0,0,0,0,0,15261000,36,1,11,0.35,1,82663750.01,FALSE,Full-time,33,0,23,0.23,7538934,Other,HR,0,357,4,1,0,0,Telepon,Siang - Malam,Awal Bulan,ATM,0,361,sedang
