debtor_nik,debtor_name,debtor_gender,debtor_birth_place,debtor_address,debtor_zip,debtor_rt,debtor_rw,debtor_marital_status,debtor_company,debtor_number,debtor_id,debtor_age,debtor_occupation,monthly_income,debt,dti,monthly_expenses,net_income,asset_value,previous_credit_monthly_income,financial_changes,business_conditions,credit_score,amount_of_late_days,credit_goals,collateral,interest_rate,number_of_dependents,old_tenor,old_collateral,fee_installments,ltv,remaining_loan,arrear_amount,monthly_income_family,monthly_expense_family,family_health,asset_value_family,old_monthly_payments,tenor,monthly_payments,loan_amount
1044859382124408,R.M. Wahyu Sihombing,laki-laki,"Sumatera Utara, 28-01-1976","Gg. Surapati No. 512
Serang, JK 39387",39387,1,19,Menikah,Perum Kuswandari Pangestu Tbk,+62-18-442-4436,3532015629957787,31,Buruh,32900000,7283333.333333333,0.2213779128672745,22900000,10000000,36300000,57600000,-24700000,-96,388,64,Bisnis,0,0.0,4,3,36300000,920000,1.0006427915518823,31400000,5,15900000,5700000,Tidak sehat,91100000,12107777.777777778,3,12107777.777777778,36323333.333333336
5008163019388077,Shania Purnawati,perempuan,"Bali, 04-03-1987","Jalan S. Parman No. 80
Cirebon, Riau 22115",22115,17,15,Cerai mati,CV Agustina Safitri (Persero) Tbk,+62 (0525) 904-3120,3511330345010083,63,Pegawai Swasta,44400000,5600000.0,0.1261261261261261,13200000,31200000,66700000,33200000,11200000,15,697,264,Lainnya,4000000,0.0,2,9,58400000,910000,0.8897435897435897,8500000,5,17500000,24500000,Sehat,19000000,6168888.888888889,9,6168888.888888889,55520000.0
4321085686442491,drg. Anastasia Prabowo,laki-laki,"Banten, 27-04-1995","Jl. Kutai No. 26
Prabumulih, Bali 22068",22068,8,13,Menikah,Perum Purwanti Pratama,+62 (030) 751-6024,6565007453673575,32,Professional,9100000,2500000.0,0.2747252747252747,1800000,7300000,16600000,43400000,-34300000,-40,590,12,Lainnya,14500000,2.288135593220339,3,12,1200000,880000,0.9592356687898088,9200000,1,6700000,1600000,Tidak sehat,61900000,1283716.1016949152,39,394989.5697522817,15060000.0
7821794096354011,"Jasmani Kurniawan, S.Sos",laki-laki,"Riau, 22-01-1986","Jl. HOS. Cokroaminoto No. 64
Surabaya, PA 30205",30205,4,20,Belum menikah,PT Nasyiah,+62-002-718-1575,38921833398046,28,Pegawai Negeri,25900000,3508333.333333333,0.1354568854568854,5600000,20300000,5900000,29300000,-3400000,20,590,152,Properti pribadi,100000,0.7627118644067797,0,48,5800000,0,1.394632768361582,8200000,2,16500000,18100000,Tidak sehat,24100000,172731.0793314501,57,145457.751015958,8228333.333333334
2292330282393014,Leo Irawan,laki-laki,"Gorontalo, 01-12-1978","Jl. H.J Maemunah No. 30
Jambi, AC 34644",34644,9,12,Belum menikah,Perum Prayoga,+62 (016) 885-0254,4213607830933153,22,Pegawai Swasta,43500000,8291666.666666667,0.1906130268199233,41600000,1900000,45900000,50000000,-6500000,23,425,25,Investasi,6100000,7.796610169491525,0,21,31700000,290000,1.0193562610229276,35000000,2,71300000,32600000,Tidak sehat,80200000,1977896.6908797412,113,367573.7213139343,38531666.66666666
6796493815527867,"Bahuraksa Rajata, M.Kom.",laki-laki,"Aceh, 01-10-1973","Gg. Sentot Alibasa No. 8
Batam, BE 16462",16462,9,11,Belum menikah,PD Hutapea Lailasari,+62 (367) 558 9505,676102185078,45,Pegawai Negeri,48300000,5883333.333333333,0.1218081435472739,22300000,26000000,83100000,35400000,12900000,4,820,11,Bisnis,8500000,10.76271186440678,5,12,61800000,120000,0.8836889521100048,38100000,2,15200000,3300000,Tidak sehat,96500000,5734124.058380415,139,495032.29280982,62123333.333333336
6599241957043886,Reza Nurdiyanti,perempuan,"DI Yogyakarta, 18-03-1966","Jl. Ir. H. Djuanda No. 357
Meulaboh, Kalimantan Timur 71971",71971,2,17,Belum menikah,PD Rahayu Tbk,+62-67-889-7902,2714527535994789,45,Pegawai Negeri,31000000,6166666.666666667,0.1989247311827957,9400000,21600000,54700000,11400000,19600000,32,711,238,Properti pribadi,21900000,4.576271186440678,2,39,25100000,50000,0.9312056737588652,4600000,2,45300000,24600000,Tidak sehat,61400000,1173578.154425612,93,492145.67766235344,43766666.66666666
8181519063591141,Gantar Santoso,laki-laki,"DKI Jakarta, 16-06-1981","Gang Ahmad Dahlan No. 870
Payakumbuh, Sumatera Utara 16713",16713,13,14,Cerai hidup,PT Wasita (Persero) Tbk,+62-080-536-6121,376452104753644,39,Professional,6200000,666666.6666666666,0.1075268817204301,4400000,1800000,36200000,36300000,-30100000,-57,363,21,Investasi,700000,0.9322033898305084,0,39,25600000,70000,0.8253485424588086,20100000,2,1800000,5200000,Sehat,47400000,561769.6653628858,50,438180.3389830509,21706666.666666668
9448962770809247,Narji Astuti,perempuan,"Kalimantan Timur, 10-03-1984","Gang Kendalsari No. 02
Batu, YO 29372",29372,6,9,Cerai mati,Perum Lestari Hariyah,+62 (0050) 468-4073,3575442432943473,58,Pengusaha,86300000,6591666.666666667,0.0763808420239474,22100000,64200000,77600000,82500000,3800000,59,406,207,Bisnis,12900000,0.0,4,3,56700000,840000,0.8947078544061302,43400000,6,76700000,72200000,Sehat,91400000,20757222.22222222,3,20757222.22222222,62271666.66666666
1961055820373381,"Sutan Hartaka Wasita, S.Gz",perempuan,"Sulawesi Tenggara, 04-09-1971","Jalan Asia Afrika No. 81
Jayapura, BE 48979",48979,13,2,Belum menikah,PT Dabukke Safitri,+62-025-094-7536,3567319897119718,49,Pegawai Swasta,50000000,1908333.3333333333,0.0381666666666666,30400000,19600000,2100000,30600000,19400000,11,624,301,Investasi,0,0.0,0,60,1500000,580000,2.0722222222222224,500000,6,50200000,22400000,Tidak sehat,44400000,51805.55555555555,60,51805.55555555556,3108333.333333333
9146465310488294,Ir. Jono Sirait,laki-laki,"Jawa Tengah, 20-05-1963","Jl. Waringin No. 0
Cilegon, JB 58112",58112,10,17,Cerai mati,UD Rajata (Persero) Tbk,+62-0771-886-9035,4655792939432037,20,Pegawai Negeri,36900000,216666.66666666663,0.0058717253839205,35000000,1900000,17300000,76000000,-39100000,-82,834,160,Lainnya,15300000,5.0,1,21,1000000,100000,0.8132924335378323,11700000,1,30200000,21200000,Sehat,24400000,662833.3333333334,80,173993.75,13256666.666666666
5454010913223881,Bakti Aryani,laki-laki,"Aceh, 24-09-1986","Gang Dr. Djunjunan No. 00
Palangkaraya, Sulawesi Selatan 07530",7530,4,3,Cerai hidup,Perum Nurdiyanti Mansur Tbk,+62-048-498-2130,4250277429090072,58,Pegawai Swasta,94000000,3216666.6666666665,0.0342198581560283,19900000,74100000,67600000,2700000,91300000,-23,794,255,Lainnya,46700000,10.76271186440678,4,36,8400000,920000,0.85837870538415,34900000,3,24400000,2800000,Tidak sehat,85600000,1455196.4061519143,163,321393.07129735535,47296666.66666666
6117462888050495,"drg. Ayu Hardiansyah, M.Pd",laki-laki,"Jawa Barat, 08-05-1970","Gang Cempaka No. 6
Meulaboh, Gorontalo 21659",21659,9,3,Cerai hidup,UD Budiman,+62-0980-672-1739,373791517129766,46,Pegawai Negeri,19300000,5875000.0,0.3044041450777202,9500000,9800000,50600000,85400000,-66100000,10,380,239,Bisnis,33400000,0.0,5,12,3600000,600000,0.9587837837837838,27400000,4,12300000,13200000,Tidak sehat,29200000,2956250.0,12,2956250.0,35475000.0
2385219536230937,Garang Firgantoro,perempuan,"Jambi, 11-07-1967","Gang Laswi No. 736
Sungai Penuh, Gorontalo 94001",94001,19,5,Belum menikah,Perum Aryani Hutagalung,+62-12-784-0345,3567238796852338,61,Pegawai Negeri,23900000,5975000.0,0.25,22600000,1300000,4500000,26100000,-2200000,-95,702,346,Properti pribadi,1200000,-0.423728813559322,2,36,2200000,630000,2.5573529411764704,3600000,3,31100000,12600000,Sehat,74400000,240504.3549905838,31,279295.37998906506,8695000.0
5743544780832637,"Luwar Rajata, S.Sos",laki-laki,"Papua Barat, 25-12-1984","Jalan Ahmad Dahlan No. 0
Kota Administrasi Jakarta Pusat, Sulawesi Barat 89513",89513,8,12,Cerai mati,PT Uyainah Tbk,+62-036-489-3572,3528193357027077,35,Pegawai Swasta,98900000,6016666.666666667,0.0608358611391978,9200000,89700000,93100000,17600000,81300000,49,816,106,Properti pribadi,1400000,11.440677966101694,2,45,91500000,1000000,0.8647649802655185,80200000,2,37300000,4500000,Sehat,98000000,1989505.0219711238,180,497376.25549278094,80336666.66666667
6749540099406304,Manah Melani,laki-laki,"Kalimantan Tengah, 17-02-1994","Jalan Tubagus Ismail No. 41
Subulussalam, NB 44802",44802,13,11,Belum menikah,PT Pradana Thamrin Tbk,+62 (0342) 171-3998,569107688966,63,Pegawai Negeri,42000000,2000000.0,0.0476190476190476,10800000,31200000,39400000,10600000,31400000,-88,647,134,Properti pribadi,14600000,6.779661016949152,5,9,22400000,280000,0.8540540540540541,16800000,3,6100000,29100000,Sehat,41600000,3749152.5423728814,89,379127.78518377454,31600000.0
6918883849849751,Ulya Laksita,laki-laki,"Gorontalo, 21-06-1998","Gg. Rajawali Timur No. 28
Sibolga, SS 64254",64254,2,14,Menikah,PD Utami,+62-26-111-4917,4302077304029387,51,Buruh,21300000,8158333.333333333,0.3830203442879499,14100000,7200000,78200000,88300000,-67000000,64,519,201,Bisnis,900000,0.0,0,27,9900000,740000,1.5554012345679011,12100000,4,5800000,17700000,Sehat,80300000,622160.4938271604,27,622160.4938271604,16798333.333333332
7119149270741311,Harimurti Sihombing,perempuan,"Sumatera Barat, 02-04-1966","Jalan Wonoayu No. 40
Payakumbuh, Riau 05120",5120,16,6,Menikah,UD Megantara Mandala,+62 (212) 213-2305,4062041853629922,29,Buruh,26700000,4691666.666666667,0.1757178526841448,7000000,19700000,11200000,68300000,-41600000,62,709,340,Lainnya,400000,4.830508474576271,0,3,7200000,860000,1.417324561403509,1000000,1,30200000,24800000,Tidak sehat,99600000,3763997.6459510364,60,188199.8822975518,10771666.666666668
2957310051386671,Puti Tania Wulandari,perempuan,"Jambi, 10-08-2000","Gg. Wonoayu No. 590
Kupang, SR 78346",78346,14,10,Cerai mati,PD Puspasari Prakasa Tbk,+62 (59) 286 3763,180025675112154,26,Pengusaha,83100000,933333.3333333334,0.0112314480545527,51600000,31500000,78800000,26300000,56800000,91,595,143,Properti pribadi,6800000,13.64406779661017,0,15,50300000,600000,0.8163455925277292,16600000,2,85400000,16500000,Tidak sehat,12000000,3531552.5423728814,176,300984.59167950694,46613333.333333336
4865198829493189,Hilda Gunarto,perempuan,"Jambi, 10-05-1992","Gg. Wonoayu No. 08
Sorong, NB 39777",39777,9,4,Menikah,CV Sitompul Tbk,+62-027-231-2875,3581172550751497,27,Buruh,36800000,225000.0,0.0061141304347826,25200000,11600000,53900000,58300000,-21500000,-100,525,203,Lainnya,4700000,6.440677966101695,2,39,41000000,110000,0.8049234135667396,25100000,1,8700000,6200000,Tidak sehat,60600000,1003953.9330725771,115,340471.33382461313,36785000.0
9083315519849766,Karen Maulana,laki-laki,"Maluku, 01-01-1977","Gang Jend. A. Yani No. 43
Jayapura, Aceh 81630",81630,16,5,Menikah,CV Nashiruddin,+62-82-041-8854,180018810432942,42,Pegawai Negeri,35000000,2016666.6666666667,0.0576190476190476,32600000,2400000,28800000,30800000,4200000,40,665,124,Investasi,9100000,0.3389830508474576,3,60,9900000,80000,0.906140350877193,12300000,2,26300000,22200000,Tidak sehat,80200000,287917.1374764595,64,269922.3163841808,17216666.666666668
4358458399168207,"Viman Nuraini, S.Farm",perempuan,"DKI Jakarta, 25-04-1984","Jl. Waringin No. 8
Kota Administrasi Jakarta Selatan, PA 44531",44531,17,18,Belum menikah,UD Kuswoyo,+62 (075) 038 0673,4621304149735000,39,Pegawai Swasta,30100000,7600000.0,0.2524916943521594,15000000,15100000,33700000,82000000,-51900000,55,640,266,Bisnis,7800000,4.915254237288135,4,24,25700000,370000,1.026865671641791,15300000,1,69000000,28200000,Sehat,34100000,1503785.3107344632,82,440132.28606862336,34400000.0
8577210952662095,Vega Pudjiastuti,perempuan,"Banten, 03-10-1977","Gang Raya Setiabudhi No. 605
Ambon, JB 26748",26748,19,1,Cerai mati,PD Prasetya Sihombing,+62 (037) 028 1433,4666090632091755,44,Buruh,34700000,941666.6666666666,0.0271373679154658,18700000,16000000,97800000,1900000,32800000,63,561,313,Properti pribadi,12900000,0.0,3,12,7500000,540000,0.8461601307189544,4600000,4,37500000,29000000,Sehat,89600000,1438472.2222222222,12,1438472.2222222222,17261666.666666668
8573082617939144,"Najwa Nasyidah, S.Farm",perempuan,"DI Yogyakarta, 11-04-1985","Jalan Ir. H. Djuanda No. 7
Meulaboh, Maluku 29850",29850,2,15,Cerai mati,UD Wasita Usada,+62 (21) 764-9865,213172515471795,30,Pengusaha,58500000,1183333.3333333333,0.0202279202279202,23000000,35500000,18600000,48500000,10000000,82,331,338,Lainnya,4400000,6.440677966101695,3,21,7600000,280000,0.8986111111111111,5900000,3,50600000,27100000,Tidak sehat,28000000,546564.4336830778,97,118328.38254994468,10783333.333333334
6009757036002342,Sakti Wibowo,laki-laki,"Sumatera Selatan, 21-08-1976","Gg. Ir. H. Djuanda No. 1
Singkawang, Bali 87359",87359,1,20,Belum menikah,CV Wibisono Nuraini Tbk,+62 (45) 510-7431,36676230868528,53,Pegawai Negeri,16600000,1850000.0,0.1114457831325301,2400000,14200000,45200000,25000000,-8400000,-44,655,83,Lainnya,11400000,5.338983050847458,4,9,32800000,690000,0.8418552036199095,6600000,2,3400000,9300000,Sehat,72900000,4355181.732580038,72,544397.7165725047,37210000.0
2548641419935984,"Hj. Clara Pradipta, S.Pt",laki-laki,"Nusa Tenggara Timur, 12-03-1975","Jl. Astana Anyar No. 27
Sukabumi, BA 12250",12250,7,13,Cerai hidup,CV Rahayu Nugroho,+62 (567) 580-8293,630448229355,39,Pegawai Negeri,20100000,4191666.6666666665,0.2085406301824212,6600000,13500000,59800000,96400000,-76300000,70,584,165,Lainnya,2400000,6.3559322033898304,3,3,34400000,720000,0.9139039855072464,3900000,3,12800000,4800000,Tidak sehat,97400000,11923090.866290018,78,458580.41793423146,33631666.666666664
5336563847753601,"Prasetyo Wibowo, M.Pd",laki-laki,"Jawa Timur, 21-07-1985","Jalan Rumah Sakit No. 7
Bontang, JK 43352",43352,14,20,Cerai mati,Perum Winarsih Narpati Tbk,+62 (043) 882 2793,6524453177625774,33,Pengusaha,64600000,3483333.333333333,0.0539215686274509,32800000,31800000,2600000,5100000,59500000,28,775,26,Bisnis,200000,5.254237288135593,5,18,2400000,950000,2.13974358974359,3800000,1,4800000,64000000,Sehat,79400000,325313.55932203395,80,73195.55084745763,5563333.333333334
4197466627202859,"Drs. Kiandra Waskita, M.Pd",perempuan,"Kalimantan Utara, 21-04-1981","Jalan Cikutra Timur No. 045
Palangkaraya, Sulawesi Utara 42225",42225,14,5,Belum menikah,PT Zulkarnain Tbk,+62-085-676-1558,4831917765270569159,25,Buruh,37500000,3016666.6666666665,0.0804444444444444,16900000,20600000,58500000,62600000,-25100000,46,434,270,Investasi,47800000,10.338983050847457,5,6,8500000,610000,0.8535820011841326,3100000,1,26100000,12900000,Sehat,70900000,8837539.548022596,128,414259.6663135593,48056666.66666666
4420652741734978,Tania Permata,laki-laki,"Jawa Tengah, 08-11-1962","Jl. Indragiri No. 5
Pangkalpinang, Jambi 09590",9590,7,12,Menikah,UD Wahyuni Firmansyah (Persero) Tbk,+62-597-937-2304,6562455775889721,20,Pegawai Swasta,65900000,7175000.0,0.1088770864946889,51300000,14600000,36400000,94100000,-28200000,59,683,204,Properti pribadi,5500000,8.898305084745763,4,12,16300000,480000,1.1291284403669726,19200000,3,3100000,55700000,Tidak sehat,75200000,2233776.4830508474,117,229105.28031290745,24615000.0
6712189623640469,Anita Sudiati,laki-laki,"Bengkulu, 19-08-1979","Jalan H.J Maemunah No. 88
Surabaya, Bengkulu 73691",73691,3,12,Cerai hidup,Perum Haryanti Tbk,+62 (486) 160-9094,377854369254508,39,Pegawai Negeri,27800000,4616666.666666667,0.1660671462829736,20000000,7800000,82200000,54300000,-26500000,-38,844,330,Bisnis,35500000,5.254237288135593,0,42,16100000,400000,0.889470284237726,18900000,2,4600000,23500000,Tidak sehat,91900000,1150194.9152542371,104,464501.7926988266,45896666.66666666
9303988864454742,Bahuwarna Rajasa,laki-laki,"Jambi, 10-01-1964","Jl. Pelajar Pejuang No. 1
Subulussalam, Kalimantan Timur 94353",94353,17,2,Belum menikah,PT Permadi Astuti Tbk,+62-47-189-8615,5290284891832873,25,Pegawai Negeri,17100000,6341666.666666667,0.3708576998050682,6700000,10400000,57900000,71500000,-54400000,-38,654,218,Bisnis,2000000,8.474576271186441,0,9,55800000,530000,0.909717416378316,11500000,2,13200000,10400000,Tidak sehat,15200000,6337526.679221594,109,523282.01938526926,52581666.66666666
6388113798461884,T. Ganjaran Saefullah,laki-laki,"Kalimantan Utara, 29-09-1995","Gang Jend. Sudirman No. 474
Jambi, Kepulauan Bangka Belitung 16756",16756,17,2,Cerai mati,PD Prasasta,+62-0656-780-4868,6591686111714877,45,Pengusaha,93700000,2866666.6666666665,0.0305940946282461,70500000,23200000,39100000,41300000,52400000,-18,762,22,Lainnya,8900000,0.0,3,9,18700000,360000,0.903864734299517,2200000,4,34900000,64300000,Tidak sehat,95600000,2771851.851851852,9,2771851.851851852,24946666.666666668
2147751841377612,"Dinda Yuniar, S.I.Kom",laki-laki,"Sumatera Utara, 23-09-1962","Jl. Suryakencana No. 3
Padangpanjang, KU 36818",36818,13,19,Cerai mati,CV Prakasa,+62-79-228-5466,6551061044311738,58,Pegawai Negeri,33200000,1483333.3333333333,0.0446787148594377,11300000,21900000,19500000,6100000,27100000,-92,768,19,Properti pribadi,5500000,0.0,5,9,3600000,570000,0.963003663003663,0,4,24100000,5400000,Tidak sehat,10500000,973703.7037037038,9,973703.7037037038,8763333.333333334
9540297521103412,Cemplunk Setiawan,laki-laki,"Banten, 30-12-1961","Gang Kiaracondong No. 25
Batu, BB 06824",6824,12,8,Menikah,Perum Anggriawan (Persero) Tbk,+62-73-830-4643,3512959305852214,21,Pegawai Negeri,33200000,6533333.333333333,0.1967871485943775,27600000,5600000,35600000,82700000,-49500000,-61,767,277,Properti pribadi,800000,2.9661016949152543,5,57,28100000,90000,1.026066897347174,28700000,2,41600000,11200000,Sehat,41000000,535664.5851917929,92,331879.14517317613,29653333.33333333
6146478525923479,"drg. Harjasa Pratiwi, M.Farm",perempuan,"DKI Jakarta, 12-07-1993","Gang Jend. Sudirman No. 37
Dumai, PB 54565",54565,18,15,Cerai mati,PT Gunawan Prakasa,+62 (640) 663-8917,6011940135695246,24,Pegawai Negeri,31300000,1816666.6666666667,0.0580404685835995,17300000,14000000,94300000,8700000,22600000,-10,740,138,Lainnya,30400000,10.169491525423728,5,24,43400000,410000,0.8246160794941283,12400000,3,49800000,23000000,Tidak sehat,94000000,2793561.676082862,144,465593.6126804771,60856666.66666666
7420171434750419,"R. Kala Mulyani, S.Psi",laki-laki,"Sulawesi Tengah, 12-07-1963","Gg. Cikutra Barat No. 4
Bima, JB 70485",70485,16,8,Cerai hidup,UD Nababan (Persero) Tbk,+62-0924-877-1088,3510463302507238,39,Pegawai Negeri,45400000,7608333.333333333,0.1675844346549192,38100000,7300000,51100000,17500000,27900000,-18,484,51,Investasi,32600000,9.322033898305085,1,3,14200000,20000,0.9625712250712252,39400000,1,41700000,44900000,Sehat,86200000,16415918.079096047,113,435820.8339583021,45048333.333333336
1082942985820461,Citra Simanjuntak,laki-laki,"Sulawesi Selatan, 13-01-1981","Gang Surapati No. 1
Padang Sidempuan, Nusa Tenggara Timur 45787",45787,10,20,Cerai hidup,CV Pradana Prastuti Tbk,+62 (248) 753-4279,3507428827790978,43,Pegawai Negeri,35200000,5733333.333333333,0.1628787878787878,31300000,3900000,20200000,46900000,-11700000,75,761,101,Lainnya,2700000,3.728813559322034,2,21,17200000,300000,1.0881072026800669,100000,1,9300000,27500000,Tidak sehat,64300000,1069559.3220338982,65,345549.93481095176,21653333.33333333
9844866678194177,"Arsipatra Sudiati, S.Gz",laki-laki,"Lampung, 23-05-1979","Jl. Ahmad Yani No. 542
Magelang, PA 28735",28735,3,2,Cerai mati,PT Mansur Pradana (Persero) Tbk,+62-951-675-2383,639071593169,30,Buruh,16000000,4208333.333333333,0.2630208333333333,5800000,10200000,2900000,36100000,-20100000,75,433,235,Bisnis,1700000,1.864406779661017,0,21,1100000,920000,2.3029761904761905,3900000,2,15100000,4000000,Tidak sehat,96900000,312788.4046273877,43,152757.12784128234,6448333.333333333
3860971033023470,Reza Prabowo,perempuan,"Nusa Tenggara Barat, 21-04-1986","Jl. Tubagus Ismail No. 22
Palopo, JT 51028",51028,5,15,Cerai mati,PT Sitorus Suwarno,+62 (013) 257-0753,341824247284657,61,Buruh,25500000,2808333.333333333,0.1101307189542483,22600000,2900000,5300000,96600000,-71100000,8,774,60,Properti pribadi,1500000,0.0,3,21,1400000,420000,1.7683908045977013,3500000,5,16900000,22900000,Tidak sehat,85700000,244206.34920634923,21,244206.34920634923,5128333.333333334
1659107486006554,"Sutan Radika Salahudin, S.T.",laki-laki,"Bengkulu, 10-06-1978","Gang Siliwangi No. 60
Denpasar, MU 18800",18800,1,5,Menikah,PD Rahmawati Sirait,+62 (322) 180-4277,3574786714520933,30,Pengusaha,11400000,2808333.333333333,0.2463450292397661,1200000,10200000,57800000,96400000,-85000000,-30,487,219,Properti pribadi,3400000,7.288135593220339,3,9,46300000,510000,0.8565057008718981,42000000,1,64200000,5400000,Tidak sehat,99400000,5074530.131826743,95,480744.9598572704,42568333.333333336
7648838877237516,Natalia Utama,perempuan,"Papua Barat, 18-06-1982","Jalan Lembong No. 47
Tangerang, Kalimantan Selatan 88001",88001,2,8,Belum menikah,UD Ardianto,+62-0925-629-9401,4589076003290,36,Pegawai Swasta,49500000,4416666.666666667,0.0892255892255892,31800000,17700000,45400000,78200000,-28700000,-72,626,337,Investasi,28400000,0.0,3,9,10700000,600000,0.9129582267689684,28100000,4,23700000,6100000,Tidak sehat,91000000,3966296.296296296,9,3966296.296296296,35696666.666666664
9269797917490440,"Cut Hana Wasita, S.Gz",laki-laki,"Sulawesi Tengah, 06-08-1964","Gg. Gardujati No. 9
Dumai, Gorontalo 83801",83801,18,12,Cerai hidup,CV Sitompul Tbk,+62 (0666) 748-2731,374492378457425,47,Pegawai Negeri,39800000,5316666.666666667,0.1335845896147403,28300000,11500000,56200000,47700000,-7900000,42,322,186,Properti pribadi,1000000,0.0,1,21,51600000,350000,0.9010773130544992,22300000,4,30200000,31800000,Sehat,63400000,2256984.1269841264,21,2256984.126984127,47396666.66666666
5012809585697557,Shania Yulianti,laki-laki,"Sumatera Barat, 17-07-1970","Jalan Kiaracondong No. 069
Bitung, Kalimantan Barat 16900",16900,7,5,Cerai hidup,Perum Pranowo Dabukke Tbk,+62 (348) 788-2145,340951508033035,24,Buruh,35400000,5658333.333333333,0.1598399246704331,28400000,7000000,33000000,15100000,20300000,-98,699,239,Bisnis,2700000,5.593220338983051,5,12,11500000,990000,1.1984741784037558,6200000,3,21900000,20900000,Sehat,54300000,1497517.1845574388,78,230387.2591626829,17018333.333333332
2465931815792470,Ega Handayani,perempuan,"DKI Jakarta, 18-04-1982","Jalan Peta No. 059
Semarang, SN 89592",89592,10,14,Cerai mati,Perum Mustofa Hartati (Persero) Tbk,+62 (0556) 466-9444,3594283461566778,55,Pengusaha,46500000,3200000.0,0.0688172043010752,5500000,41000000,35700000,20900000,25600000,-2,596,15,Lainnya,900000,3.728813559322034,5,45,32500000,540000,0.895808383233533,12700000,2,83400000,26700000,Sehat,8200000,689681.3559322035,89,348715.2923252714,29920000.0
4474987036821561,Lamar Mandala,perempuan,"Jawa Barat, 11-04-1998","Gang Sukabumi No. 00
Palembang, Sulawesi Tenggara 61482",61482,2,16,Menikah,CV Nababan Tamba (Persero) Tbk,+62-0981-998-7676,213171337345328,21,Pegawai Swasta,96600000,8058333.333333333,0.0834195997239475,33500000,63100000,55500000,65900000,30700000,-17,558,23,Properti pribadi,2500000,7.88135593220339,5,60,21700000,790000,1.1329889807162536,3100000,3,26900000,28900000,Sehat,87800000,492987.82956685504,153,193328.56061445296,27418333.333333336
6457487232353381,"Mariadi Yulianti, S.Gz",perempuan,"Kalimantan Utara, 30-10-1984","Gang Cempaka No. 5
Tanjungpinang, Lampung 71595",71595,5,9,Menikah,PT Wibisono Suartini,+62 (0883) 325 6008,30186525865698,33,Pegawai Swasta,19900000,7383333.333333333,0.3710217755443886,17400000,2500000,12500000,40800000,-20900000,-33,598,204,Lainnya,10300000,2.9661016949152543,3,12,2200000,850000,1.3906666666666665,15500000,1,70700000,16600000,Tidak sehat,89300000,1491578.3898305083,47,380828.5250631085,17383333.333333332
1313289821009693,Diah Farida,laki-laki,"Maluku, 29-09-1960","Jl. BKR No. 656
Bontang, Kepulauan Riau 09090",9090,8,15,Belum menikah,PD Dongoran Permata,+62 (081) 345 3900,30589768542082,25,Pegawai Negeri,40900000,6441666.666666667,0.1574979625101874,7000000,33900000,68700000,97600000,-56700000,24,632,354,Bisnis,53300000,10.0,5,27,14100000,710000,0.8955736894164193,31700000,2,43000000,22500000,Sehat,34700000,2459179.0123456786,145,457916.0919540229,60361666.66666666
8668785980530011,"Dr. Wasis Maryati, M.M.",perempuan,"Bali, 31-10-1964","Gang Suniaraja No. 9
Kota Administrasi Jakarta Barat, Sumatera Barat 80713",80713,15,20,Belum menikah,PD Mahendra,+62 (813) 412-0948,4730970174747389,54,Pengusaha,61000000,3933333.3333333335,0.0644808743169399,7200000,53800000,77700000,45400000,15600000,-36,614,105,Properti pribadi,43600000,8.474576271186441,3,42,21500000,720000,0.8604198668714799,7800000,1,78300000,50100000,Tidak sehat,61800000,1446672.0473500136,142,427888.91541338427,56013333.333333336
7445921176808514,"Mujur Maryati, S.Kom",laki-laki,"Aceh, 25-04-1970","Jalan Stasiun Wonokromo No. 140
Bau-Bau, Kalimantan Barat 20412",20412,20,15,Cerai mati,PD Yuliarti,+62-094-057-4314,4804066866303416,23,Pegawai Negeri,48900000,4208333.333333333,0.0860599863667348,16100000,32800000,44000000,89500000,-40600000,53,396,235,Investasi,23700000,0.0,5,54,18200000,160000,0.9004375497215593,22700000,4,30800000,44000000,Sehat,41000000,698672.8395061729,54,698672.8395061729,37728333.333333336
5840765158013706,Dt. Saiful Sirait,laki-laki,"Sulawesi Tengah, 06-04-1978","Gg. Wonoayu No. 400
Depok, JK 49845",49845,15,3,Belum menikah,CV Firgantoro Kusumo,+62 (0433) 452-5147,4169950764339342,28,Pegawai Swasta,36600000,6858333.333333333,0.1873861566484517,20700000,15900000,56000000,83900000,-47300000,-49,399,235,Bisnis,3100000,6.3559322033898304,3,51,52100000,250000,0.9242451690821256,40100000,2,49900000,31400000,Tidak sehat,92200000,1063941.647280381,126,430643.0477087257,51018333.333333336
5725386687064004,Mujur Tampubolon,laki-laki,"Nusa Tenggara Barat, 18-03-1960","Jl. PHH. Mustofa No. 4
Kota Administrasi Jakarta Timur, Nusa Tenggara Timur 94368",94368,18,12,Cerai hidup,PD Sihotang Tbk,+62-0525-177-9848,3589261131038516,59,Pegawai Negeri,21900000,6000000.0,0.273972602739726,2800000,19100000,20300000,16900000,5000000,-55,822,125,Lainnya,4200000,0.0,1,6,3000000,830000,1.6333333333333333,5200000,4,34200000,7000000,Sehat,49100000,1960000.0,6,1960000.0,11760000.0
