debtor_nik,debtor_name,debtor_gender,debtor_birth_place,debtor_age,debtor_address,debtor_zip,debtor_rt,debtor_rw,debtor_marital_status,debtor_occupation,debtor_company,debtor_number,debtor_education_level,debtor_location,debtor_personality,total_text,total_calls,total_visit,foreclosure,write_off,delay_history,arrears_amounts,credit_score,debtor_number_of_dependents,debtor_cars_count,debtor_motorcycle_count,debtor_house_count,monthly_income,loan_amount,tenor,interest_rate,collector_name
6955146167557980,Gaman Saptono,laki-laki,"Kalimantan Timur, 30-05-1963",60,"Jalan Sentot Alibasa No. 8
Bekasi, Kalimantan Selatan 81470",81470,12,6,Menikah,Pegawai Negeri,CV Rajasa,+62 (0566) 911-1973,S1,Medan,sedang,3,3,5,0,0,2,2,790,3,1,2,0,426743836,5755610881.866265,11,8,Matthew Sullivan
4098095510589293,"Tirta Nainggolan, M.Pd",laki-laki,"Kalimantan Selatan, 31-05-1972",51,"Jalan Kutisari Selatan No. 716
Dumai, Maluku Utara 89602",89602,20,1,Cerai hidup,Pegawai Swasta,CV Samosir,+62 (0801) 910-9975,SMP,Jakarta,kalem,5,0,0,0,0,17,3,301,2,1,0,0,313283359,2862742145.7517323,7,8,Jessica Choi
6860130607827252,Safina Namaga,perempuan,"Kalimantan Selatan, 27-11-1988",35,"Jl. H.J Maemunah No. 623
Sorong, MU 96285",96285,4,2,Belum menikah,Buruh,PD Mandasari Anggraini,+62 (0301) 324 0617,S1,Palembang,keras,5,4,3,0,0,2,2,752,3,2,2,1,516952561,4565291966.195156,7,8,Cynthia Rodriguez DVM
4606496602531195,"Cut Uli Farida, S.E.I",perempuan,"Bengkulu, 31-10-1988",35,"Gang Waringin No. 461
Medan, Aceh 27039",27039,20,19,Cerai mati,Profesional,CV Waskita Dongoran Tbk,+62 (084) 779-1336,S3,Balikpapan,keras,2,0,0,0,0,17,4,401,4,3,2,1,435121285,4225519193.7799673,9,8,Carmen Stuart DDS
5708056586089399,Hesti Sudiati,laki-laki,"DKI Jakarta, 30-10-1973",50,"Jl. Pasirkoja No. 87
Purwokerto, Jambi 87007",87007,4,11,Cerai mati,Pegawai Swasta,PD Padmasari (Persero) Tbk,+62 (203) 380 8499,D3,Yogyakarta,keras,4,1,4,0,0,12,2,539,2,2,1,1,435707829,3897587182.019578,7,8,Daniel Berry
3941821371054175,"Adhiarja Halimah, M.Farm",perempuan,"Maluku, 15-06-1979",44,"Gang K.H. Wahid Hasyim No. 005
Balikpapan, JI 64685",64685,2,13,Belum menikah,Pegawai Swasta,CV Kuswandari Santoso Tbk,+62 (91) 642 7042,SD,Depok,keras,2,5,0,0,0,19,0,437,3,2,2,1,533433435,5638457569.89755,9,9,Maria Jackson
5660192922518594,"Gaman Kusmawati, S.Kom",perempuan,"Sulawesi Tenggara, 05-04-1982",41,"Gg. Cihampelas No. 731
Palopo, KT 48152",48152,15,19,Cerai hidup,Pengusaha,PT Hidayanto Tbk,+62-070-325-0595,S2,Jakarta,keras,3,0,0,0,0,16,1,383,3,1,1,1,472207005,3874811859.837779,8,8,Sean Strong
2288771861940482,Betania Tampubolon,laki-laki,"Kepulauan Bangka Belitung, 03-02-1981",42,"Jalan Abdul Muis No. 29
Batam, Papua 28634",28634,12,14,Cerai mati,Pegawai Swasta,Perum Pradana Utami Tbk,+62 (079) 920-0719,S3,Depok,keras,2,5,4,0,0,9,4,673,4,3,2,1,623984159,6482455537.499084,13,9,George Thomas
3165747339703293,Taufan Wibowo,perempuan,"DI Yogyakarta, 16-09-1970",53,"Gang Sukabumi No. 6
Probolinggo, RI 63140",63140,19,20,Cerai hidup,Pengusaha,PT Prabowo Hastuti,+62 (027) 757-3358,S2,Semarang,sedang,4,4,0,0,0,3,2,815,3,2,2,2,548904062,6319465313.123011,12,9,Brian Oneal
3997713179153739,Perkasa Suryono,perempuan,"Sulawesi Tengah, 02-02-1982",41,"Jl. R.E Martadinata No. 75
Padangpanjang, Sulawesi Utara 11278",11278,1,3,Menikah,Profesional,UD Lestari,+62 (66) 895 4606,S2,Batam,keras,2,5,1,1,0,0,0,746,3,2,2,1,363509995,5671404783.66771,11,9,Maxwell Martinez
7977276665126046,Maryadi Kuswoyo,perempuan,"Kepulauan Riau, 26-11-1974",49,"Jl. Astana Anyar No. 23
Makassar, SU 07780",7780,11,12,Cerai hidup,Pengusaha,UD Astuti,+62 (0454) 660-2781,S1,Palembang,kalem,5,0,0,0,0,11,0,460,4,3,3,2,620785311,6517007691.867817,13,9,Casey Schmidt
8487506163607450,Banawi Yuniar,laki-laki,"Sulawesi Barat, 01-07-1978",45,"Gang Jayawijaya No. 166
Banjarbaru, Kalimantan Utara 08265",8265,7,8,Cerai mati,Pengusaha,PD Melani,+62 (43) 987 7363,S2,Pekanbaru,sedang,1,0,0,0,0,11,2,500,2,1,1,0,458871646,3601091926.59472,8,8,Richard Santiago
5874382059733674,Ella Lailasari,laki-laki,"Kalimantan Selatan, 25-09-1989",34,"Jl. Cikutra Barat No. 2
Probolinggo, Sumatera Utara 46635",46635,4,16,Cerai mati,Buruh,PD Mandasari,+62 (93) 673-8531,S3,Bandung,keras,4,0,0,0,0,14,2,480,2,2,3,1,457155550,5338096972.717482,8,8,Rachel Saunders
6853958418230782,Drs. Mutia Wibowo,perempuan,"Maluku Utara, 17-11-1963",60,"Gang Cihampelas No. 8
Tangerang Selatan, KR 37982",37982,10,13,Belum menikah,Buruh,CV Mulyani,+62-81-361-4268,S2,Jakarta,kalem,2,3,5,0,0,11,2,512,1,1,1,1,236540670,3681669386.843688,7,8,Sean Strong
8658865813296343,Rahman Usada,laki-laki,"Papua, 20-01-1974",49,"Gg. Gegerkalong Hilir No. 475
Batu, BB 22257",22257,18,13,Cerai hidup,Pegawai Swasta,Perum Melani Tbk,+62 (0870) 815-4140,S3,Denpasar,sedang,2,5,2,1,1,11,3,522,3,1,1,1,363351055,5390036511.713681,10,8,Steven Ryan
5050271428550166,H. Kawaya Sihombing,laki-laki,"Bengkulu, 27-12-1990",33,"Jalan Cikapayang No. 5
Metro, Kalimantan Utara 69514",69514,6,17,Belum menikah,Pengusaha,CV Permadi Dabukke,+62 (98) 890-5907,S2,Tangerang,sedang,3,0,0,0,0,19,3,335,3,1,1,1,476230344,5490960089.782651,10,8,William Rivera III
7143680833473527,Kuncara Hasanah,laki-laki,"Kepulauan Bangka Belitung, 17-06-1964",59,"Gg. Surapati No. 4
Payakumbuh, JK 82304",82304,6,3,Belum menikah,Pegawai Negeri,UD Ramadan Dongoran (Persero) Tbk,+62-443-749-9661,SMP,Banjarmasin,kalem,1,3,4,0,0,9,3,687,5,4,2,1,597519118,6139542786.407765,14,9,Brian Mcdonald
5292163969643549,"Kasusra Pratama, M.M.",perempuan,"Bengkulu, 23-06-1964",59,"Gg. Moch. Ramdan No. 14
Padangpanjang, Kalimantan Utara 98829",98829,7,14,Cerai mati,Buruh,UD Novitasari Tbk,+62 (958) 746 2453,SMA,Bandung,keras,4,5,1,0,0,7,0,621,2,1,1,1,365231631,3512478898.7784195,7,8,Tara Osborne
6179213693087123,"T. Garang Lazuardi, M.TI.",laki-laki,"Kalimantan Barat, 22-05-1975",48,"Gang Medokan Ayu No. 366
Cilegon, NB 49029",49029,1,6,Menikah,Pegawai Negeri,Perum Sitompul,+62-908-525-1036,SMP,Batam,kalem,5,5,3,1,1,9,1,659,2,2,2,1,326581591,3591849201.8820257,6,8,Kyle Brown
9273067683291265,Indah Nurdiyanti,laki-laki,"Riau, 24-04-1995",28,"Jalan Cikutra Timur No. 185
Kota Administrasi Jakarta Barat, JT 68277",68277,19,12,Cerai hidup,Buruh,PD Prasetyo Saputra Tbk,+62 (85) 471-7910,SMP,Denpasar,kalem,3,4,5,1,1,8,0,621,4,3,2,1,526010273,5943766853.947683,12,8,Sierra Richards
3825470994526949,Dimas Gunarto,perempuan,"Kalimantan Tengah, 15-10-1978",45,"Gg. Pacuan Kuda No. 3
Lubuklinggau, Sumatera Selatan 22221",22221,20,1,Menikah,Buruh,PD Uyainah Prasasta Tbk,+62-025-993-8900,SMP,Semarang,keras,5,5,2,1,1,16,4,359,2,1,1,0,353660286,5090975771.783813,8,8,Randall Hoffman
9357946492700563,Puspa Tampubolon,laki-laki,"Aceh, 05-09-1990",33,"Gang Kebonjati No. 009
Serang, NB 83113",83113,1,7,Belum menikah,Buruh,PD Haryanto Tbk,+62 (045) 703 3817,S3,Batam,keras,5,2,3,0,0,14,3,575,4,2,2,1,404552280,5193867246.504591,13,9,Erin Harris
4504145638054913,Anastasia Mahendra,perempuan,"Bali, 12-09-1987",36,"Jl. Monginsidi No. 209
Bima, Kalimantan Barat 09074",9074,18,4,Cerai hidup,Pegawai Swasta,CV Kuswoyo Tbk,+62 (585) 484 5096,D3,Semarang,keras,5,2,3,0,0,17,3,346,2,1,1,1,308139819,3565216922.1703925,8,8,Randall Hoffman
6938617134809007,Novi Anggraini,laki-laki,"Sulawesi Tengah, 24-07-1994",29,"Jalan Pacuan Kuda No. 9
Kota Administrasi Jakarta Utara, Jawa Timur 18230",18230,8,7,Cerai hidup,Pegawai Swasta,CV Hidayat Fujiati (Persero) Tbk,+62 (196) 854-0785,SD,Bekasi,keras,4,2,0,0,0,4,1,746,3,3,3,1,478541291,6103429901.052997,11,9,Heather Velez
4413171810714755,Kenari Laksmiwati,laki-laki,"Sulawesi Selatan, 24-11-1971",52,"Gg. Astana Anyar No. 18
Banda Aceh, MU 83425",83425,20,16,Cerai mati,Pegawai Swasta,PD Pratama Pangestu,+62 (89) 111 5558,SMP,Makassar,sedang,2,1,0,0,0,2,2,769,4,2,2,1,416092664,5680785108.274466,13,8,Charles Ferrell
9550693446599171,Umaya Mandasari,perempuan,"Sulawesi Barat, 24-05-1992",31,"Jl. Bangka Raya No. 42
Sukabumi, Nusa Tenggara Barat 11829",11829,16,10,Belum menikah,Pegawai Negeri,Perum Hutagalung Gunawan (Persero) Tbk,+62-06-501-4864,S2,Depok,kalem,3,3,2,1,1,16,4,408,2,2,2,1,565587368,4971092006.234275,10,9,Maria Jackson
8048483309535735,Gamani Adriansyah,perempuan,"Jambi, 22-04-1966",57,"Gang Cikutra Barat No. 2
Sibolga, Bengkulu 34080",34080,9,12,Cerai mati,Pegawai Negeri,PT Prayoga Utami,+62 (41) 044 3907,SMP,Jakarta,kalem,4,4,4,1,0,14,1,541,3,2,2,1,454014786,5282905308.907958,8,9,Sean Strong
3643490383179815,drg. Sadina Safitri,perempuan,"Kepulauan Riau, 09-11-1989",34,"Gang PHH. Mustofa No. 3
Kota Administrasi Jakarta Selatan, Banten 00566",566,15,16,Cerai hidup,Profesional,PT Padmasari Tbk,+62 (0016) 444 4177,SD,Jakarta,kalem,3,0,0,0,0,9,4,605,3,2,1,1,311958216,4642357455.267598,9,9,Sean Strong
5601919293530335,Cahyono Pudjiastuti,perempuan,"Riau, 21-01-1987",36,"Jl. Abdul Muis No. 643
Semarang, BB 60493",60493,20,12,Menikah,Pengusaha,PT Megantara Tbk,+62 (467) 242-3985,S1,Jakarta,kalem,5,4,4,1,0,17,0,389,2,2,1,1,347994461,4400454498.696894,9,9,Richard Green MD
7452831219545722,Cahyanto Mahendra,laki-laki,"Lampung, 26-02-1981",42,"Gang BKR No. 46
Medan, Kalimantan Barat 15339",15339,17,20,Cerai hidup,Buruh,Perum Situmorang Hariyah Tbk,+62 (759) 477-7382,S3,Samarinda,keras,4,5,2,0,0,16,2,382,3,2,2,2,583856670,5288693649.814976,10,9,Monica Bright
6219135885327343,Mila Rahimah,perempuan,"Kalimantan Barat, 26-12-1964",59,"Jl. Moch. Toha No. 62
Kota Administrasi Jakarta Selatan, Sulawesi Barat 43618",43618,20,17,Menikah,Profesional,CV Anggriawan,+62 (54) 138 7366,S1,Bogor,keras,5,0,0,0,0,16,2,322,3,1,2,1,440206464,5779405641.564413,9,9,Samantha James
6929806493837798,Wirda Damanik,laki-laki,"Sulawesi Barat, 08-03-1994",29,"Gang Tubagus Ismail No. 545
Batam, SS 53627",53627,3,17,Cerai mati,Pegawai Swasta,PT Rahmawati Rahimah (Persero) Tbk,+62-091-126-2772,SMP,Balikpapan,kalem,5,0,0,0,0,1,0,715,2,2,1,0,413679859,4242394976.8117023,8,8,Victoria Blair
8842735715602611,Kacung Anggraini,laki-laki,"Jawa Barat, 21-05-1969",54,"Gang Dr. Djunjunan No. 2
Depok, JA 35248",35248,2,2,Cerai mati,Buruh,Perum Jailani Putra,+62 (094) 807-7740,SMA,Semarang,kalem,2,0,0,0,0,19,1,436,3,2,1,0,281214429,3205337739.866544,5,8,David Riddle
8232351663503978,R.M. Hendri Andriani,laki-laki,"DKI Jakarta, 03-06-1991",32,"Jl. Suniaraja No. 0
Meulaboh, DI Yogyakarta 84940",84940,18,14,Cerai mati,Pengusaha,PT Usada Tbk,+62 (071) 073-9081,S2,Yogyakarta,sedang,2,0,0,0,0,7,4,698,3,2,2,1,364117710,5216606825.60912,12,9,Stephen Lee
6921313736333730,Uli Saptono,laki-laki,"Papua Barat, 17-11-1996",27,"Jalan KH Amin Jasuta No. 11
Kotamobagu, SU 90222",90222,10,10,Cerai mati,Pengusaha,PT Pratiwi Tbk,+62 (023) 724-6870,S1,Semarang,keras,1,3,3,1,0,8,0,656,5,3,3,2,753585979,7109767027.138407,14,9,Christopher Martin
7076790920411124,Ibun Pranowo,perempuan,"Sumatera Utara, 15-11-1975",48,"Gang KH Amin Jasuta No. 9
Sorong, Maluku 68278",68278,12,3,Cerai mati,Profesional,UD Maryati,+62 (075) 999 3146,D3,Banjarmasin,sedang,3,0,0,0,0,1,0,757,5,3,3,1,626056016,7685075088.305862,14,9,Elizabeth Perkins
9080563008648290,Ivan Hartati,laki-laki,"Maluku, 23-07-1990",33,"Jalan Veteran No. 27
Gorontalo, Sulawesi Tenggara 50561",50561,17,20,Cerai hidup,Profesional,CV Lailasari Lailasari (Persero) Tbk,+62 (87) 944-8092,SD,Malang,keras,3,5,5,0,0,17,1,444,2,2,2,1,372796605,6212441079.400109,11,9,Joshua Little
5718247736821400,Laila Padmasari,perempuan,"Sulawesi Utara, 03-07-1970",53,"Jl. Ronggowarsito No. 296
Banjarbaru, KT 90205",90205,10,20,Cerai mati,Buruh,PT Prasasta (Persero) Tbk,+62 (080) 528-6435,S2,Pekanbaru,keras,5,4,1,1,1,19,0,411,4,2,2,1,618042726,7065975441.630767,10,9,Paul Pollard
2217167804105285,R. Kani Hartati,laki-laki,"Kalimantan Timur, 18-09-1973",50,"Gg. Cihampelas No. 189
Kediri, Nusa Tenggara Timur 60604",60604,5,20,Belum menikah,Pengusaha,UD Saefullah (Persero) Tbk,+62-0097-764-1799,S3,Tangerang,keras,3,2,2,1,1,13,4,552,3,2,2,1,552324574,5000919554.06781,9,8,Kelsey Brown
3308565117606853,Dt. Nyoman Palastri,perempuan,"Lampung, 26-07-1995",28,"Gang Suryakencana No. 4
Manado, SN 32773",32773,6,15,Cerai mati,Pegawai Swasta,UD Situmorang Tbk,+62 (0777) 913 6085,D3,Bogor,keras,4,0,0,0,0,12,1,504,6,4,4,2,777879541,8639172595.180626,16,9,Samantha James
5829410008804989,Aisyah Melani,perempuan,"Jawa Timur, 06-05-1970",53,"Gang Erlangga No. 829
Bau-Bau, Kalimantan Utara 34783",34783,11,3,Cerai mati,Buruh,Perum Hasanah Tbk,+62-0998-720-7715,SMA,Semarang,kalem,5,3,0,0,0,5,2,734,4,3,2,1,545057342,6142709548.871283,13,9,Randall Hoffman
7683416183124436,Kacung Sirait,perempuan,"Sulawesi Utara, 21-02-1965",58,"Gg. Astana Anyar No. 2
Bau-Bau, Sulawesi Selatan 81184",81184,14,4,Cerai mati,Profesional,PT Agustina (Persero) Tbk,+62 (003) 270 4398,S2,Surabaya,keras,4,0,0,0,0,7,1,651,2,1,1,1,160023840,3151570900.303913,7,8,Jacob Ryan
2316077310850580,Dr. Elisa Hutagalung,laki-laki,"Banten, 02-10-1998",25,"Gang Asia Afrika No. 7
Cimahi, Sumatera Barat 22600",22600,13,20,Cerai mati,Profesional,PD Saptono Wijaya,+62 (913) 596 0016,SMP,Malang,keras,2,0,0,0,0,18,4,304,2,1,1,0,307978618,2477689148.706,5,8,David Peck
3186083973424307,Daliono Purwanti,laki-laki,"Kalimantan Selatan, 20-09-1989",34,"Gang Veteran No. 62
Pekalongan, Kalimantan Timur 55236",55236,2,16,Menikah,Profesional,CV Hassanah (Persero) Tbk,+62 (0325) 714-1968,S1,Depok,keras,3,1,2,1,1,0,0,780,4,3,3,1,680014680,8090863158.074344,13,9,George Thomas
8385686562910234,Martaka Tarihoran,perempuan,"Jambi, 12-11-1974",49,"Gg. Ahmad Yani No. 17
Semarang, DI Yogyakarta 18750",18750,10,16,Cerai mati,Profesional,Perum Puspasari Sitompul Tbk,+62 (03) 226-7481,SMP,Banjarmasin,sedang,4,4,1,0,0,8,1,619,4,3,3,1,374866661,5829296453.644623,9,8,Elizabeth Perkins
8720623947870564,Lili Prasetyo,laki-laki,"Sumatera Barat, 26-06-1997",26,"Jl. M.H Thamrin No. 25
Kota Administrasi Jakarta Pusat, BB 91252",91252,8,7,Menikah,Pegawai Swasta,UD Prasetya,+62-226-563-6163,S1,Samarinda,keras,4,0,0,0,0,18,4,427,2,2,2,1,507920362,4917425070.552887,9,9,Cynthia Smith
2436255638491216,"Dr. Oni Mustofa, M.M.",perempuan,"Nusa Tenggara Timur, 14-05-1972",51,"Jl. Jayawijaya No. 05
Bengkulu, JA 13418",13418,17,14,Cerai hidup,Profesional,PT Kusmawati,+62-170-030-3196,S3,Padang,sedang,5,0,0,0,0,8,2,628,4,3,2,1,516457885,5563829818.710967,10,9,Kristina Avila
2161103256303974,dr. Zaenab Pratiwi,perempuan,"Kalimantan Barat, 19-10-1967",56,"Gang Rumah Sakit No. 82
Bengkulu, JA 82893",82893,19,7,Belum menikah,Pegawai Negeri,Perum Putra,+62 (23) 698-8179,SD,Samarinda,sedang,2,2,3,0,0,13,4,530,3,2,2,1,363696805,4666239804.201806,8,8,Nathan Welch
6451622436722132,Cahyanto Waskita,laki-laki,"Jawa Timur, 06-07-1974",49,"Jalan Pelajar Pejuang No. 65
Prabumulih, Kalimantan Selatan 86552",86552,12,20,Belum menikah,Pegawai Swasta,PT Utami,+62 (057) 725 0155,D3,Semarang,kalem,4,4,0,0,0,3,3,764,3,2,1,1,382982174,4597679620.122134,11,8,Sheri Clarke
4174978162257592,"Cut Sari Prasetya, M.TI.",laki-laki,"Bali, 30-07-1972",51,"Gg. Raya Ujungberung No. 261
Sawahlunto, Sumatera Barat 70690",70690,4,20,Belum menikah,Pengusaha,CV Aryani Tbk,+62 (081) 040 6711,D3,Padang,kalem,4,5,3,0,0,0,0,724,1,1,0,1,333427118,2962304941.351913,5,8,Tracy Park
3920650190652897,Dt. Wira Simbolon,perempuan,"Jambi, 28-08-2000",23,"Gg. Ir. H. Djuanda No. 41
Tangerang Selatan, Jawa Tengah 19237",19237,7,13,Belum menikah,Pegawai Swasta,UD Riyanti (Persero) Tbk,+62 (99) 999 2086,SMA,Makassar,sedang,3,2,0,0,0,0,0,787,4,2,2,0,557524497,5276644166.498866,7,8,Alan Roach
1732517951671108,Atmaja Simanjuntak,perempuan,"Bengkulu, 07-08-1970",53,"Gg. Dipatiukur No. 454
Batam, SR 94437",94437,7,11,Cerai mati,Profesional,PT Palastri Gunarto Tbk,+62 (494) 789-3870,D3,Pekanbaru,sedang,4,1,0,0,0,12,2,570,3,2,1,1,533641221,4306974571.714236,8,8,Michele Navarro
8174703035889118,"Ulva Saefullah, S.Pd",perempuan,"Sulawesi Selatan, 19-03-1998",25,"Jl. Pasirkoja No. 27
Batam, Sulawesi Tenggara 19547",19547,10,5,Menikah,Buruh,CV Pradana Yuliarti (Persero) Tbk,+62-677-962-7608,SD,Pekanbaru,kalem,5,4,4,0,0,18,0,408,3,2,2,2,516253527,5971325192.71005,11,9,Ashley Marshall
1622247261592135,Ratna Nurdiyanti,perempuan,"Kalimantan Barat, 07-01-1993",30,"Gg. Gegerkalong Hilir No. 944
Langsa, Kalimantan Timur 41910",41910,2,11,Menikah,Pegawai Negeri,PT Yolanda Maryadi Tbk,+62-0227-046-2050,SMP,Makassar,sedang,2,3,2,0,0,15,4,530,2,2,2,1,385187412,3564059112.7168803,9,8,Jennifer Robbins
7543163036484140,Lala Usamah,laki-laki,"Maluku, 31-03-1992",31,"Gang Rungkut Industri No. 73
Tangerang, JT 54764",54764,17,15,Cerai mati,Profesional,Perum Widodo,+62-404-550-6058,SMA,Batam,keras,5,2,1,0,0,13,1,514,3,2,2,1,278772651,4162803291.09249,8,8,Kyle Brown
5568585298302321,"Ilyas Wahyudin, M.Farm",laki-laki,"Kalimantan Utara, 08-11-1992",31,"Gang BKR No. 55
Bandar Lampung, Kalimantan Timur 85782",85782,7,4,Cerai mati,Pegawai Negeri,PD Permata (Persero) Tbk,+62 (008) 688-3663,D3,Pekanbaru,sedang,4,4,4,1,0,0,0,766,1,1,1,1,315539487,4165399892.69211,9,8,Richard Santiago
1092125525974620,Vanesa Dongoran,perempuan,"Jambi, 23-04-1969",54,"Jl. W.R. Supratman No. 30
Pangkalpinang, Sulawesi Selatan 29211",29211,16,19,Menikah,Pegawai Swasta,PD Prasasta Tbk,+62-0796-352-6803,S1,Pekanbaru,kalem,4,0,0,0,0,8,2,607,1,2,1,1,364259422,3259264778.139416,9,9,Ashley Marshall
6169983103777397,Ozy Yolanda,perempuan,"Kepulauan Riau, 25-09-1995",28,"Gg. Astana Anyar No. 93
Subulussalam, Maluku 65162",65162,14,10,Cerai mati,Pegawai Negeri,PT Pratama Tbk,+62-26-269-7100,S3,Batam,kalem,1,5,1,0,0,12,2,586,2,0,1,1,277825352,3932226323.633647,7,8,Alexa Sanchez
9027791784826277,"Hasna Pratama, S.Kom",laki-laki,"Sulawesi Barat, 17-02-1994",29,"Jalan Soekarno Hatta No. 05
Palu, KI 46429",46429,19,13,Cerai mati,Pegawai Swasta,PD Budiman Damanik,+62 (061) 675 1732,D3,Batam,keras,5,5,3,0,0,11,2,522,2,2,2,1,464386721,4750605923.699515,11,9,Teresa Lopez
7703625949147094,Iriana Prayoga,perempuan,"Kalimantan Timur, 25-09-1984",39,"Gang Pasteur No. 444
Bengkulu, NT 45104",45104,17,20,Menikah,Profesional,PT Najmudin (Persero) Tbk,+62 (90) 182-9686,SMP,Bandung,kalem,2,1,1,0,0,9,1,678,2,2,1,1,317003461,3654507238.72556,8,8,Jennifer Medina
7777494462608769,Sutan Edi Halimah,perempuan,"Sumatera Selatan, 11-02-1993",30,"Gg. Erlangga No. 373
Banjar, YO 56253",56253,19,19,Cerai hidup,Pegawai Swasta,PT Uyainah Pertiwi (Persero) Tbk,+62 (81) 117 0636,SMP,Pekanbaru,kalem,1,5,0,0,0,1,0,815,4,3,3,2,599127463,6225308285.08453,13,9,Molly Torres
4431820626774232,Yuliana Nasyidah,perempuan,"Kalimantan Barat, 23-03-1981",42,"Gg. S. Parman No. 29
Pekalongan, NT 97657",97657,12,6,Cerai hidup,Pengusaha,Perum Damanik,+62 (018) 324-5421,SD,Surabaya,keras,3,2,4,0,0,13,3,567,2,1,0,0,244096821,3374682663.51307,5,8,Jacob Ryan
9117835254172114,"Laras Andriani, S.E.",perempuan,"Kalimantan Timur, 16-01-1989",34,"Gang Cihampelas No. 809
Bima, JK 09243",9243,13,2,Menikah,Profesional,PD Sitorus Yolanda Tbk,+62 (0192) 814-3139,SD,Pekanbaru,sedang,5,4,2,0,0,18,4,302,2,2,1,0,363395131,1665963663.3150024,5,8,Paul Pollard
5333126888120739,Daruna Hutasoit,laki-laki,"Sulawesi Utara, 13-04-1999",24,"Jl. Gardujati No. 0
Padangpanjang, Kalimantan Barat 60851",60851,3,19,Cerai mati,Pegawai Negeri,PT Hariyah Sihombing (Persero) Tbk,+62 (656) 863 2149,SD,Balikpapan,sedang,3,5,3,1,0,10,0,698,2,1,1,1,357462096,3841917656.192434,8,8,Ryan Perez
5167498737086859,dr. Ilsa Budiman,perempuan,"Kalimantan Selatan, 28-03-1960",63,"Gang Sadang Serang No. 56
Pangkalpinang, KI 84638",84638,8,10,Menikah,Pegawai Swasta,Perum Zulaika Sitorus (Persero) Tbk,+62 (93) 070-3404,SD,Depok,sedang,2,1,4,1,0,15,3,492,4,3,2,2,529814308,5061275826.507518,12,8,Ruth Perez
8147122869435467,Drs. Lurhur Saefullah,perempuan,"Riau, 31-05-1976",47,"Gg. Cihampelas No. 18
Binjai, DI Yogyakarta 57147",57147,16,14,Belum menikah,Pegawai Swasta,UD Hutapea Marpaung (Persero) Tbk,+62 (873) 252-9833,S2,Makassar,keras,4,1,5,0,0,13,2,477,2,2,1,1,304367699,3599876498.745796,9,8,Alan Roach
6314064989285246,"R. Prasetyo Pangestu, S.Gz",laki-laki,"Sumatera Utara, 27-03-1982",41,"Jl. Kutisari Selatan No. 4
Bandung, KU 65464",65464,11,20,Menikah,Pengusaha,CV Napitupulu Mayasari Tbk,+62-049-886-3803,S1,Semarang,keras,2,1,3,1,0,4,1,766,2,2,2,1,330300127,4054689514.678729,9,8,Christopher Martin
5901100523659092,Hasta Nababan,perempuan,"Kalimantan Selatan, 21-10-1983",40,"Gang Moch. Ramdan No. 3
Pontianak, JB 71502",71502,14,15,Cerai hidup,Pegawai Swasta,Perum Puspasari Yuniar (Persero) Tbk,+62-482-755-9990,D3,Bekasi,sedang,3,2,1,0,0,7,1,665,2,2,1,1,301495652,3103522793.445476,8,8,Emma Arroyo
1113534906546450,"Cut Lala Firgantoro, S.Gz",perempuan,"Sulawesi Utara, 15-01-1982",41,"Gg. Ahmad Dahlan No. 48
Medan, KI 87265",87265,9,1,Cerai mati,Profesional,CV Kuswandari (Persero) Tbk,+62-01-055-6765,S2,Pekanbaru,sedang,2,0,0,0,0,17,4,410,4,3,3,2,750916862,7587793845.574703,12,9,Paul Pollard
6808517312907418,Cengkir Mandasari,perempuan,"Bali, 05-01-1967",56,"Gg. Sadang Serang No. 84
Mojokerto, Kepulauan Bangka Belitung 04806",4806,3,2,Cerai hidup,Buruh,Perum Usada (Persero) Tbk,+62 (053) 411-0794,SMA,Semarang,keras,3,4,2,1,1,18,0,364,3,2,2,1,465548083,4684642120.811614,11,9,Randall Hoffman
6891901023865773,"dr. Diah Purwanti, M.Farm",laki-laki,"Kalimantan Timur, 16-05-1960",63,"Jl. Peta No. 82
Lubuklinggau, JK 85719",85719,1,3,Belum menikah,Buruh,PD Samosir Susanti,+62 (22) 270-4846,D3,Bekasi,keras,4,5,2,0,0,16,3,433,3,2,2,1,453601676,4434136466.774333,8,8,Heather Velez
2414068249437912,Eka Anggraini,perempuan,"Maluku, 29-02-1992",31,"Gg. Sukabumi No. 1
Surakarta, Kalimantan Utara 15239",15239,8,11,Menikah,Pegawai Swasta,CV Waskita (Persero) Tbk,+62 (049) 858-2463,SMP,Semarang,keras,5,4,3,0,0,17,4,402,3,2,1,1,506369773,4165188881.387937,9,9,Randall Hoffman
3701114910118189,Cahyanto Samosir,laki-laki,"DKI Jakarta, 26-09-1979",44,"Jl. M.H Thamrin No. 20
Sorong, SS 79505",79505,20,13,Belum menikah,Pegawai Negeri,UD Anggraini Megantara Tbk,+62-096-703-6479,SD,Semarang,keras,3,3,5,0,0,18,4,419,3,2,2,1,340069711,5924401211.602914,11,9,Sheri Clarke
3742044457171940,Uli Prabowo,perempuan,"Jambi, 16-12-1987",36,"Gg. Waringin No. 62
Pagaralam, Sulawesi Tenggara 60175",60175,12,5,Menikah,Profesional,Perum Sinaga Hutapea Tbk,+62-560-545-8207,SMA,Medan,kalem,4,1,1,1,1,18,1,333,4,2,2,1,668280203,5384841492.337472,9,9,Vincent Daniel
