debtor_nik,debtor_name,debtor_gender,debtor_birth_place,debtor_age,debtor_address,debtor_zip,debtor_rt,debtor_rw,debtor_marital_status,debtor_occupation,debtor_company,debtor_number,total_text,total_calls,total_visit,foreclosure,write_off,debtor_location,debtor_number_of_dependents,debtor_cars_count,debtor_motorcycle_count,debtor_house_count,debtor_education_level,monthly_income,debtor_personality,loan_amount,tenor,interest_rate,delay_history,credit_score,action_code,category_campaign,collector_name
1823828076241878,"R. Patricia Laksmiwati, S.Pd",laki-laki,"Sulawesi Selatan, 08-03-1975",48.0,"Gg. S. Parman No. 838
Kota Administrasi Jakarta Timur, Aceh 58549",58549,20.0,20.0,Belum menikah,Pengusaha,PD Prastuti Namaga Tbk,+62-093-984-9987,5.0,6.0,3.0,0.0,0.0,Makassar,3.0,2.0,1.0,1.0,D3,322205354.0,kalem,1890163684.0,8.0,8.0,9.0,583.0,OTHR,Digital,Jeffery Wiggins
3769370850961743,Mariadi Hassanah,laki-laki,"Kalimantan Timur, 26-03-1977",46.0,"Jl. Pacuan Kuda No. 295
Sabang, Sulawesi Tenggara 78295",78295,20.0,4.0,Menikah,Pengusaha,Perum Napitupulu Santoso Tbk,+62 (0793) 652-3558,10.0,8.0,4.0,0.0,0.0,Batam,5.0,3.0,3.0,2.0,S1,585226418.0,sedang,6123360453.0,13.0,9.0,13.0,735.0,MUPD,Call,Erin Harris
6360014096230088,Irsad Pranowo,perempuan,"Riau, 23-09-1981",42.0,"Jalan Sukabumi No. 971
Kendari, SU 33100",33100,4.0,3.0,Cerai hidup,Profesional,Perum Haryanto Tbk,+62 (701) 092 3057,20.0,8.0,1.0,1.0,0.0,Makassar,4.0,2.0,2.0,1.0,D3,472388921.0,kalem,5439060525.0,11.0,9.0,12.0,500.0,PTPR,Digital,Ronald Cannon
2331969508690924,Patricia Wahyudin,laki-laki,"Sulawesi Barat, 12-06-1976",47.0,"Gg. Ir. H. Djuanda No. 3
Kota Administrasi Jakarta Barat, MA 39451",39451,9.0,4.0,Belum menikah,Pegawai Negeri,Perum Gunawan,+62-721-048-2693,0.0,0.0,0.0,0.0,0.0,Surabaya,2.0,2.0,1.0,1.0,SMA,407508716.0,kalem,4367916863.0,7.0,8.0,10.0,580.0,DISP,Digital,Ashley Ponce
4360087956979114,Ina Widiastuti,perempuan,"Aceh, 08-07-1989",34.0,"Jalan Rajawali Timur No. 918
Cirebon, KU 06026",6026,3.0,11.0,Cerai hidup,Pegawai Negeri,CV Samosir Hidayat (Persero) Tbk,+62 (166) 553-8923,10.0,8.0,0.0,0.0,0.0,Depok,3.0,2.0,3.0,1.0,D3,425852885.0,kalem,4485257875.0,12.0,9.0,13.0,604.0,INCO,Digital,Steven Brennan
4834366968051334,Cut Maya Wasita,perempuan,"Sulawesi Utara, 21-04-1973",50.0,"Gang Rajawali Timur No. 194
Solok, Sulawesi Tenggara 03953",3953,4.0,19.0,Cerai mati,Pegawai Negeri,Perum Dabukke,+62 (55) 636-8472,15.0,8.0,5.0,0.0,0.0,Samarinda,3.0,2.0,2.0,1.0,D3,612108335.0,kalem,5097215340.0,11.0,9.0,10.0,524.0,INCO,Call,Sean Harper
2907017825398465,Adhiarja Kuswoyo,laki-laki,"DKI Jakarta, 25-06-1994",29.0,"Jl. Abdul Muis No. 52
Sungai Penuh, Riau 96162",96162,6.0,2.0,Belum menikah,Buruh,PT Pudjiastuti,+62 (0875) 042 8945,10.0,6.0,5.0,1.0,1.0,Pekanbaru,3.0,2.0,3.0,1.0,SMA,540354909.0,kalem,5217815340.0,11.0,9.0,9.0,614.0,MUPD,Call,Alex Garcia
1047808448067495,"Harjasa Hakim, S.Farm",laki-laki,"Kalimantan Barat, 10-06-1968",55.0,"Jl. Bangka Raya No. 224
Tegal, SB 81466",81466,4.0,17.0,Menikah,Profesional,Perum Wijaya Utama,+62-40-873-2232,15.0,8.0,0.0,0.0,0.0,Pekanbaru,4.0,2.0,3.0,1.0,D3,629219958.0,sedang,5487725574.0,10.0,9.0,10.0,603.0,INCO,Digital,Richard Santiago
2348516497957614,"Ikin Maryati, S.E.",perempuan,"Sulawesi Tenggara, 12-01-1997",26.0,"Jl. Kebonjati No. 496
Tanjungbalai, PA 36698",36698,1.0,3.0,Menikah,Buruh,PD Widodo,+62 (894) 170 2790,15.0,4.0,4.0,1.0,1.0,Palembang,4.0,2.0,3.0,1.0,D3,594911623.0,sedang,6512941387.0,12.0,9.0,11.0,679.0,FDBK,Call,Cynthia Rodriguez DVM
6147650509441722,Ophelia Hariyah,perempuan,"Kalimantan Tengah, 01-10-1987",36.0,"Gg. KH Amin Jasuta No. 51
Meulaboh, Jawa Tengah 75367",75367,10.0,11.0,Cerai mati,Pengusaha,PD Yulianti,+62-753-707-5271,20.0,0.0,0.0,0.0,0.0,Batam,4.0,3.0,2.0,1.0,D3,679042074.0,sedang,5503196390.0,12.0,9.0,12.0,659.0,MUPD,Call,David Olsen
4996769519617114,Prasetya Aryani,laki-laki,"Sumatera Selatan, 25-12-1998",25.0,"Gang Waringin No. 068
Pekalongan, KI 71047",71047,7.0,12.0,Menikah,Buruh,Perum Sihotang Damanik,+62-0880-025-9693,5.0,10.0,5.0,0.0,0.0,Padang,3.0,2.0,2.0,1.0,SMA,624209118.0,kalem,5966774421.0,8.0,9.0,10.0,505.0,WRPH,Call,Tracy Park
2511575223305921,Drs. Olivia Nainggolan,perempuan,"DKI Jakarta, 28-03-1963",60.0,"Jalan Rumah Sakit No. 778
Depok, DKI Jakarta 05568",5568,6.0,6.0,Belum menikah,Pegawai Negeri,CV Hakim Prayoga Tbk,+62 (129) 498 6085,10.0,2.0,0.0,0.0,0.0,Jakarta,2.0,2.0,1.0,1.0,SMA,374396603.0,kalem,3080304509.0,7.0,8.0,7.0,476.0,PTPR,Digital,Sean Strong
8597802991108554,Yani Pratama,perempuan,"Jawa Tengah, 07-10-1965",58.0,"Gg. Rajawali Timur No. 65
Gorontalo, Kepulauan Bangka Belitung 75187",75187,10.0,18.0,Cerai mati,Profesional,PD Lestari (Persero) Tbk,+62-063-858-8290,20.0,10.0,5.0,0.0,0.0,Pekanbaru,3.0,2.0,2.0,1.0,D3,456096327.0,kalem,5719551002.0,7.0,8.0,11.0,436.0,PTPR,Digital,Andrea Schmidt
8746974542812628,Hasta Situmorang,laki-laki,"Sumatera Selatan, 09-01-1979",44.0,"Gang Asia Afrika No. 0
Makassar, KR 37272",37272,1.0,20.0,Menikah,Pengusaha,UD Pradana Novitasari Tbk,+62-17-325-2668,0.0,8.0,4.0,1.0,1.0,Bogor,3.0,2.0,2.0,1.0,D3,372509373.0,kalem,2596945065.0,7.0,9.0,10.0,554.0,INCO,Digital,Joshua Arias
9474180212186575,"Cut Ina Pratama, S.Ked",laki-laki,"Jawa Timur, 14-04-1968",55.0,"Jalan Dr. Djunjunan No. 841
Probolinggo, JB 62259",62259,7.0,15.0,Menikah,Pengusaha,PD Yulianti Rahayu,+62 (98) 351 5868,15.0,4.0,3.0,1.0,0.0,Bandung,2.0,2.0,2.0,1.0,D3,557926083.0,kalem,5643062076.0,10.0,8.0,10.0,661.0,WRPH,Call,Jacqueline Rose
9751224087728358,"T. Hairyanto Nurdiyanti, S.Sos",perempuan,"Nusa Tenggara Barat, 30-05-1979",44.0,"Jalan Kiaracondong No. 9
Cimahi, Sulawesi Tenggara 52492",52492,9.0,10.0,Belum menikah,Pengusaha,CV Usamah,+62 (078) 228-2905,10.0,4.0,1.0,0.0,0.0,Bandung,3.0,2.0,1.0,0.0,SMA,444035548.0,kalem,4853505963.0,10.0,8.0,7.0,581.0,DISP,Call,Tara Osborne
4824487788898633,Sutan Tugiman Yuliarti,laki-laki,"Bengkulu, 21-03-1961",62.0,"Jl. Sadang Serang No. 16
Subulussalam, BB 56419",56419,16.0,13.0,Menikah,Pengusaha,CV Pradipta Lazuardi,+62 (87) 865 8115,0.0,8.0,5.0,0.0,0.0,Bogor,3.0,2.0,2.0,1.0,D3,483403793.0,kalem,5990299972.0,11.0,9.0,11.0,637.0,DISC,Call,Joshua Arias
8118893905242573,"Queen Pradipta, S.E.",perempuan,"Kalimantan Timur, 21-12-1973",50.0,"Gg. Cikapayang No. 669
Tanjungbalai, Jambi 53458",53458,10.0,10.0,Belum menikah,Profesional,CV Pudjiastuti Tbk,+62 (0738) 625-7004,15.0,6.0,5.0,0.0,0.0,Balikpapan,2.0,2.0,3.0,1.0,D3,532494217.0,kalem,3651301957.0,11.0,9.0,11.0,549.0,INCO,Digital,Lisa Harper
4574106968089051,R. Widya Pratiwi,laki-laki,"Jawa Barat, 17-03-1994",29.0,"Jalan Setiabudhi No. 44
Payakumbuh, Sumatera Utara 53532",53532,1.0,2.0,Menikah,Buruh,PT Utami Waluyo,+62 (748) 041-6398,5.0,4.0,3.0,0.0,0.0,Bogor,4.0,3.0,3.0,1.0,S1,631711160.0,sedang,5693447534.0,13.0,9.0,12.0,681.0,WUPD,Call,Dr. Lee Torres
6334287280409220,"Luwar Winarsih, M.M.",laki-laki,"Kalimantan Selatan, 20-04-1994",29.0,"Jalan Pasirkoja No. 97
Medan, SB 71731",71731,5.0,16.0,Menikah,Pengusaha,PD Lestari Nasyidah (Persero) Tbk,+62 (33) 413-2614,0.0,8.0,1.0,0.0,0.0,Depok,2.0,1.0,1.0,1.0,SMA,353547511.0,kalem,3274143879.0,7.0,8.0,8.0,405.0,NOAN,Digital,Kimberly Warner
6202852590614245,Mursita Pratiwi,perempuan,"Nusa Tenggara Barat, 10-12-1966",57.0,"Gang Moch. Toha No. 25
Bitung, Kepulauan Bangka Belitung 11962",11962,14.0,8.0,Menikah,Pegawai Swasta,PD Tampubolon Laksita Tbk,+62 (0535) 685 6201,20.0,4.0,2.0,1.0,1.0,Bekasi,3.0,2.0,2.0,1.0,SMA,524031309.0,kalem,4218646172.0,10.0,9.0,8.0,533.0,PTPR,Digital,Sarah Wilson
9041433025017507,"drg. Kenzie Laksmiwati, M.TI.",perempuan,"Papua, 15-06-1999",24.0,"Gg. Wonoayu No. 87
Kota Administrasi Jakarta Utara, DI Yogyakarta 93828",93828,16.0,6.0,Belum menikah,Pengusaha,PD Andriani Tbk,+62 (55) 713-5081,5.0,4.0,3.0,0.0,0.0,Denpasar,2.0,1.0,1.0,0.0,SMP,255669295.0,kalem,3759067148.0,8.0,8.0,7.0,462.0,CBLT,Digital,Heather Guerra
7561097188572838,Ikin Pradana,perempuan,"Jawa Barat, 09-10-1971",52.0,"Gg. Siliwangi No. 058
Lubuklinggau, SB 02407",2407,12.0,15.0,Menikah,Pegawai Negeri,PD Pertiwi Pradipta (Persero) Tbk,+62-039-105-5283,10.0,8.0,4.0,1.0,0.0,Yogyakarta,2.0,1.0,2.0,1.0,SMA,509439929.0,kalem,4931226367.0,6.0,8.0,8.0,574.0,PTPR,Digital,William Vang
4343631149444905,KH. Anom Kuswandari,perempuan,"Sulawesi Tengah, 22-08-1962",61.0,"Jalan Tubagus Ismail No. 72
Lhokseumawe, SR 49613",49613,6.0,17.0,Cerai hidup,Profesional,UD Nainggolan Januar,+62 (0401) 907-5909,20.0,0.0,0.0,0.0,0.0,Denpasar,3.0,2.0,2.0,1.0,SMA,780542183.0,kalem,6180013804.0,13.0,8.0,5.0,644.0,INCO,Call,Joseph Torres
3260586074399279,"Dr. Xanana Marpaung, S.Gz",perempuan,"DKI Jakarta, 28-04-1984",39.0,"Jalan Stasiun Wonokromo No. 51
Tangerang Selatan, YO 07889",7889,18.0,19.0,Belum menikah,Pegawai Negeri,CV Saputra Prasetya (Persero) Tbk,+62-0781-309-7509,20.0,2.0,5.0,0.0,0.0,Denpasar,3.0,2.0,2.0,1.0,SMP,416227604.0,kalem,2942974161.0,7.0,8.0,5.0,406.0,DISP,Digital,Heather Guerra
6143828257627489,Tgk. Muni Suartini,perempuan,"Kalimantan Tengah, 06-05-1984",39.0,"Jl. Kendalsari No. 0
Balikpapan, Kalimantan Utara 63399",63399,3.0,6.0,Menikah,Profesional,Perum Mahendra (Persero) Tbk,+62-0098-302-5408,5.0,4.0,3.0,1.0,0.0,Padang,4.0,3.0,2.0,1.0,D3,453486712.0,sedang,4675926362.0,10.0,9.0,10.0,659.0,DISC,Digital,Joe Lowery
8304041797237255,Patricia Sihotang,laki-laki,"Lampung, 25-05-1998",25.0,"Gg. Surapati No. 409
Pangkalpinang, Bali 44861",44861,3.0,8.0,Cerai mati,Profesional,PT Puspita Tbk,+62 (62) 376-7403,20.0,0.0,0.0,0.0,0.0,Bandung,2.0,1.0,1.0,0.0,SMA,430173104.0,kalem,4072600723.0,7.0,8.0,8.0,394.0,CBLT,Digital,Joshua Lopez
9606758511077852,"Hj. Melinda Sinaga, S.Pd",perempuan,"Maluku, 15-07-1973",50.0,"Jl. Medokan Ayu No. 21
Cirebon, BA 54602",54602,16.0,15.0,Cerai hidup,Buruh,PT Simanjuntak Santoso (Persero) Tbk,+62 (347) 109-4617,15.0,8.0,1.0,0.0,0.0,Bekasi,2.0,1.0,1.0,1.0,SMA,430633319.0,kalem,3882772499.0,5.0,8.0,3.0,510.0,ATPU,Digital,Sarah Wilson
9459083727066791,Dr. Puput Oktaviani,perempuan,"Sumatera Utara, 27-06-1989",34.0,"Jalan Rajawali Timur No. 474
Binjai, Papua 96841",96841,9.0,3.0,Cerai hidup,Buruh,Perum Nashiruddin Budiman,+62 (086) 452 2048,0.0,6.0,0.0,0.0,0.0,Jakarta,3.0,1.0,1.0,1.0,SMP,406721033.0,kalem,3202430104.0,9.0,8.0,7.0,584.0,PTPR,Digital,Sean Strong
6075488004063453,KH. Ridwan Saptono,laki-laki,"Kalimantan Timur, 27-01-1983",40.0,"Jalan Pelajar Pejuang No. 9
Balikpapan, Jawa Timur 31838",31838,8.0,3.0,Menikah,Profesional,PT Prabowo Pradana,+62 (016) 959 6852,10.0,8.0,5.0,1.0,1.0,Denpasar,4.0,3.0,2.0,1.0,D3,556234639.0,kalem,5042295780.0,12.0,9.0,10.0,616.0,DISC,Call,Danielle Hamilton
1402155435123707,Aurora Setiawan,perempuan,"Sulawesi Tengah, 11-02-1992",31.0,"Gg. Gedebage Selatan No. 5
Denpasar, Sumatera Barat 13561",13561,1.0,13.0,Belum menikah,Pengusaha,UD Hutapea Sihombing Tbk,+62 (099) 738-2023,5.0,0.0,0.0,0.0,0.0,Makassar,4.0,3.0,3.0,2.0,D3,676200588.0,kalem,5474234313.0,17.0,9.0,16.0,624.0,MUPD,Call,Ronald Cannon
9465024913231500,"Dr. Atmaja Sirait, S.Pt",perempuan,"Kalimantan Tengah, 04-10-1966",57.0,"Gang Kutai No. 008
Padang, LA 05453",5453,3.0,4.0,Menikah,Profesional,PT Purwanti (Persero) Tbk,+62-546-614-1993,5.0,8.0,4.0,0.0,0.0,Semarang,3.0,1.0,2.0,1.0,SMA,509583491.0,kalem,6007549528.0,10.0,9.0,6.0,464.0,DISP,Digital,Randall Hoffman
2430909454156127,Faizah Widodo,perempuan,"Sumatera Utara, 02-09-1976",47.0,"Gang Astana Anyar No. 558
Tomohon, PB 62679",62679,6.0,5.0,Belum menikah,Pengusaha,PT Dongoran Budiman,+62 (875) 869-8119,15.0,10.0,2.0,1.0,0.0,Semarang,3.0,2.0,2.0,1.0,SMA,386142748.0,sedang,3418361599.0,7.0,8.0,8.0,615.0,DISP,Digital,Dr. Lisa Armstrong
1044859382124408,R.M. Wahyu Sihombing,laki-laki,"Sumatera Utara, 28-01-1976",47.0,"Gg. Surapati No. 512
Serang, JK 39387",39387,1.0,19.0,Menikah,Buruh,Perum Kuswandari Pangestu Tbk,+62-18-442-4436,15.0,0.0,0.0,0.0,0.0,Bogor,3.0,2.0,2.0,1.0,D3,407663220.0,kalem,4198651834.0,9.0,9.0,12.0,565.0,WRPH,Digital,Joshua Arias
5008163019388077,Shania Purnawati,perempuan,"Bali, 04-03-1987",36.0,"Jalan S. Parman No. 80
Cirebon, Riau 22115",22115,17.0,15.0,Cerai mati,Pegawai Swasta,CV Agustina Safitri (Persero) Tbk,+62 (0525) 904-3120,0.0,0.0,0.0,0.0,0.0,Batam,2.0,2.0,2.0,1.0,SMA,455586489.0,kalem,6155330279.0,9.0,8.0,9.0,472.0,PTPR,Digital,Alexa Sanchez
4321085686442491,drg. Anastasia Prabowo,laki-laki,"Banten, 27-04-1995",28.0,"Jl. Kutai No. 26
Prabumulih, Bali 22068",22068,8.0,13.0,Menikah,Pengusaha,Perum Purwanti Pratama,+62 (030) 751-6024,0.0,6.0,3.0,0.0,0.0,Makassar,3.0,2.0,1.0,1.0,SMA,420172002.0,kalem,3875072745.0,9.0,9.0,9.0,602.0,INCO,Digital,Erin Peters
7821794096354011,"Jasmani Kurniawan, S.Sos",laki-laki,"Riau, 22-01-1986",37.0,"Jl. HOS. Cokroaminoto No. 64
Surabaya, PA 30205",30205,4.0,20.0,Belum menikah,Pegawai Swasta,PT Nasyiah,+62-002-718-1575,10.0,6.0,2.0,1.0,1.0,Denpasar,3.0,1.0,2.0,1.0,D3,558672529.0,kalem,5066373498.0,12.0,9.0,9.0,508.0,PTPR,Digital,Sierra Richards
2292330282393014,Leo Irawan,laki-laki,"Gorontalo, 01-12-1978",45.0,"Jl. H.J Maemunah No. 30
Jambi, AC 34644",34644,9.0,12.0,Belum menikah,Buruh,Perum Prayoga,+62 (016) 885-0254,10.0,2.0,1.0,0.0,0.0,Semarang,5.0,3.0,3.0,2.0,S1,608974524.0,sedang,6449551883.0,10.0,9.0,10.0,706.0,DISC,Digital,Christopher Martin
6796493815527867,"Bahuraksa Rajata, M.Kom.",laki-laki,"Aceh, 01-10-1973",50.0,"Gg. Sentot Alibasa No. 8
Batam, BE 16462",16462,9.0,11.0,Belum menikah,Pegawai Negeri,PD Hutapea Lailasari,+62 (367) 558 9505,10.0,2.0,4.0,1.0,1.0,Bekasi,3.0,2.0,3.0,1.0,D3,692488340.0,sedang,6522561560.0,13.0,9.0,14.0,688.0,INCO,Call,Heather Velez
6599241957043886,Reza Nurdiyanti,perempuan,"DI Yogyakarta, 18-03-1966",57.0,"Jl. Ir. H. Djuanda No. 357
Meulaboh, Kalimantan Timur 71971",71971,2.0,17.0,Belum menikah,Pengusaha,PD Rahayu Tbk,+62-67-889-7902,5.0,8.0,2.0,0.0,0.0,Medan,4.0,3.0,3.0,1.0,D3,636052117.0,sedang,7450427846.0,15.0,9.0,10.0,677.0,WRPH,Call,Brenda Campbell
8181519063591141,Gantar Santoso,laki-laki,"DKI Jakarta, 16-06-1981",42.0,"Gang Ahmad Dahlan No. 870
Payakumbuh, Sumatera Utara 16713",16713,13.0,14.0,Cerai hidup,Buruh,PT Wasita (Persero) Tbk,+62-080-536-6121,0.0,8.0,2.0,0.0,0.0,Balikpapan,4.0,3.0,3.0,1.0,S1,603109141.0,sedang,5175547332.0,11.0,9.0,12.0,642.0,MUPD,Call,Ryan Perez
9448962770809247,Narji Astuti,perempuan,"Kalimantan Timur, 10-03-1984",39.0,"Gang Kendalsari No. 02
Batu, YO 29372",29372,6.0,9.0,Cerai mati,Profesional,Perum Lestari Hariyah,+62 (0050) 468-4073,10.0,6.0,2.0,0.0,0.0,Pekanbaru,3.0,3.0,2.0,1.0,D3,589041868.0,sedang,6332644410.0,12.0,9.0,9.0,711.0,WRPH,Call,Michele Navarro
1961055820373381,"Sutan Hartaka Wasita, S.Gz",perempuan,"Sulawesi Tenggara, 04-09-1971",52.0,"Jalan Asia Afrika No. 81
Jayapura, BE 48979",48979,13.0,2.0,Belum menikah,Pegawai Negeri,PT Dabukke Safitri,+62-025-094-7536,0.0,4.0,2.0,1.0,1.0,Yogyakarta,3.0,2.0,2.0,1.0,D3,450039720.0,sedang,5629690755.0,10.0,9.0,11.0,674.0,INCO,Digital,Anthony Williams
9146465310488294,Ir. Jono Sirait,laki-laki,"Jawa Tengah, 20-05-1963",60.0,"Jl. Waringin No. 0
Cilegon, JB 58112",58112,10.0,17.0,Cerai mati,Pegawai Swasta,UD Rajata (Persero) Tbk,+62-0771-886-9035,10.0,2.0,5.0,0.0,0.0,Banjarmasin,5.0,3.0,3.0,2.0,S1,754406111.0,sedang,6861716823.0,14.0,9.0,14.0,620.0,WUPD,Call,Lauren Robertson
5454010913223881,Bakti Aryani,laki-laki,"Aceh, 24-09-1986",37.0,"Gang Dr. Djunjunan No. 00
Palangkaraya, Sulawesi Selatan 07530",7530,4.0,3.0,Cerai hidup,Buruh,Perum Nurdiyanti Mansur Tbk,+62-048-498-2130,0.0,10.0,5.0,0.0,0.0,Semarang,5.0,2.0,3.0,1.0,S1,651568492.0,sedang,6109289037.0,10.0,9.0,14.0,604.0,WRPH,Call,Spencer Fisher
6117462888050495,"drg. Ayu Hardiansyah, M.Pd",laki-laki,"Jawa Barat, 08-05-1970",53.0,"Gang Cempaka No. 6
Meulaboh, Gorontalo 21659",21659,9.0,3.0,Cerai hidup,Pegawai Swasta,UD Budiman,+62-0980-672-1739,20.0,0.0,0.0,0.0,0.0,Tangerang,4.0,2.0,3.0,1.0,D3,684784785.0,sedang,6749950151.0,13.0,9.0,14.0,727.0,HUPD,Call,Tyler Wilson
2385219536230937,Garang Firgantoro,perempuan,"Jambi, 11-07-1967",56.0,"Gang Laswi No. 736
Sungai Penuh, Gorontalo 94001",94001,19.0,5.0,Belum menikah,Pegawai Negeri,Perum Aryani Hutagalung,+62-12-784-0345,0.0,4.0,2.0,0.0,0.0,Batam,0.0,1.0,1.0,0.0,SMP,528125438.0,kalem,4503887725.0,7.0,8.0,5.0,416.0,LMSG,Digital,Alexa Sanchez
5743544780832637,"Luwar Rajata, S.Sos",laki-laki,"Papua Barat, 25-12-1984",39.0,"Jalan Ahmad Dahlan No. 0
Kota Administrasi Jakarta Pusat, Sulawesi Barat 89513",89513,8.0,12.0,Cerai mati,Pengusaha,PT Uyainah Tbk,+62-036-489-3572,5.0,4.0,2.0,0.0,0.0,Balikpapan,2.0,3.0,2.0,0.0,D3,332002239.0,kalem,4066525230.0,5.0,8.0,10.0,536.0,ATPU,Digital,Hannah Bailey
6749540099406304,Manah Melani,laki-laki,"Kalimantan Tengah, 17-02-1994",29.0,"Jalan Tubagus Ismail No. 41
Subulussalam, NB 44802",44802,13.0,11.0,Belum menikah,Pengusaha,PT Pradana Thamrin Tbk,+62 (0342) 171-3998,0.0,0.0,0.0,0.0,0.0,Tangerang,1.0,2.0,2.0,1.0,SMP,472596720.0,kalem,4309003595.0,10.0,9.0,8.0,510.0,DISP,Digital,Kelsey Brown
6918883849849751,Ulya Laksita,laki-laki,"Gorontalo, 21-06-1998",25.0,"Gg. Rajawali Timur No. 28
Sibolga, SS 64254",64254,2.0,14.0,Menikah,Pegawai Negeri,PD Utami,+62-26-111-4917,0.0,8.0,5.0,0.0,0.0,Yogyakarta,2.0,2.0,1.0,0.0,SMA,351411645.0,kalem,4237833152.0,7.0,8.0,8.0,510.0,OTHR,Digital,Daniel Berry
7119149270741311,Harimurti Sihombing,perempuan,"Sumatera Barat, 02-04-1966",57.0,"Jalan Wonoayu No. 40
Payakumbuh, Riau 05120",5120,16.0,6.0,Menikah,Pegawai Swasta,UD Megantara Mandala,+62 (212) 213-2305,10.0,4.0,3.0,1.0,1.0,Makassar,3.0,2.0,2.0,1.0,SMA,612422010.0,sedang,5517324993.0,11.0,8.0,9.0,593.0,PTPR,Call,Alan Roach
4865198829493189,Hilda Gunarto,perempuan,"Jambi, 10-05-1992",31.0,"Gg. Wonoayu No. 08
Sorong, NB 39777",39777,9.0,4.0,Menikah,Pegawai Swasta,CV Sitompul Tbk,+62-027-231-2875,0.0,2.0,1.0,1.0,1.0,Padang,3.0,2.0,2.0,1.0,D3,486927893.0,kalem,3001807634.0,9.0,8.0,6.0,605.0,DISP,Digital,Joe Lowery
9083315519849766,Karen Maulana,laki-laki,"Maluku, 01-01-1977",46.0,"Gang Jend. A. Yani No. 43
Jayapura, Aceh 81630",81630,16.0,5.0,Menikah,Pengusaha,CV Nashiruddin,+62-82-041-8854,15.0,4.0,0.0,0.0,0.0,Depok,3.0,3.0,2.0,1.0,D3,582416539.0,sedang,6409367128.0,15.0,9.0,13.0,737.0,WRPH,Call,Brittany Horton
4358458399168207,"Viman Nuraini, S.Farm",perempuan,"DKI Jakarta, 25-04-1984",39.0,"Jl. Waringin No. 8
Kota Administrasi Jakarta Selatan, PA 44531",44531,17.0,18.0,Belum menikah,Pegawai Swasta,UD Kuswoyo,+62 (075) 038 0673,20.0,8.0,4.0,1.0,1.0,Padang,2.0,2.0,2.0,1.0,SMA,472350981.0,kalem,6120776764.0,8.0,8.0,8.0,659.0,WRPH,Call,Steven Alvarado
8577210952662095,Vega Pudjiastuti,perempuan,"Banten, 03-10-1977",46.0,"Gang Raya Setiabudhi No. 605
Ambon, JB 26748",26748,19.0,1.0,Cerai mati,Pegawai Swasta,PD Prasetya Sihombing,+62 (037) 028 1433,5.0,0.0,0.0,0.0,0.0,Depok,4.0,3.0,3.0,1.0,S1,738623979.0,sedang,7374279755.0,13.0,9.0,14.0,697.0,MUPD,Call,Christine Boyd
8573082617939144,"Najwa Nasyidah, S.Farm",perempuan,"DI Yogyakarta, 11-04-1985",38.0,"Jalan Ir. H. Djuanda No. 7
Meulaboh, Maluku 29850",29850,2.0,15.0,Cerai mati,Pengusaha,UD Wasita Usada,+62 (21) 764-9865,10.0,6.0,5.0,0.0,0.0,Bandung,5.0,2.0,2.0,1.0,D3,598341615.0,sedang,5746077843.0,10.0,9.0,11.0,660.0,WRPH,Call,Eric Chan
6009757036002342,Sakti Wibowo,laki-laki,"Sumatera Selatan, 21-08-1976",47.0,"Gg. Ir. H. Djuanda No. 1
Singkawang, Bali 87359",87359,1.0,20.0,Belum menikah,Profesional,CV Wibisono Nuraini Tbk,+62 (45) 510-7431,20.0,10.0,5.0,1.0,0.0,Tangerang,3.0,2.0,1.0,1.0,D3,524593009.0,kalem,5988332149.0,8.0,8.0,9.0,518.0,DISP,Call,Kelsey Brown
2548641419935984,"Hj. Clara Pradipta, S.Pt",laki-laki,"Nusa Tenggara Timur, 12-03-1975",48.0,"Jl. Astana Anyar No. 27
Sukabumi, BA 12250",12250,7.0,13.0,Cerai hidup,Pegawai Swasta,CV Rahayu Nugroho,+62 (567) 580-8293,15.0,6.0,0.0,0.0,0.0,Semarang,3.0,2.0,2.0,1.0,D3,602608509.0,sedang,5018326126.0,13.0,9.0,12.0,685.0,INCO,Call,Spencer Fisher
5336563847753601,"Prasetyo Wibowo, M.Pd",laki-laki,"Jawa Timur, 21-07-1985",38.0,"Jalan Rumah Sakit No. 7
Bontang, JK 43352",43352,14.0,20.0,Cerai mati,Buruh,Perum Winarsih Narpati Tbk,+62 (043) 882 2793,0.0,10.0,5.0,1.0,1.0,Pekanbaru,4.0,2.0,2.0,1.0,D3,673943900.0,sedang,6595223680.0,14.0,9.0,14.0,730.0,INCO,Call,Richard Santiago
4197466627202859,"Drs. Kiandra Waskita, M.Pd",perempuan,"Kalimantan Utara, 21-04-1981",42.0,"Jalan Cikutra Timur No. 045
Palangkaraya, Sulawesi Utara 42225",42225,14.0,5.0,Belum menikah,Pengusaha,PT Zulkarnain Tbk,+62-085-676-1558,0.0,0.0,0.0,0.0,0.0,Tangerang,3.0,2.0,2.0,1.0,SMA,521592432.0,sedang,5079792928.0,9.0,9.0,8.0,605.0,WRPH,Call,Andrew Murray II
4420652741734978,Tania Permata,laki-laki,"Jawa Tengah, 08-11-1962",61.0,"Jl. Indragiri No. 5
Pangkalpinang, Jambi 09590",9590,7.0,12.0,Menikah,Pegawai Swasta,UD Wahyuni Firmansyah (Persero) Tbk,+62-597-937-2304,10.0,10.0,4.0,0.0,0.0,Semarang,2.0,2.0,2.0,1.0,SMA,521738940.0,sedang,4548813206.0,9.0,9.0,10.0,583.0,WRPH,Digital,Christopher Martin
