debtor_nik,debtor_name,debtor_gender,debtor_birth_place,debtor_age,debtor_address,debtor_zip,debtor_rt,debtor_rw,debtor_marital_status,num_of_dependents,debtor_education_level,debtor_occupation,debtor_company,debtor_number,monthly_income,monthly_expense,loan_type,debtor_tenor,loan_amount,payment_history_jan,payment_history_feb,payment_history_mar,payment_history_apr,payment_history_may,payment_history_jun,payment_history_jul,payment_history_aug,payment_history_sep,payment_history_oct,payment_history_nov,payment_history_dec,debtor_aging,transaction_frequency,remaining_loan,billing_frequency,billing_type,debtor_response,consumerism_level,debtor_mode,collector_type,collector_reputation,collector_fee,transportation_type,distance,travel_frequency,transportation_cost,remedial_score,remedial_label
7454459392940036,T. Luthfi Tarihoran,perempuan,"Jambi, 12-11-1977",30,"Gg. Raya Ujungberung No. 9
Banjar, Kalimantan Tengah 67227",67227,18,3,Belum Menikah,0,S1,Pegawai Swasta,PD Wibisono,+62 (012) 128-8003,4776278,1910511,Pinjaman Bisnis,20,57507040,0,0,0,0,0,1,1,0,0,0,0,1,DPK,11,25983603,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Baik,6805863,Mobil,191,2,329714,833,Remedial
5227917831760703,"Puti Syahrini Purwanti, S.Sos",perempuan,"Sulawesi Tenggara, 26-03-1968",49,"Gg. Siliwangi No. 378
Solok, JB 39489",39489,11,12,Menikah,3,S1,Pegawai Negeri,UD Hasanah Nababan Tbk,+62 (86) 403 0505,5791665,4054166,Pinjaman Bisnis,22,38352820,0,0,0,1,2,1,2,2,2,2,1,2,DPK,10,20977830,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Cukup,7331639,Mobil,196,2,274174,666,No Remedial
8914467128366034,Harimurti Pratiwi,laki-laki,"Maluku Utara, 22-02-1991",32,"Jl. Yos Sudarso No. 2
Banjarbaru, Sulawesi Tenggara 34846",34846,7,10,Cerai Hidup,3,S1,Pegawai Negeri,CV Hardiansyah Astuti,+62 (34) 510-2082,4815551,3370886,Pinjaman Pribadi,17,24682725,1,2,1,0,0,0,0,1,0,0,0,1,DPK,11,8791410,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Baik,6730578,Mobil,192,2,306374,777,Remedial
6760812268661006,Rosman Prayoga,laki-laki,"Banten, 08-02-1967",44,"Gang Otto Iskandardinata No. 96
Tanjungbalai, KS 71039",71039,5,10,Menikah,3,D3,Pegawai Negeri,PT Permata Tbk,+62 (94) 723-3757,5574085,3901860,Pinjaman Pribadi,18,30251304,0,1,2,3,3,3,3,3,3,3,3,4,Kurang Lancar,8,16873504,2,Wakil,Negatif,Rendah,Kabur,Penagihan utang,Sangat Baik,8237094,Motor,204,2,311137,444,No Remedial
4498921163765183,Melinda Saefullah,laki-laki,"Sumatera Barat, 14-07-1997",32,"Jalan Medokan Ayu No. 8
Bitung, GO 56210",56210,15,17,Belum Menikah,0,S1,Pegawai Negeri,CV Aryani Tbk,+62-194-201-6618,5211207,2084483,Pinjaman Bisnis,19,59606439,0,0,0,1,2,3,2,3,2,1,0,1,DPK,11,25212475,1,Surat,Positif,Rendah,Membayar utang,Komunikasi,Baik,7195121,Mobil,194,2,308547,888,Remedial
2894871266564890,Lantar Wijayanti,perempuan,"Sumatera Selatan, 24-09-1962",40,"Jalan M.T Haryono No. 20
Batu, Sulawesi Tengah 44869",44869,13,6,Menikah,3,D3,Pegawai Swasta,PD Pratama Rajata,+62 (93) 610-0629,4128301,2889811,Pinjaman Pribadi,17,21160138,1,1,0,1,2,2,1,1,0,1,0,0,Lancar,12,0,2,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,7828843,Motor,235,2,290774,611,No Remedial
8170444939689383,Daryani Hidayanto,perempuan,"Lampung, 17-12-1961",37,"Gg. Kutisari Selatan No. 013
Tangerang Selatan, SR 73479",73479,16,7,Menikah,3,D3,Pegawai Negeri,UD Melani,+62 (58) 201 2850,5288469,3701928,Kartu Kredit,22,35345728,0,0,0,0,0,0,0,0,1,1,0,0,Lancar,12,0,4,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Sangat Buruk,7572591,Motor,206,2,328714,277,No Remedial
3433046507958620,"Lega Rajasa, S.E.",laki-laki,"Kalimantan Barat, 01-02-1988",51,"Gg. Merdeka No. 014
Tomohon, Sulawesi Barat 68950",68950,18,1,Cerai Hidup,3,S2,Professional,PD Hidayanto Budiman (Persero) Tbk,+62 (35) 163-0219,6845950,4792165,Pinjaman Bisnis,17,35031118,1,1,1,0,0,1,0,0,1,0,1,0,Lancar,12,0,2,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Baik,7468451,Motor,166,2,230620,500,No Remedial
9279038779379079,Tgk. Mulya Novitasari,laki-laki,"Sulawesi Utara, 05-10-1987",42,"Jalan Kendalsari No. 336
Jayapura, Jawa Tengah 71616",71616,13,18,Belum Menikah,0,S1,Pegawai Negeri,Perum Rahmawati Tbk,+62-0689-184-8782,5736741,2294696,Pinjaman Bisnis,18,62164026,0,0,0,0,0,0,0,1,1,0,0,0,Lancar,12,0,2,Telepon,Positif,Sedang,Membayar utang,Komunikasi,Cukup,7009419,Mobil,185,2,308345,555,No Remedial
5444147555452701,Capa Wulandari,perempuan,"Kepulauan Bangka Belitung, 28-06-1972",43,"Jalan Laswi No. 69
Gorontalo, Sulawesi Tenggara 52656",52656,9,1,Cerai Hidup,3,D3,Pegawai Negeri,PD Widiastuti,+62 (0903) 538-9881,4427373,3099161,Pinjaman Bisnis,19,25320426,0,1,2,1,1,2,3,4,3,2,3,4,Kurang Lancar,8,14694730,2,Wakil,Positif,Rendah,Membayar utang,Penagihan utang,Cukup,7920057,Mobil,213,2,280338,555,No Remedial
1980078993746871,Clara Mulyani,perempuan,"DKI Jakarta, 30-05-1965",41,"Gang Rungkut Industri No. 5
Kota Administrasi Jakarta Selatan, Sulawesi Tengah 27386",27386,10,8,Cerai Hidup,3,D3,Pegawai Negeri,CV Sitorus,+62-17-367-7654,5894413,4126089,Pinjaman Bisnis,20,35484760,1,0,0,0,0,1,1,1,2,1,1,2,DPK,10,17801520,2,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Baik,7131600,Mobil,181,2,321233,666,No Remedial
8259882215536514,Tgk. Suci Thamrin,perempuan,"Sumatera Barat, 10-12-1968",47,"Jl. Yos Sudarso No. 5
Pematangsiantar, BE 36569",36569,13,19,Menikah,3,S2,Professional,UD Sitorus Tbk,+62-98-410-6573,6725656,4707959,Pinjaman Pribadi,17,34473212,1,2,2,1,0,0,0,0,1,2,3,4,Kurang Lancar,8,18331636,1,Wakil,Positif,Rendah,Membayar utang,Penagihan utang,Baik,7721449,Mobil,203,2,244914,722,Remedial
1793608806463307,Hasan Wastuti,perempuan,"Sumatera Barat, 05-03-1968",44,"Jl. Medokan Ayu No. 89
Langsa, Jawa Timur 07755",7755,19,9,Menikah,3,S1,Pegawai Negeri,PT Kurniawan Tbk,+62 (00) 414 1207,5381193,3766835,Pinjaman Pribadi,22,35694340,1,0,1,0,0,0,0,0,1,0,0,0,Lancar,12,0,2,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Cukup,7428207,Mobil,218,2,282991,611,No Remedial
6963324774933726,Azalea Gunarto,perempuan,"Kalimantan Barat, 05-06-1981",39,"Gg. Sukajadi No. 4
Metro, PA 11362",11362,13,18,Belum Menikah,0,D3,Pegawai Negeri,PD Rahayu Wijaya Tbk,+62-121-709-8302,3799983,1519993,Kartu Kredit,17,39250467,1,1,2,1,2,1,1,1,1,2,3,4,Kurang Lancar,8,21010547,2,Wakil,Negatif,Rendah,Kabur,Penagihan utang,Sangat Baik,8304755,Mobil,185,2,330973,388,No Remedial
6415401030173891,Mila Rahayu,perempuan,"Kalimantan Barat, 06-02-1994",28,"Gg. Sukajadi No. 989
Langsa, ST 59792",59792,1,18,Menikah,2,SMA,Pegawai Swasta,UD Habibi Maheswara,+62-0474-364-9249,3567066,2140240,Pinjaman Pribadi,18,25811928,0,1,1,0,0,1,2,2,3,4,4,4,Kurang Lancar,8,14397320,2,Wakil,Positif,Rendah,Membayar utang,Penagihan utang,Buruk,8429687,Motor,227,2,266784,722,Remedial
2984783253293357,Puti Gabriella Wacana,laki-laki,"Bali, 21-12-1974",46,"Jl. Indragiri No. 945
Pontianak, Sumatera Utara 12892",12892,14,9,Cerai Hidup,3,S2,Professional,UD Sinaga Tbk,+62 (051) 167 6649,6988848,4892194,Pinjaman Bisnis,16,33658656,1,2,2,1,1,2,3,3,4,5,5,6,Diragukan,6,21078732,1,Hukum,Positif,Rendah,Membayar utang,Penagihan hukum,Cukup,7371024,Mobil,209,2,316925,500,No Remedial
7541939628099401,KH. Elon Hastuti,perempuan,"Sulawesi Tenggara, 24-03-1976",42,"Gg. S. Parman No. 227
Bandar Lampung, Gorontalo 95634",95634,14,4,Menikah,3,D3,Pegawai Negeri,Perum Prastuti,+62 (0168) 693-1539,5669357,3968550,Pinjaman Bisnis,20,34129900,1,0,0,0,0,0,1,1,1,2,1,1,DPK,11,15421023,2,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Baik,7570623,Mobil,189,2,215369,666,No Remedial
6602497483973057,Victoria Wastuti,perempuan,"Banten, 25-07-1981",49,"Gg. Stasiun Wonokromo No. 26
Bandung, BB 18254",18254,2,17,Cerai Hidup,3,S2,Pegawai Negeri,CV Yuliarti Nasyidah Tbk,+62 (0861) 804-9812,4770804,3339563,Pinjaman Pribadi,16,23014928,1,0,0,1,1,0,0,0,1,0,0,1,DPK,11,7271277,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Baik,7362680,Mobil,208,2,295628,777,Remedial
9310628866761319,Kamal Riyanti,perempuan,"Kalimantan Barat, 20-05-1984",24,"Gg. Jend. A. Yani No. 4
Mojokerto, Lampung 87454",87454,11,16,Menikah,3,SMP,Buruh,PD Manullang (Persero) Tbk,+62 (211) 589-7130,3194997,2236498,Pinjaman Pribadi,19,18303004,0,1,0,1,2,1,0,0,1,0,1,1,DPK,11,7759515,2,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Cukup,8213551,Mobil,207,2,338595,777,Remedial
4236245088076733,Dr. Safina Lazuardi,laki-laki,"Jawa Timur, 28-03-2000",43,"Gg. H.J Maemunah No. 91
Serang, Jawa Timur 74318",74318,9,18,Menikah,3,S1,Pegawai Swasta,PD Kusumo (Persero) Tbk,+62-029-059-2205,5040668,3528468,Pinjaman Pribadi,17,25836583,0,0,1,0,1,1,1,2,2,1,2,2,DPK,10,10714583,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Baik,6689553,Mobil,209,3,318804,777,Remedial
1602033109838269,Yani Wacana,laki-laki,"Maluku, 01-12-1991",33,"Jalan Dipatiukur No. 831
Kota Administrasi Jakarta Utara, Maluku Utara 08186",8186,18,10,Belum Menikah,0,D3,Pegawai Negeri,PT Rajata Kusumo Tbk,+62 (98) 219-8575,4122667,1649067,Pinjaman Bisnis,16,39709968,1,0,1,1,0,1,2,2,3,3,2,1,DPK,11,12500368,3,Surat,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,6982669,Motor,193,2,327305,777,Remedial
1386341444890432,"Ika Halim, M.TI.",laki-laki,"Papua, 20-07-1980",36,"Gang Pasteur No. 8
Surabaya, KS 31908",31908,16,16,Belum Menikah,0,D3,Pegawai Swasta,PD Farida,+62-22-986-5530,4627505,1851002,Pinjaman Bisnis,21,58501569,0,0,0,0,0,0,1,1,2,1,1,2,DPK,10,30736539,2,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,7288712,Mobil,151,2,300299,833,Remedial
5172943352923930,Indah Situmorang,perempuan,"Jawa Barat, 20-12-1967",25,"Gang Ciwastra No. 08
Bengkulu, Jawa Timur 67844",67844,16,5,Menikah,3,SMA,Buruh,PD Nainggolan (Persero) Tbk,+62 (824) 749-2199,2658740,1861118,Pinjaman Bisnis,17,13604930,0,0,0,1,1,2,3,2,3,4,5,6,Diragukan,6,8819198,3,Wakil,Positif,Rendah,Membayar utang,Penagihan utang,Baik,7543153,Mobil,195,2,296746,388,No Remedial
6473031010801293,"Ika Narpati, S.Kom",perempuan,"Kalimantan Utara, 25-11-1987",30,"Jalan Surapati No. 254
Tanjungpinang, SN 29144",29144,8,2,Cerai Hidup,3,D3,Pegawai Swasta,PD Widiastuti Handayani Tbk,+62 (098) 553-4220,4044243,2830970,Pinjaman Pribadi,16,19509920,0,0,0,0,1,2,2,1,1,0,0,0,Lancar,12,0,2,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,8129808,Mobil,218,2,322298,611,No Remedial
2583029043693397,Prabu Farida,laki-laki,"Jawa Timur, 18-11-1984",29,"Jalan Ciwastra No. 625
Bau-Bau, KR 91166",91166,6,9,Belum Menikah,0,SMA,Buruh,CV Habibi Saragih,+62-0098-537-3259,2434716,973886,Pinjaman Pribadi,15,22022565,1,0,0,1,2,1,2,2,3,4,3,3,DPK,9,8875095,3,Surat,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,6556875,Mobil,186,2,353712,833,Remedial
4174834524805105,Puti Nadia Fujiati,laki-laki,"DI Yogyakarta, 29-04-1979",34,"Jl. Bangka Raya No. 38
Padangpanjang, Jambi 82761",82761,12,14,Menikah,3,S1,Pegawai Negeri,PT Mangunsong Winarsih Tbk,+62 (0175) 440-4130,5535459,3874821,Kartu Kredit,16,26906544,0,0,1,1,2,3,4,4,4,5,5,6,Diragukan,6,16942716,2,Hukum,Positif,Rendah,Membayar utang,Penagihan hukum,Cukup,7147846,Mobil,196,2,290705,333,No Remedial
7851117396866416,Drs. Taufik Suryatmi,laki-laki,"Banten, 21-07-1974",40,"Gg. Kutai No. 689
Padangpanjang, SS 44449",44449,16,19,Menikah,2,S1,Pegawai Swasta,UD Prastuti Maryati,+62 (397) 612 3087,5626708,3376025,Pinjaman Bisnis,16,36131360,0,0,1,0,1,0,0,1,2,3,4,4,Kurang Lancar,8,18125896,3,Wakil,Positif,Rendah,Membayar utang,Penagihan utang,Cukup,7618055,Motor,188,2,264872,555,No Remedial
3439159057130928,KH. Estiono Sinaga,laki-laki,"Jawa Tengah, 16-06-1987",44,"Jl. Dr. Djunjunan No. 13
Meulaboh, Maluku 83005",83005,16,5,Cerai Hidup,3,D3,Pegawai Negeri,CV Fujiati Wasita (Persero) Tbk,+62-018-636-9442,4968140,3477698,Kartu Kredit,18,27167544,0,1,1,2,1,1,2,2,1,1,1,0,Lancar,12,0,2,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Cukup,6810469,Mobil,195,2,326639,388,No Remedial
3868055691011735,"Budi Wijayanti, S.Gz",laki-laki,"Nusa Tenggara Barat, 29-04-1979",34,"Jalan M.H Thamrin No. 61
Banjarbaru, Sumatera Utara 77642",77642,11,12,Menikah,3,S1,Pegawai Swasta,Perum Latupono Wasita Tbk,+62 (98) 624 6858,5092261,3564583,Pinjaman Bisnis,21,32188527,0,0,0,0,1,2,1,2,1,2,2,2,DPK,10,16911747,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,7718719,Motor,223,2,303851,666,No Remedial
7622411188164863,Jatmiko Gunawan,laki-laki,"Sumatera Utara, 30-03-1967",24,"Gang M.H Thamrin No. 74
Cimahi, Nusa Tenggara Timur 16497",16497,20,10,Menikah,3,SMA,Buruh,PD Uwais,+62 (77) 719-2215,3200579,2240405,Pinjaman Pribadi,15,14474985,1,0,0,1,2,2,2,1,1,0,1,1,DPK,11,3913071,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,7228923,Mobil,195,2,268566,777,Remedial
8080008167509503,Dinda Irawan,laki-laki,"Gorontalo, 01-03-1978",31,"Jl. Medokan Ayu No. 8
Manado, JK 61112",61112,15,10,Belum Menikah,0,S1,Pegawai Negeri,PT Situmorang Rahimah (Persero) Tbk,+62 (0506) 841 1178,5694331,2277732,Pinjaman Bisnis,17,58276442,0,0,0,0,0,0,0,1,1,0,0,0,Lancar,12,0,2,Telepon,Positif,Sedang,Membayar utang,Komunikasi,Buruk,8154177,Motor,196,2,293334,555,No Remedial
9710495554828884,Ilsa Haryanto,laki-laki,"Maluku, 27-12-1983",26,"Jalan Moch. Toha No. 60
Palopo, SR 70410",70410,17,1,Cerai Hidup,3,SMA,Pegawai Swasta,Perum Wacana Situmorang,+62 (0399) 284 7761,3829696,2680787,Kartu Kredit,18,20942136,0,0,0,0,0,1,0,0,0,1,2,1,DPK,11,8304137,2,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Cukup,6711128,Mobil,171,2,337306,555,No Remedial
2370406217562778,Aslijan Handayani,perempuan,"Nusa Tenggara Barat, 04-06-1961",48,"Jl. Sentot Alibasa No. 84
Bitung, PA 08915",8915,19,19,Belum Menikah,0,S2,Professional,UD Oktaviani Mansur Tbk,+62 (11) 941 8442,6124073,2449629,Pinjaman Pribadi,19,70165271,0,1,1,2,2,1,1,2,3,4,4,4,Kurang Lancar,8,40769719,2,Wakil,Positif,Rendah,Membayar utang,Penagihan utang,Sangat Baik,7201965,Motor,183,2,313909,833,Remedial
3457192569916753,"Maimunah Napitupulu, S.Pt",laki-laki,"Maluku Utara, 07-12-1976",43,"Jalan Monginsidi No. 992
Cirebon, KS 17255",17255,2,2,Belum Menikah,0,S1,Pegawai Negeri,PT Utama Simanjuntak,+62-054-518-8499,6965833,2786333,Pinjaman Pribadi,18,75609054,0,0,0,0,0,0,0,0,0,1,1,2,DPK,10,33814054,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Baik,7602504,Motor,166,2,349404,944,Remedial
2128703413095610,Iriana Dabukke,laki-laki,"Papua, 07-02-1989",47,"Jalan Ahmad Yani No. 8
Purwokerto, PA 47163",47163,11,9,Cerai Mati,0,S2,Professional,PD Rajasa Tbk,+62 (71) 664-7592,6767984,2707194,Kartu Kredit,17,69907264,0,1,0,0,1,0,0,1,2,2,2,3,DPK,9,33360154,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Cukup,8023701,Mobil,176,2,290546,666,No Remedial
7873170669003500,"Emin Lazuardi, S.E.I",perempuan,"Gorontalo, 23-09-1981",39,"Gg. Pacuan Kuda No. 0
Cilegon, Sumatera Utara 10498",10498,9,5,Menikah,3,S1,Pegawai Negeri,Perum Zulkarnain,+62 (0497) 726-3823,4967552,3477286,Pinjaman Bisnis,19,28409750,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,12,0,2,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Buruk,8483847,Mobil,206,2,261321,500,No Remedial
3671812112006278,"Ciaobella Hardiansyah, S.E.",perempuan,"DKI Jakarta, 30-07-1967",40,"Jl. Ahmad Yani No. 4
Langsa, JK 81563",81563,16,13,Menikah,3,S1,Pegawai Negeri,CV Santoso Pratiwi Tbk,+62-35-476-9991,5644176,3950923,Pinjaman Pribadi,19,32333478,0,1,1,1,2,3,4,5,6,7,7,7,Macet,5,23867213,2,Hukum,Positif,Rendah,Membayar utang,Penagihan hukum,Buruk,7819494,Motor,213,2,310954,500,No Remedial
1001567054081861,"Tgk. Hana Laksita, M.Farm",perempuan,"Aceh, 24-04-1985",35,"Gg. Ir. H. Djuanda No. 3
Bima, Gorontalo 75052",75052,14,17,Menikah,2,S1,Pegawai Negeri,PD Saragih Permadi Tbk,+62 (265) 992 7357,4994183,2996510,Pinjaman Pribadi,21,42161952,1,0,0,0,1,0,0,0,0,0,0,0,Lancar,12,0,2,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Sangat Buruk,7296156,Mobil,202,2,317553,666,No Remedial
9544043459193297,"Dr. Shania Nuraini, M.TI.",laki-laki,"Papua, 23-03-1994",34,"Jl. K.H. Wahid Hasyim No. 4
Balikpapan, RI 74702",74702,6,20,Cerai Hidup,3,S1,Pegawai Swasta,PD Samosir Anggraini,+62-30-243-2951,4113101,2879171,Pinjaman Bisnis,18,22285026,1,1,2,3,3,4,5,4,4,4,5,5,Diragukan,7,13647516,2,Hukum,Positif,Rendah,Membayar utang,Penagihan hukum,Sangat Baik,7596662,Motor,203,2,287496,500,No Remedial
1484643665500092,"KH. Karma Januar, S.IP",perempuan,"Aceh, 10-11-1961",32,"Jl. Ciumbuleuit No. 632
Padang, NT 32126",32126,16,9,Belum Menikah,0,S1,Pegawai Negeri,PT Zulkarnain Oktaviani Tbk,+62 (0847) 940 8158,5413153,2165261,Pinjaman Bisnis,16,52140080,1,2,1,2,2,2,1,0,0,0,0,0,Lancar,12,0,2,Telepon,Positif,Sedang,Membayar utang,Komunikasi,Sangat Baik,7599129,Mobil,226,2,331001,555,No Remedial
2164729246728577,Ganda Salahudin,laki-laki,"Gorontalo, 23-11-1969",33,"Jalan Astana Anyar No. 55
Metro, KB 53688",53688,16,5,Belum Menikah,0,S1,Pegawai Swasta,Perum Napitupulu Hidayat (Persero) Tbk,+62 (0770) 809 9825,4357898,1743159,Pinjaman Pribadi,18,47301804,0,1,1,1,1,1,0,0,0,0,1,2,DPK,10,21154414,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Baik,7318133,Motor,188,2,329752,944,Remedial
1699804087173460,"Dt. Balidin Astuti, M.TI.",laki-laki,"Papua, 28-12-1999",44,"Gg. Kebonjati No. 206
Serang, JT 30865",30865,15,9,Belum Menikah,0,S1,Pegawai Negeri,PD Suryatmi Wibowo (Persero) Tbk,+62-058-970-8086,5561629,2224652,Pinjaman Pribadi,12,40244952,1,1,0,0,0,0,1,1,2,1,0,1,DPK,11,3538205,1,Surat,Positif,Rendah,Membayar utang,Komunikasi,Baik,7711800,Mobil,192,2,266352,888,Remedial
8658002282434780,Putri Maryadi,perempuan,"Bengkulu, 02-09-1977",59,"Jalan Jend. A. Yani No. 65
Palu, KB 76356",76356,13,18,Cerai Mati,0,S3,Pengusaha,PT Mansur,+62 (050) 110 9497,7976142,3190457,Pinjaman Bisnis,18,86430438,0,0,0,1,2,3,4,5,6,7,8,9,Macet,3,72073383,3,Paksa,Negatif,Rendah,Kabur,Penyitaan,Baik,7316590,Mobil,186,2,325998,222,No Remedial
2740296659439647,"Azalea Yolanda, S.Psi",perempuan,"Riau, 04-03-1983",35,"Jl. Siliwangi No. 42
Salatiga, Maluku 25108",25108,9,9,Cerai Hidup,3,S1,Pegawai Swasta,UD Prastuti (Persero) Tbk,+62 (25) 820-3584,4692766,3284936,Pinjaman Bisnis,16,22600608,0,1,0,0,0,0,0,1,0,0,0,1,DPK,11,7114478,3,Surat,Positif,Rendah,Membayar utang,Komunikasi,Baik,7509627,Mobil,209,2,273466,611,No Remedial
6701979486453745,"Dr. Pranawa Nuraini, S.T.",laki-laki,"Sulawesi Barat, 27-04-1969",38,"Jalan HOS. Cokroaminoto No. 78
Pekanbaru, BE 46437",46437,2,4,Cerai Hidup,3,D3,Pegawai Swasta,CV Nurdiyanti Mansur (Persero) Tbk,+62 (038) 460 0834,4652290,3256603,Kartu Kredit,17,24027018,1,2,2,2,3,3,4,4,4,4,3,3,DPK,9,11465835,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Cukup,6712240,Motor,201,2,335318,500,No Remedial
2166540327488336,R.M. Kalim Thamrin,perempuan,"Kalimantan Selatan, 30-04-1974",33,"Jalan Wonoayu No. 40
Pematangsiantar, YO 72025",72025,9,5,Menikah,3,D3,Pegawai Negeri,CV Hardiansyah Tbk,+62 (005) 065-5643,4215602,2950921,Pinjaman Bisnis,18,22840398,1,1,1,0,0,1,2,2,1,1,1,1,DPK,11,8928907,1,Surat,Positif,Rendah,Membayar utang,Komunikasi,Baik,6790389,Mobil,209,2,323886,722,Remedial
9338558719262677,Hasim Susanti,laki-laki,"Sumatera Selatan, 25-03-1971",37,"Jl. Raya Setiabudhi No. 5
Meulaboh, Kalimantan Selatan 73386",73386,19,11,Cerai Hidup,3,D3,Pegawai Negeri,PT Pratiwi Hastuti Tbk,+62-0871-991-5357,3761621,2633135,Pinjaman Pribadi,21,23817297,1,2,1,1,2,2,1,1,1,0,0,0,Lancar,12,0,2,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,7454065,Motor,214,2,320808,611,No Remedial
9506001031659628,"Zelda Mansur, S.Farm",perempuan,"Kalimantan Utara, 21-07-1984",49,"Jl. Sentot Alibasa No. 4
Kota Administrasi Jakarta Selatan, MU 46350",46350,6,1,Menikah,3,S2,Pegawai Negeri,Perum Maulana (Persero) Tbk,+62 (092) 447-5743,6457316,4520121,Pinjaman Bisnis,17,33042458,0,0,0,0,1,1,1,2,3,3,2,1,DPK,11,11733313,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Cukup,6905840,Mobil,186,2,284166,666,No Remedial
1268869007664852,Viman Budiman,perempuan,"Bali, 15-10-1997",34,"Jalan Ciwastra No. 854
Salatiga, NB 09877",9877,6,7,Menikah,3,S1,Pegawai Negeri,Perum Agustina Yuliarti,+62-0530-461-4570,4789953,3352967,Pinjaman Pribadi,15,21663105,0,0,0,0,0,0,1,1,0,1,0,0,Lancar,12,0,2,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,7827867,Mobil,194,2,273349,611,No Remedial
9251396604627332,Ir. Patricia Rahimah,laki-laki,"Sulawesi Tenggara, 27-12-1991",29,"Gg. Pasir Koja No. 62
Sibolga, AC 28320",28320,16,20,Belum Menikah,0,SD,Buruh,PT Budiman Yulianti,+62-008-010-7157,2924214,1169686,Pinjaman Bisnis,15,26405940,0,1,0,1,2,3,4,4,5,4,3,4,Kurang Lancar,8,12369716,2,Wakil,Positif,Rendah,Membayar utang,Penagihan utang,Cukup,7879598,Motor,177,2,299945,722,Remedial
7670961239550014,Nalar Hidayanto,laki-laki,"Sulawesi Tengah, 09-03-1999",54,"Jalan Ahmad Dahlan No. 9
Palangkaraya, DI Yogyakarta 88011",88011,11,4,Cerai Hidup,3,S2,Pegawai Negeri,Perum Wacana,+62 (065) 234-8307,6499629,4549740,Pinjaman Bisnis,19,37171790,0,0,0,0,1,0,0,1,0,0,0,0,Lancar,12,0,1,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,7640575,Mobil,221,2,283909,555,No Remedial
3653089998429046,"H. Luwes Hassanah, S.Psi",laki-laki,"Jawa Timur, 13-12-1983",38,"Jl. Abdul Muis No. 932
Pangkalpinang, Nusa Tenggara Timur 94475",94475,20,13,Menikah,3,S1,Pegawai Negeri,CV Hardiansyah Yolanda Tbk,+62 (040) 478-2917,5809342,4066539,Pinjaman Pribadi,15,26273415,1,2,3,4,5,6,7,7,6,5,4,5,Diragukan,7,14073794,3,Hukum,Positif,Rendah,Membayar utang,Penagihan hukum,Baik,7198441,Motor,201,2,337045,555,No Remedial
4618850510686961,Olivia Sirait,perempuan,"Maluku Utara, 03-09-1963",30,"Gg. Gardujati No. 34
Sukabumi, Bengkulu 90301",90301,16,5,Belum Menikah,0,S1,Pegawai Negeri,PD Agustina Hutapea,+62-056-720-6157,5982223,2392889,Pinjaman Bisnis,21,75628098,0,0,0,0,0,0,1,2,1,1,2,3,DPK,9,43324092,2,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Baik,7987000,Mobil,194,2,275733,777,Remedial
4111824322964803,Juli Pangestu,perempuan,"DKI Jakarta, 10-06-1962",47,"Gg. Dipatiukur No. 8
Kota Administrasi Jakarta Pusat, JK 81581",81581,10,9,Menikah,3,S2,Professional,UD Pradipta Nainggolan,+62-433-954-0133,6785868,4750108,Pinjaman Pribadi,18,36827820,0,1,1,1,0,1,2,3,4,5,4,5,Diragukan,7,22577500,3,Wakil,Positif,Rendah,Membayar utang,Penagihan utang,Baik,6901996,Motor,199,2,257139,555,No Remedial
