debtor_nik,payment_history_1,payment_history_2,payment_history_3,payment_history_4,payment_history_5,payment_history_6,payment_history_7,payment_history_8,payment_history_9,payment_history_10,payment_history_11,payment_history_12,limit_ball,bill_amount,payment_amount,default_payment_next_month
5718261774200898,-1,0,0,0,-1,-1,-2,-2,0,-1,-1,-1,9534784,4378128,5590994,0
9901461372123912,1,0,0,1,0,1,1,1,1,1,0,1,10567145,5096292,5981030,1
6111026439939270,-1,-1,0,-1,-1,-1,0,0,-1,-1,-1,0,9576103,4536776,3597656,0
8443949854174668,0,-2,0,-2,-2,-3,-2,-2,-1,-2,-2,-2,7880651,2656035,1155432,0
9008561752577738,-1,-1,0,0,1,-2,-1,-2,1,-1,-1,-1,9949103,4295746,5662931,0
5938662975698375,-2,-3,-2,-3,-3,-2,-2,-2,-2,-2,-2,-1,7413630,3242577,2873606,0
7932537582526096,0,0,1,0,0,-1,0,0,0,-1,0,-1,11432611,5345222,4678339,0
7674777268693802,0,0,0,-1,-1,-1,-1,0,0,-1,0,0,8819707,6199257,5809540,1
4658041834624469,-2,-1,0,0,0,-1,-1,-1,0,0,-1,-1,12000171,4110174,5859875,0
5455424615882261,-1,1,0,0,-1,0,0,0,0,1,1,0,11256240,4874876,6075517,1
9578646857949802,-1,-2,-1,-2,-2,-1,-2,-2,-1,-1,-2,-2,5905540,3909933,3818882,0
5311309201826315,-1,-1,-1,-1,-2,-2,-1,-3,-1,-2,-1,-2,8291265,4422373,2873691,0
7562360002516764,-1,0,0,0,0,-1,1,0,0,-1,0,-1,12591178,5181195,4206681,1
4444206518626386,-1,-1,-2,-1,-2,-2,-1,-3,-1,-3,-2,-1,6404116,3495634,3492171,0
5940053958179578,0,1,0,0,-1,-1,0,0,-1,0,0,0,12543557,5292131,5452341,0
1464861489725138,0,0,0,-1,0,0,1,1,0,0,0,1,11594458,6012261,6149395,1
2254138077260216,0,-1,-2,-2,-2,-1,-1,-2,-1,-1,-2,-1,3180634,3894333,4244359,0
3413905661630898,2,2,2,2,1,2,1,2,2,1,2,1,15801143,7856951,7140944,1
5840792464701189,-1,-1,-1,-1,-1,0,0,-1,-2,-1,-1,-1,9944753,5426044,4230620,0
5409932221833667,-1,-1,-1,-2,-1,-1,-1,-1,-2,-1,-2,-2,8179696,4773779,3946152,0
5437596457906716,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,8835176,3634262,3134600,0
5884772808067071,1,-1,-1,-1,0,0,0,0,-1,-1,-1,0,8771466,3837101,4372920,1
6857461457847494,-2,-3,-3,-3,-4,-4,-3,-3,-3,-3,-2,-3,2874504,919411,256332,0
2243558979025213,1,0,1,-1,0,-1,0,0,0,-1,0,0,9299071,6341562,4293365,0
6074770060815878,0,1,0,0,1,-1,1,0,0,0,1,1,12067766,5253635,4869441,1
1324571598074839,0,-1,0,-1,0,-1,-1,1,-1,-1,0,-1,9704464,4729352,5138727,1
2823071337986384,1,1,1,1,1,1,1,1,1,1,1,1,16127056,7437460,6526951,1
3187171342592677,0,0,0,1,1,0,1,0,0,0,0,0,13564166,5990977,5813540,1
4680304187648674,0,2,1,3,2,2,0,1,1,1,1,-1,13473852,8044560,8409389,1
2936052666993278,1,0,0,0,0,0,0,0,1,1,1,0,11275242,5916216,7018160,1
9869787486386966,0,0,0,0,1,0,1,0,0,1,1,1,14163582,5478507,5006046,1
8530337492379781,-1,-1,0,0,-2,-1,0,-1,0,-1,0,0,10822738,4275127,3846764,0
4396005882987221,-2,-2,-1,-3,-2,-3,-3,-1,-2,-3,-2,-2,6930691,2697709,1994857,0
6763177167455089,0,0,1,1,1,1,1,1,0,0,1,1,16894189,8450681,6816315,1
6906360053751571,0,1,1,0,0,0,0,0,1,0,1,2,12694286,7887686,5331351,1
2286240507795988,4,3,2,1,3,3,2,2,1,3,3,2,15272114,9865081,9486593,2
3284718346782808,-1,-1,-1,-1,-2,-1,-2,-1,-2,-2,-1,-2,8676671,4370839,3337839,0
6387105161971005,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,9925797,4859036,5625869,0
6940549871673701,0,-1,-1,0,-1,0,-1,-1,0,-1,-2,-1,7758838,2646304,4203173,0
5699216511555109,0,0,0,0,0,1,0,0,1,0,0,0,11377643,7142973,7144161,1
3982817558800212,1,0,0,0,0,0,0,0,1,0,-1,1,11641272,5830905,4483035,1
7455387622946732,-2,-1,-2,-1,-1,-1,-1,-2,-2,-2,-1,-2,9243562,3600602,3593632,0
4526382528439593,-2,0,-1,-1,-1,-2,-1,-2,-2,-2,-1,-1,10967705,4826373,3917141,0
3232185252181974,0,1,2,1,0,1,0,0,0,1,1,1,16187826,8185806,7689537,0
8926641586143266,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,7727874,4419107,3264797,0
6115197558211919,1,1,2,1,2,1,1,1,2,1,1,2,15480010,7708062,6985052,1
3934692954279058,1,1,1,1,1,1,1,1,2,1,1,0,11817549,6678182,7425598,1
4511693909695479,-1,-2,-1,-1,-1,-2,-2,-1,-1,-1,-1,-1,9912511,3445397,4169368,0
4858834593591782,0,-1,-1,0,0,0,0,0,0,0,-1,-1,8779128,4201052,6081671,1
9492154984419850,-3,-3,-1,-1,-1,-2,-3,-1,-1,-3,-3,-2,7615756,4024648,3599725,0
3633677276538988,-1,0,0,0,-1,0,0,-1,0,1,0,0,11299029,6766608,5482011,1
8624681707398119,2,1,1,0,1,1,1,2,0,1,2,2,16560390,8518859,7337056,1
3552068334454606,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8754098,4889466,5533804,0
6603160128423004,-1,-1,-1,0,-1,0,0,0,-1,0,0,-1,9012281,3935973,4385220,1
1696751233176657,-2,-1,-1,-2,-1,-1,-2,-2,-1,0,0,-1,6860467,4918444,3782476,0
7296848331877874,0,0,0,0,-1,-1,0,0,-1,0,0,0,13240620,4687566,5680362,0
2878775273653282,1,0,0,-1,0,0,0,0,-1,-1,-1,-1,9871920,4499914,4669121,1
4288255766710088,-1,0,-1,-2,-2,-1,-2,-1,-2,-2,-1,-2,5796481,3621751,4570290,0
5670176951074345,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,7650839,3464274,3418277,0
9656336553258328,-2,-1,-1,-1,-1,-1,-2,-1,0,-1,-2,-1,7094922,4214458,5233446,0
3136100165877313,-2,-3,-3,-2,-3,-3,-2,-3,-3,-3,-2,-3,4397797,435220,1328090,0
3508297101207457,-1,0,0,-1,0,-2,0,-1,-1,-1,-1,-1,11995374,4756439,4452643,0
7711492675867720,-2,-2,-2,-2,-1,-2,-2,-2,-1,-1,-1,-1,7894155,3504685,3503678,0
6442813950303810,-1,0,-1,-1,-1,0,-1,-1,-1,0,0,0,8993139,4338449,5133182,0
8637913935364205,0,0,-1,0,0,0,2,0,0,0,0,0,11389985,4787195,4080992,1
6258588949376689,-1,-2,-1,-2,-1,-1,-1,0,-1,-1,-2,-1,8954099,4304232,4699060,0
4641101159031882,1,0,1,1,1,0,1,0,1,1,0,1,15253519,4599220,6050883,0
9925615889813426,1,0,1,0,1,-1,0,0,1,0,0,0,13814247,5727817,6177677,1
9919845547372918,-2,-3,-2,-2,-2,-3,-3,-2,-3,-3,-2,-3,7290928,1781858,1800249,0
3045313552112347,-1,0,-1,-1,0,0,-1,-1,0,-1,-1,-1,6730426,4878383,5375257,0
7447126649014747,-1,-1,0,0,-2,-1,-2,-1,0,-2,-1,-3,6594281,4686872,4426316,0
8641246891266725,-1,-2,0,0,-1,0,-1,0,-1,0,-1,0,13438781,4730318,5295328,0
6097262210383455,-1,-1,0,-1,-2,-1,-2,-1,-1,-1,-1,-1,10448416,5244198,4820066,0
2517786260233561,-1,-1,-1,-1,-2,-1,-1,-1,-2,-1,-1,-1,9188261,3878063,4442620,0
6260423531526655,1,1,1,0,0,1,1,0,0,0,1,0,10473552,6545016,7408285,1
1901019721869358,1,-1,0,0,1,-1,1,1,0,-1,0,1,15166162,4551011,6757280,0
5546047867598333,-1,0,0,0,0,0,0,0,-1,1,0,-2,11415480,4450420,5786566,1
5733558375882673,-2,-1,-1,-2,-2,-1,-1,-2,-2,-1,-2,-2,6275357,4432107,4559073,0
6754706679520441,1,0,1,1,1,1,2,1,0,1,1,1,15191729,6687103,5281409,1
9395217919433228,0,-1,-1,0,-1,-1,0,0,0,0,0,0,10746979,4246179,5358203,1
5185802509709017,-2,-1,-1,-1,-2,-1,0,-1,-2,-1,-1,-1,8740646,3532615,2843063,0
1831719668729918,1,-1,0,-1,-1,0,-1,0,-1,0,0,0,9320748,4701385,4607967,0
5036517964285853,-1,-1,-1,-1,-1,-1,-1,0,0,0,-2,-1,7443061,3016432,5234109,0
5018588324788578,1,0,-1,-1,0,1,1,0,-1,0,0,1,13198757,6158103,5584061,0
9711263211017688,1,-1,0,-1,0,-1,-1,1,0,0,1,0,11570918,4816085,6052841,1
1757100820819796,0,0,1,0,0,-1,1,-1,0,-1,0,0,12656662,7295770,5617800,1
2359320170336903,-1,0,-1,-1,-2,0,0,-1,-1,-1,-1,-2,5380765,5180610,4236970,0
9423750147067088,-1,-2,-1,-2,-2,-2,-1,-1,-1,-2,-1,-1,7441104,3365541,3440487,0
5291749902960321,-1,-2,-2,-2,-2,-1,-1,-1,-1,-3,-2,-1,9329149,4493102,2247906,0
3770357035994270,-1,0,-1,0,0,-1,0,-1,0,0,-2,0,9349428,4857158,5174250,0
3139769885465226,-1,0,0,0,0,0,0,0,-1,-1,1,0,13563955,6597018,4694057,0
7445571516539083,-2,-1,-2,-1,-1,-2,-1,-2,-2,-2,-2,-2,7111548,2836137,3215028,0
7332967771835326,-2,-3,-3,-2,-2,-2,-2,-2,-3,-2,-2,-2,4720336,2483786,2148348,0
9535008197828560,-1,0,-1,-2,0,-1,-1,0,-1,-1,-1,-1,9191545,5286992,4649759,0
7966660985699374,0,0,0,1,1,-1,1,-1,-1,0,0,-1,11821688,4682647,5852115,1
5296586102342145,0,0,0,0,1,0,0,0,1,1,0,1,12987533,5459590,4995223,1
9513213272540280,1,2,1,1,1,1,1,1,1,1,1,1,11524718,7722424,7575538,1
1545761364735087,-2,-1,-1,-1,-1,-1,-2,-2,-1,-1,-1,-2,7473891,4687622,4660575,0
1653655839545991,-1,-1,-2,-2,0,-2,-1,-1,-2,-1,0,-1,9115517,3825930,4642768,1
4534230429175107,-1,-2,-2,-1,0,-2,-1,-2,-1,-2,-3,-1,8482615,3240807,4247717,0
5390615209133910,-1,0,0,0,0,-1,0,1,-1,0,0,0,13872263,4135337,5118875,0
1035185795716039,0,0,-1,0,0,1,0,1,0,1,1,1,12588911,5649345,6563997,1
3258526144512166,-1,0,0,0,-1,0,0,0,-1,0,0,0,13453413,5882712,5332636,0
5038823765483982,-1,0,0,1,0,0,0,0,-1,0,0,-1,12054345,5228431,5428480,0
7169985262033090,0,0,0,-1,0,0,0,0,0,0,-1,-1,6126875,5202077,5571607,0
5908160817317898,1,-2,-1,-1,-1,-1,0,-1,-1,0,-1,-1,10071466,2417763,3948453,0
1147018208740375,-1,-1,0,0,-1,-1,0,0,0,-1,0,0,9859398,6562922,5070832,0
6536725167717167,-1,-1,0,0,-1,-2,0,-1,-1,-1,-1,-2,10271153,3342076,4424142,0
2532212599429582,-1,-1,-1,-2,-1,-1,-1,-1,0,0,-1,0,8968642,3690312,4968877,0
8426408652824533,0,1,0,1,1,0,0,0,2,0,-1,1,11254386,5073433,5287380,0
2358573949317370,-1,-3,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,4863359,2395043,3383540,0
8989930762271807,0,0,-1,0,1,-1,-1,-1,0,0,0,-1,8622573,4810403,6123437,1
8763526364903655,2,2,1,1,2,2,1,0,1,2,3,1,16359664,8256164,8241255,1
3834240548487356,0,0,-1,-1,1,0,0,1,0,0,1,1,12339153,4064282,4898514,1
8862786809006381,-3,-1,-1,-1,-2,-2,-2,-1,-1,-2,0,-1,10349803,5821825,3633516,0
8014521455194558,0,1,0,0,0,0,1,0,1,1,0,1,9947072,5220731,4917439,1
7095288102926046,-2,-1,-2,-1,0,-2,-1,-1,0,-1,-1,-1,8183196,4503687,4039808,1
9026285055961784,-2,-2,-2,-2,-2,-2,-2,-3,-2,-2,-3,-2,6581417,2069586,4605231,0
5756042393548815,0,-1,0,-1,0,0,0,0,0,1,-1,0,12272487,3910803,5764670,0
1434951254194797,0,0,1,0,-1,0,1,0,0,0,0,-1,12435032,5544715,5633046,1
6661701156870720,-1,-1,-2,-2,-1,0,-2,0,-3,-1,-1,-1,5914162,3594843,4127692,0
9511748122752518,0,0,0,0,0,0,0,1,0,0,0,0,10249049,5648175,5197533,1
4997443217488551,-1,0,-2,-1,-1,0,-1,-1,-1,0,-1,-1,7774629,4999495,6424223,0
5512556406412087,0,-1,-1,-1,-1,0,-1,0,0,-1,0,0,7359362,5814075,3193960,0
9472443386608186,-2,-1,-1,0,0,-2,-1,-1,0,-2,-1,-2,8708194,3049200,4727392,0
8322862177966076,-1,-1,-1,0,0,-1,-2,-2,0,-1,-2,-2,6115057,4640318,4909149,0
8009034244214495,-1,1,1,0,1,0,1,1,1,1,1,2,14393477,9079754,5842702,1
2319954514743760,1,-1,1,0,0,-1,0,0,0,0,-1,-1,12469197,4491131,5048354,0
6051881094559813,0,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,9282427,4642356,4155003,0
5306055205514050,0,0,0,1,0,0,0,-1,1,0,0,0,11779416,5461514,5416444,0
5739005686031197,0,0,0,0,-1,0,0,0,0,0,-1,0,9934231,3955148,6524200,1
5525676350289007,1,1,1,0,1,0,1,1,0,0,1,1,14991545,6579355,5690308,1
3179337418067060,0,0,-1,0,0,0,0,-1,-1,0,0,-1,7767051,3812880,4632152,1
5625227499779931,-1,-1,-1,0,-1,0,0,-1,-1,-1,1,-1,11859703,5587119,4577675,1
4900078371077072,-1,0,0,0,1,-1,0,0,0,-1,0,0,13013550,5022432,4649707,0
8551744646975601,-2,-2,-1,-2,-1,-2,-3,-2,-1,-2,-2,-2,7152742,3486953,3189479,0
8720444942187956,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-3,-2,5156636,1310293,2276637,0
1064302247936718,0,-1,0,0,1,0,0,0,-1,0,0,0,15309621,5241253,5370931,0
9925640036954028,-2,0,0,0,-1,-2,-1,-1,0,-1,0,-1,10938433,4730981,4583056,0
7939048780430021,0,-2,-1,-2,-2,-1,-1,-1,-2,-2,-2,-1,10347954,3428487,2163648,0
6993111552777209,0,-1,0,0,0,0,0,1,0,0,-1,0,12812889,6664163,6254389,1
3078068156481407,0,0,0,1,0,1,1,0,0,0,1,0,12573536,6226713,6010495,1
8222691184936403,-2,-2,-1,-1,-1,-3,-1,-1,-1,-2,-2,-2,9026833,3933567,3686562,0
9253402681874628,0,0,0,1,0,0,1,0,1,-1,0,0,12071457,6607768,4724303,1
4713803985353583,0,-1,-1,0,-1,0,0,0,0,-1,-1,0,9683618,4560864,5143769,0
2654240242255448,0,-1,0,0,0,-1,0,-1,0,-1,-1,-1,9954607,5259816,4580988,1
9538721308386618,1,1,0,1,2,1,1,1,0,0,0,1,14114488,6401736,6210105,1
8803522912998515,1,2,2,1,0,1,1,0,1,1,1,1,11818463,7518331,6717564,1
2046188300332553,1,1,2,2,0,1,2,1,2,1,1,2,15702187,8770557,7111168,1
4279318881058594,0,0,0,0,0,0,1,1,1,0,1,1,11381959,6025784,4810233,1
5695822012125076,1,-1,1,0,0,0,0,1,0,0,-1,-1,12604155,4995611,6081921,1
2329288469266830,0,0,0,0,-1,-1,0,-1,0,0,0,-2,9045192,5187589,4963887,1
3318383734002858,0,1,0,0,0,0,0,0,0,-1,0,0,12660134,6714149,5409851,1
8478796738422368,0,0,-1,-1,0,0,0,0,-1,-1,1,1,12136719,6367269,5056326,1
8417437896723480,0,-1,0,0,1,-1,-1,-1,0,0,-1,-1,12831717,4415263,5209353,0
2037284159513776,-1,-1,0,-1,0,-1,-1,0,0,0,1,0,11142784,5957718,3519941,0
9455486314929152,-1,-1,-1,-1,0,-1,-1,0,0,-1,0,0,8973584,4570044,4330445,0
5326410406060526,-2,-2,-2,-2,-1,-2,-2,-1,-1,-1,-2,-2,6297444,1644942,2192374,0
6138259772399454,-2,-2,-1,-2,-2,-2,-3,-2,-2,-1,-2,-1,6770268,3212765,2470249,0
8443083112895082,-1,-1,-1,-2,-2,-1,-2,-2,-1,-2,-1,-1,7316666,4401089,4137920,0
7199299400140776,1,1,-1,0,0,1,1,2,-1,1,0,1,13003776,4778969,5709550,1
6943461998670353,0,0,1,1,0,-1,0,0,1,0,1,1,14150522,4835319,5304860,1
8107116479204520,0,0,0,1,1,0,1,-1,0,0,1,0,14112606,5807162,7062445,0
8650651413843304,-1,1,0,0,0,0,1,-1,0,0,1,0,12352738,5957218,6309173,1
8684409883768141,-3,-2,-2,-1,-2,-3,-2,-2,-2,-2,-1,-2,6409619,2969272,2759647,0
4644786815385024,0,1,0,-1,-1,0,0,-1,0,0,-1,0,9694947,5703267,6290460,1
3550879051467963,1,-1,0,-1,-2,0,-1,0,0,0,-1,0,7873743,5063166,4471537,1
3645356177697187,1,1,0,1,1,2,2,1,1,2,1,2,13929050,7773608,6968388,1
8959557904330210,1,1,0,0,0,1,1,0,1,1,2,1,11662734,7041545,7433958,1
7260145692588087,-1,0,0,0,0,-1,0,0,1,-2,-1,0,10193752,5216856,4645630,1
1091608439462166,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,8816734,4725645,4657649,0
7220888148336953,-4,-4,-4,-3,-3,-3,-3,-3,-3,-2,-3,-3,215314,50000,1216637,0
5872878065332500,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,7326558,3283801,3893494,0
7444649054322810,0,-1,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,9670249,4360446,4287397,0
9622316673952934,0,0,-1,0,0,-1,-1,-1,0,0,0,0,9657444,4552827,5473570,0
6685982575433853,-2,-2,-1,-2,-1,-2,-3,-1,-2,-2,-1,-2,8940379,3767164,2878494,0
6903395114307423,1,1,0,0,1,1,1,1,1,1,1,1,9628471,6119946,5911188,1
1869368926042731,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,8055158,6087736,5223153,1
3007163179197146,0,-1,0,-1,-1,-1,-2,-2,0,-1,-2,-1,7270461,4407138,4513804,0
3187880072954404,1,1,0,-1,0,0,1,0,0,0,1,1,12886489,7252072,5676714,1
5417502218796989,1,1,0,0,1,0,0,1,0,0,0,1,11678105,5439061,6647942,1
2498934031657733,-1,0,-1,0,0,0,-1,0,0,0,-1,0,11809322,4782938,6195613,0
2150913537442751,-2,-2,-1,-1,-1,-1,-1,-1,-2,-1,0,-1,10897960,4481894,3624630,0
3994151235682342,0,-1,0,-1,-1,0,0,0,-1,0,0,0,12714139,5787129,5836834,0
1635218212291936,-2,-3,-2,-1,-2,-3,-2,-2,-1,-2,-3,-2,7840340,2173280,2784587,0
8858516411556857,-1,-1,0,0,0,0,0,0,0,1,0,0,12527213,5057854,6297116,0
5321219047186753,0,0,-1,0,1,0,0,0,0,0,0,0,14375485,5737637,5117166,1
3875363559218304,-1,0,-1,0,-2,0,0,0,-1,-1,0,0,11338576,3915382,3737219,0
6094519335264535,0,1,1,1,1,-1,0,-1,2,1,-1,0,13834664,6194628,7172774,0
8778092589662225,1,1,0,-1,0,0,1,0,0,0,1,1,11712424,5838270,5373761,1
9774564877391534,-1,-1,-2,0,0,-1,0,-1,-1,-1,0,-2,9300431,4182867,3807791,1
8777117349071667,-2,-2,-2,-2,-1,-2,-2,-2,-1,-2,-2,-1,9228475,3161462,4111101,0
8646116242430541,1,0,1,0,1,0,0,0,1,1,0,1,13093693,6200886,5046087,1
1816485392013593,-1,-2,-1,-1,0,-2,-2,-1,-1,0,-1,-1,9431129,3575247,4531005,0
2004943537449996,0,-1,0,0,-1,-1,-1,0,0,0,0,0,10512448,4656783,4931938,1
4121519466345280,-1,0,-1,1,0,0,0,0,0,0,0,1,12067504,5785429,4677279,0
7203646424316248,-1,-1,0,-1,-1,-1,0,0,-1,-1,-1,-1,9721069,4845828,4615386,0
8421745570210325,0,1,1,2,1,1,1,1,1,1,0,1,15065549,6739977,7240456,1
5364242370139627,0,-1,0,-1,-1,-1,-1,0,0,-1,-1,-1,10927237,6227089,6787676,0
5070330757248521,1,0,0,1,0,1,1,1,0,1,0,0,12853516,5636188,5488288,1
3260386890140007,2,0,0,1,1,0,1,0,1,1,0,0,12077453,5448348,6204736,1
9145413868630668,0,0,0,1,1,-1,0,-1,0,-1,0,0,12510074,5042959,5313196,0
2445057146150739,2,0,1,0,2,0,1,2,0,0,2,2,19209882,6905681,6022139,1
9974574712732998,1,1,2,1,0,0,2,1,1,1,0,0,14291526,6407381,7075161,1
9769798057397548,-1,-2,0,0,-1,-1,-1,0,-2,-1,-1,-2,9297374,4676675,3869627,0
3226965040604830,1,1,1,1,1,1,1,1,1,1,1,2,16158368,6492140,6015481,1
3530422096730935,0,1,0,1,1,0,0,0,1,1,0,0,12186329,5585945,7208521,1
8772396657403568,1,1,1,2,2,0,2,2,1,1,2,2,16745215,6188278,6070609,1
5143480144793332,0,1,0,-1,1,0,0,-1,1,1,-1,0,10878139,6183658,7521079,0
8142376593959592,1,1,0,0,-1,1,1,0,0,1,1,0,9874727,5317973,6768118,1
8560778481101503,0,1,0,0,1,0,0,1,0,0,0,0,10102706,5967742,6036013,1
2038261008734583,0,0,0,0,-1,0,0,1,0,1,0,0,11923747,5878157,6777175,0
4604159319062977,-2,-1,-2,-1,-1,-1,-2,-2,-1,-2,-2,-2,6649947,3654796,2513591,0
6017031099717889,0,0,0,0,0,-1,0,0,0,-1,0,0,11718796,4494362,5563719,0
2041084819016754,0,0,-1,-1,-1,0,0,-1,-1,0,-1,0,6915525,3978590,4168136,0
4621775958108416,-1,1,-1,-1,-1,0,1,-2,0,-1,0,0,8839446,5042966,4505491,0
1096688872281431,1,0,1,0,1,1,0,1,0,0,0,-1,13266994,6984525,8038701,1
4265616853401596,-1,0,0,0,0,-1,0,0,0,-1,1,0,13467117,6187270,6179087,0
5484108224011476,1,0,-1,0,1,0,1,0,1,0,0,1,10845972,5552749,5376313,1
5873900855697554,0,0,0,1,1,0,1,1,1,1,1,1,13766795,5734218,5682111,1
9279310711072572,-1,-1,0,-2,-1,-1,-2,-1,0,0,-1,-1,9486328,5217221,3985981,0
7358051816480138,0,-2,0,-1,-1,-1,-1,1,-2,0,-1,0,12947011,3949188,4693242,0
7966952993989480,1,1,2,1,0,0,0,0,1,-1,0,0,11898283,6796275,6709125,0
3673398971941812,-2,-2,-2,-2,-1,-2,-2,-2,-1,-2,-2,-2,9047129,3519449,1804062,0
7963041342596819,0,1,0,1,1,1,1,0,0,1,1,0,13366624,5513272,5293909,1
1636660802317690,-1,-1,-1,-1,-1,0,-2,0,-1,0,-1,-1,8525970,4053359,4452524,0
3923058406747157,0,-1,-2,-1,-1,-1,0,-2,0,0,-1,0,7861764,3290189,3903028,0
8026587068841627,-1,-3,-1,-2,-3,-2,-2,-2,-2,-2,-3,-2,8690823,2436673,3122961,0
5944324251111591,-1,-1,-2,-1,0,-1,-1,0,-1,-1,-1,-1,7529904,4678393,4265108,1
3315987247615986,-1,-1,-1,-1,-1,-1,-1,-2,-2,-1,-1,-2,8144936,3816569,3946861,0
2873823995130582,0,2,1,2,1,2,2,1,1,1,2,0,14426261,8677827,7745744,1
2029479846247197,-1,-1,-2,-1,0,0,0,0,-1,-1,-1,-1,7160387,3858884,5302797,1
4444952431001960,1,-1,0,0,1,0,0,1,0,0,0,0,13004231,4552018,5659532,1
8458476478312206,0,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,8691822,4361853,5619140,0
8048979187669244,-2,-3,-2,-2,-2,-3,-2,-2,-2,-2,-2,-2,7710624,1835243,2852534,0
3630301150454642,-1,-2,0,1,0,-1,-1,-1,0,-1,-2,-1,10048677,3503386,5275901,0
2694763541154333,0,0,0,0,-1,0,0,-1,0,-1,-1,0,10900281,5929766,4470976,0
3850062976793800,0,0,0,0,0,-1,0,-1,0,-1,-1,0,9571393,4860393,5124625,0
8934991636626910,0,-1,0,-1,0,-1,-2,-1,-1,-1,0,-2,9447543,5622084,5912833,0
3840465098506193,0,1,0,1,1,1,1,1,1,1,1,1,12902798,6005418,5785150,1
1351216318926012,1,1,1,0,1,1,0,1,1,1,0,1,13895785,6426935,7050159,1
3515107321062692,-2,-1,-1,-1,-1,-1,-1,-2,-1,0,-2,-1,8808379,2704665,4443914,0
2908382701245582,0,-2,0,-1,0,-1,-1,0,0,-2,-2,-2,7756535,4870581,4351519,0
8567761221678243,-1,-1,-1,0,0,-1,-1,-1,0,-1,-1,-1,7266486,3913497,4923603,0
1951953548673343,0,-1,-1,0,0,-1,0,-1,0,0,-1,0,10119810,3609664,4153118,0
6931843886828000,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8018642,5274242,4345817,0
1157803403224808,0,0,-1,-1,0,0,0,0,0,-1,-1,0,10902963,5363660,4957758,1
4220467440457518,-2,0,-1,-1,-1,-1,-2,-1,-1,0,0,1,11499103,4430246,4419280,0
7071871006398044,0,-1,-1,-1,0,0,-1,-1,0,-1,0,0,9871271,5596164,5023914,0
4731133974280230,-1,-1,-1,-2,0,-1,-2,0,-2,-1,0,-1,11391204,3537122,3732788,0
3644794615163435,-1,-1,-1,-1,-1,0,-1,0,-2,-2,-1,-1,8470044,4814364,2556950,0
5189585874169132,-1,-1,-2,-2,-2,0,-1,-1,-2,-1,-1,-2,6754781,3758315,3993805,0
8487045750927008,-1,-1,0,-1,-1,-1,-1,-1,-2,0,0,-1,12488239,5054505,4033608,1
8058589163205706,1,0,0,1,0,0,0,0,0,1,0,0,12800897,5270138,5033806,1
5835726547354918,1,1,1,0,1,-1,0,0,1,0,0,1,13294745,4840300,4204569,1
7603176173712090,-2,-1,-2,-3,-1,-2,-2,-2,-1,-2,-2,-1,6253703,2886907,2064927,0
5794215850964840,-2,-1,0,0,-1,-1,-1,-1,-2,-1,-2,-2,14922635,5386812,5304485,0
9343264607452648,0,0,0,0,-1,-1,-1,-1,0,-1,0,-1,9115792,5916825,5536456,0
4978233944234891,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,11028111,3929483,5328739,1
8332083599366647,0,0,0,0,1,0,0,0,1,0,0,1,12893381,6117775,5043340,1
2966613360958080,0,0,0,1,0,0,0,0,0,-1,0,0,11853711,5963941,5746984,1
1027683259989155,0,0,-1,-1,-2,0,0,0,-1,0,0,0,8901230,5640407,6200483,0
8424333606619671,2,0,1,0,0,1,1,1,1,1,0,1,14625130,6420729,5990716,0
4613984717261287,-2,0,-1,-1,-1,-1,-1,-2,-1,-1,-1,-2,8559391,4532211,4496774,0
6691839521826779,-1,1,-1,0,-1,0,0,-1,0,0,0,0,8356443,4802858,4125855,0
2888618330071039,0,0,1,0,-1,-1,-1,-1,0,0,0,-1,10634820,6416130,5928983,0
3569662137765916,1,0,-1,0,0,1,1,1,0,1,1,1,11981200,5744988,6309242,1
3966676348171027,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,8091426,4674800,4750058,0
6703444941320845,1,2,2,2,2,3,2,1,1,0,3,1,14257380,9831596,9105904,1
7190413973414629,1,1,1,0,0,1,0,1,1,0,1,1,12413420,6737620,5898086,1
6170644647447723,-2,-2,-1,-1,0,-1,-2,-1,-1,-2,-2,-2,10470522,3805857,3314782,0
6155488749485164,-1,0,0,-1,-2,0,-1,-1,-1,-2,0,-1,7071604,5897855,4426676,0
1048209627178833,-2,-2,-2,-2,-1,-2,-2,-2,-2,-2,-1,-2,9146056,3343661,2010059,0
4101210414359613,0,0,0,-1,0,1,0,0,0,0,0,0,10736530,6094740,5289335,1
